N	2gram	Vygotskiy__5	SlovoVZh
1	не может	9	16
2	может быть	11	14
3	точки зрения	7	14
4	как бы	19	13
5	и его	6	13
6	таким образом	20	12
7	и в	30	12
8	по отношению	2	11
9	в нашем	2	11
10	отношению к	1	11
11	и не	6	10
12	если бы	11	9
13	так как	9	9
14	прежде всего	4	8
15	художественного произведения	3	7
16	сказать что	9	7
17	для нас	3	7
18	в ней	4	6
19	в том	27	6
20	только в	5	6
21	при этом	8	6
22	к содержанию	1	6
23	с помощью	2	6
24	в нем	7	6
25	все время	20	6
26	в процессе	1	6
27	должна быть	2	5
28	то же	7	5
29	в виду	4	5
30	можно сказать	2	5
31	как в	3	5
32	но в	5	5
33	и др	1	5
34	в жизни	1	5
35	героя и	7	5
36	а не	8	5
37	художественной формы	3	5
38	как и	6	5
39	что мы	11	5
40	и следовательно	2	5
41	том что	21	5
42	никогда не	9	5
43	хотя бы	3	5
44	то что	37	5
45	мы все	6	4
46	на самом	2	4
47	зависимости от	7	4
48	как если	1	4
49	к нему	1	4
50	в этом	14	4
51	все же	7	4
52	в самом	14	4
53	уже не	1	4
54	не только	16	4
55	отношение к	1	4
56	от того	4	4
57	так и	3	4
58	материала и	5	4
59	с другой	9	4
60	что не	1	4
61	не в	8	4
62	дело в	2	4
63	и является	1	4
64	и к	4	4
65	жизни и	6	4
66	и на	3	4
67	художественном произведении	2	3
68	здесь не	1	3
69	самом деле	8	3
70	формы и	3	3
71	в котором	2	3
72	ясно что	6	3
73	еще не	5	3
74	мы не	3	3
75	с героем	2	3
76	и вообще	1	3
77	о том	10	3
78	и герой	2	3
79	но и	6	3
80	между тем	1	3
81	точка зрения	1	3
82	нуждается в	1	3
83	того что	8	3
84	в художественном	1	3
85	быть и	2	3
86	когда он	5	3
87	и наконец	3	3
88	имеет в	1	3
89	и ее	1	3
90	все эти	2	3
91	только на	4	3
92	конечно не	1	3
93	в себе	5	3
94	в поэзии	1	3
95	да и	1	3
96	к герою	1	3
97	для него	3	3
98	он должен	8	3
99	не к	1	3
100	и с	2	3
101	до сих	5	3
102	ни в	3	3
103	в некоторых	1	3
104	в них	4	3
105	и уже	3	3
106	в своей	4	3
107	так же	13	3
108	в такой	1	3
109	поэтического произведения	1	3
110	справедливо и	1	3
111	этой точки	1	3
112	как к	1	3
113	из этого	2	3
114	по себе	7	3
115	произведения и	1	3
116	художественное произведение	5	3
117	сих пор	5	3
118	не менее	1	3
119	все это	2	3
120	но для	1	3
121	и для	6	3
122	бы мы	3	3
123	находит свое	2	3
124	в каком	3	3
125	от этой	2	2
126	как не	1	2
127	и то	9	2
128	как это	7	2
129	в себя	2	2
130	действия и	4	2
131	и совершенно	4	2
132	едва ли	2	2
133	ко всем	1	2
134	каком отношении	2	2
135	мы имеем	8	2
136	мы в	1	2
137	нас и	2	2
138	совпадает с	1	2
139	форму как	1	2
140	и здесь	6	2
141	искусства и	5	2
142	и та	2	2
143	с его	2	2
144	но мы	2	2
145	и что	23	2
146	между собой	2	2
147	в чем	1	2
148	тем как	1	2
149	данном случае	3	2
150	в данном	3	2
151	что поэт	3	2
152	которые мы	1	2
