N	2gram	Savitsky_P_1	Problema
1	и в	14	30
2	не только	17	18
3	то что	4	18
4	в этом	10	17
5	том что	4	17
6	но и	6	13
7	потому что	3	13
8	также и	1	12
9	в его	2	12
10	в том	9	12
11	в н	1	12
12	и не	12	12
13	в своем	4	11
14	в этой	1	10
15	в виде	2	10
16	для нас	2	10
17	точки зрения	3	10
18	все же	1	9
19	но в	9	9
20	только в	7	9
21	хотя и	3	8
22	с точки	3	8
23	никак не	2	8
24	но не	3	7
25	как и	1	7
26	не в	5	7
27	никогда не	1	7
28	может быть	5	7
29	в результате	1	7
30	вместе с	1	7
31	и на	1	6
32	и как	3	6
33	в нем	3	6
34	его в	1	6
35	и что	1	6
36	что и	1	6
37	с другой	5	6
38	прежде всего	3	6
39	как бы	4	6
40	а в	4	6
41	другой стороны	1	6
42	и то	1	5
43	не просто	1	5
44	в которой	1	5
45	в силу	2	5
46	и с	2	5
47	с тем	3	5
48	еще в	1	5
49	нисколько не	1	5
50	не менее	2	5
51	и притом	1	5
52	и о	5	5
53	мы можем	1	5
54	а не	2	5
55	не может	4	5
56	так же	1	5
57	как раз	2	5
58	в самом	1	5
59	что в	4	5
60	отнюдь не	2	4
61	и к	4	4
62	в себе	3	4
63	было бы	6	4
64	говорится о	1	4
65	в то	7	4
66	тогда когда	1	4
67	все еще	1	4
68	iii в	2	4
69	ясно что	1	4
70	в качестве	9	4
71	богов и	1	4
72	далеко не	1	4
73	а с	1	4
74	в частности	2	4
75	xix в	1	4
76	в смысле	6	4
77	гораздо более	1	4
78	тем же	1	3
79	в ней	6	3
80	еще не	1	3
81	что его	1	3
82	в ее	2	3
83	и мудрости	1	3
84	с одной	3	3
85	этом смысле	1	3
86	нет никакого	1	3
87	в отношении	10	3
88	в русской	4	3
89	сравнении с	3	3
90	и которая	1	3
91	что от	1	3
92	в эпоху	1	3
93	настоящее время	1	3
94	и который	1	3
95	а также	4	3
96	же в	4	3
97	того что	2	3
98	тот же	3	3
