N	2gram	Voloshinov_1	Tvorches
1	и в	15	20
2	и т	1	13
3	не только	5	13
4	т д	1	11
5	никогда не	7	11
6	как бы	11	11
7	таким образом	21	10
8	в то	6	10
9	в его	9	10
10	и его	15	9
11	там же	1	9
12	же с	2	9
13	и не	16	9
14	при этом	7	8
15	и с	7	8
16	в том	4	8
17	может быть	13	8
18	в этом	13	8
19	прежде всего	11	8
20	но и	4	8
21	то же	7	7
22	это не	2	7
23	же время	5	7
24	потому что	4	7
25	не может	13	7
26	что в	6	7
27	в целом	2	6
28	как и	6	6
29	в своей	9	6
30	что он	8	6
31	так и	10	6
32	у него	3	6
33	именно в	3	6
34	а не	2	6
35	в основном	2	6
36	все это	5	6
37	например в	1	5
38	еще не	7	5
39	и на	3	5
40	но не	5	5
41	все же	5	5
42	в этой	5	5
43	если он	5	5
44	в мире	1	5
45	то есть	1	5
46	о том	1	5
47	и даже	2	5
48	но это	2	5
49	читателя в	3	5
50	так же	1	5
51	мы не	4	4
52	все эти	9	4
53	что они	1	4
54	отнюдь не	2	4
55	как в	3	4
56	хотя и	1	4
57	когда он	1	4
58	но в	9	4
59	за собой	1	4
60	не в	4	4
61	в дальнейшем	2	4
62	что она	2	4
63	об этом	4	4
64	если бы	3	4
65	первая часть	1	4
66	ничего не	2	4
67	в чем	4	4
68	мы видим	1	4
69	в душе	13	4
70	а в	6	4
71	и потому	8	4
72	и от	1	4
73	том что	5	4
74	одним из	3	3
75	же как	1	3
76	человека и	6	3
77	и через	2	3
78	по мнению	6	3
79	он сам	4	3
80	а с	1	3
81	по отношению	11	3
82	в одной	2	3
83	это был	1	3
84	отношению к	9	3
85	в себе	4	3
86	с чувством	2	3
87	в нем	4	3
88	он не	4	3
89	человека в	3	3
90	а затем	1	3
91	его в	8	3
92	но уже	1	3
93	в самом	6	3
94	в котором	1	3
95	тем что	1	3
96	одна из	3	3
97	видим его	1	3
98	и это	1	3
99	быть может	1	3
100	с ним	12	3
101	до сих	3	3
102	любви к	1	3
103	между тем	2	3
104	этот вопрос	1	3
105	уже не	5	3
106	в начале	1	3
107	для него	5	3
108	в современном	1	3
109	так как	9	3
110	то что	10	3
111	и др	8	3
112	превращается в	1	3
113	вместе с	4	3
114	в пользу	1	3
115	сих пор	3	3
116	нет ничего	1	3
117	один из	4	3
118	не является	3	3
119	жизни в	3	3
120	одной из	1	3
121	в своих	4	3
122	к этому	7	3
123	в таком	3	3
124	не должны	1	2
125	относится и	1	2
126	таком случае	2	2
127	начинается с	1	2
128	самом деле	7	2
129	и есть	2	2
130	со своими	1	2
131	я не	3	2
132	в ее	4	2
133	нет и	1	2
134	во многом	2	2
135	во что	1	2
136	в истории	3	2
137	и поэтому	1	2
138	и наконец	10	2
139	в этот	4	2
140	но эта	1	2
141	в которой	1	2
142	бы не	1	2
143	во многих	1	2
144	так сказать	3	2
145	современной ему	1	2
146	идей и	1	2
147	а скорее	1	2
148	и по	5	2
149	при помощи	1	2
150	особенно в	1	2
151	которой он	2	2
152	и некоторых	1	2
153	не выдерживает	1	2
154	в такой	1	2
155	в отличие	1	2
156	точку зрения	4	2
157	их в	2	2
158	что этот	1	2
159	не менее	3	2
160	на него	4	2
161	в процессе	4	2
162	в русской	1	2
163	а во	1	2
164	целом и	2	2
165	что на	1	2
166	у нас	3	2
167	могут быть	6	2
168	как по	2	2
169	действия и	1	2
170	приводит к	2	2
171	роль в	6	2
172	только через	1	2
173	сводится к	3	2
174	и что	3	2
175	чтобы вызвать	1	2
176	что его	1	2
177	и только	4	2
178	крайней мере	1	2
179	всяком случае	3	2
180	все время	4	2
181	о своих	3	2
182	в которую	1	2
183	к которому	1	2
184	с ними	4	2
185	только в	6	2
186	наше время	1	2
187	и ее	3	2
188	точка зрения	1	2
189	себя в	2	2
190	человеческой личности	1	2
191	и у	6	2
192	уже в	1	2
193	на ней	1	2
194	из них	1	2
195	его и	2	2
196	не так	1	2
197	этом сам	1	2
198	в одном	3	2
199	вовсе не	2	2
200	отличие от	1	2
201	рядом с	2	2
202	в свой	2	2
203	с другой	1	2
204	не было	4	2
205	это прежде	1	2
206	на этот	1	2
207	зависит от	1	2
208	по крайней	1	2
209	и вообще	1	2
210	из этой	2	2
211	в первой	1	2
212	критики и	1	2
213	полную свободу	2	2
214	и тогда	1	2
215	в наше	1	2
216	более того	2	2
217	это уже	1	2
218	себя на	1	2
219	в силах	2	2
220	в основе	3	2
221	с другими	5	2
222	процессы в	1	2
223	связь с	4	2
224	но если	2	2
225	и без	1	2
226	из этого	2	2
227	но эти	2	2
228	в искусстве	3	2
229	во всяком	4	2
230	с новыми	1	1
231	склонен к	1	1
232	как его	2	1
233	не видим	1	1
234	связана с	1	1
235	истории ее	1	1
236	не остается	3	1
237	а между	1	1
238	на другой	1	1
239	только потому	1	1
240	которые играют	1	1
241	это и	1	1
242	фрейд в	5	1
243	мы говорим	1	1
244	в первом	2	1
245	представлял себе	1	1
246	объясняется и	2	1
247	века в	2	1
248	и за	2	1
249	смерти отца	3	1
250	мы уже	5	1
251	той же	2	1
252	г в	1	1
253	со всех	1	1
254	и значение	1	1
255	из всего	1	1
256	о болезни	1	1
257	рассказывать о	1	1
258	развития человечества	1	1
259	общества и	1	1
260	не делает	1	1
261	в первый	4	1
262	большую роль	2	1
263	на место	3	1
264	из своих	1	1
265	со смертью	1	1
266	на себя	2	1
267	мы и	4	1
268	то это	1	1
269	сказать о	1	1
270	легкого и	1	1
271	всех сторон	1	1
272	свою очередь	1	1
273	он был	3	1
274	между собой	4	1
275	не был	1	1
276	к целому	1	1
277	с его	8	1
278	во всех	8	1
279	связи между	1	1
280	не без	3	1
281	жизни например	1	1
282	отказ от	1	1
283	о смерти	1	1
284	но как	1	1
285	а только	1	1
286	к которой	1	1
287	для сведения	1	1
288	не все	1	1
289	ответ на	2	1
290	в жизни	5	1
291	отношение к	7	1
292	или иное	2	1
293	вмешивается в	1	1
294	чем же	5	1
295	общего с	1	1
296	с этим	6	1
297	в браке	1	1
298	и нет	1	1
299	в душу	1	1
300	однако не	1	1
301	перед нами	1	1
302	и как	1	1
303	его к	1	1
304	и к	7	1
305	общеизвестно что	1	1
306	в противоположность	1	1
307	на всем	2	1
308	психологии и	2	1
309	мир по	1	1
310	сведения счетов	1	1
311	что это	3	1
312	говорили что	1	1
313	из этих	4	1
314	человеческой души	1	1
315	сил в	1	1
316	думать что	2	1
317	с их	3	1
318	и до	3	1
319	но его	1	1
320	мы чувствуем	1	1
321	на то	1	1
322	а более	1	1
323	это утверждение	1	1
324	теории и	1	1
325	главным образом	4	1
326	мысли и	4	1
327	не говорит	1	1
328	он ни	1	1
329	о которой	2	1
330	высшей степени	2	1
331	и эти	1	1
332	идеи и	2	1
333	не к	1	1
334	первым и	2	1
335	и вот	6	1
336	на свое	1	1
337	не теряет	1	1
338	в работе	1	1
339	что все	5	1
340	значение в	3	1
341	в глубине	2	1
342	а его	1	1
343	художественный образ	2	1
344	входит в	1	1
345	заключается в	1	1
346	было бы	6	1
347	должен был	1	1
348	по себе	2	1
349	мог бы	1	1
350	ни в	6	1
351	для них	3	1
352	жизни то	2	1
353	за пределами	1	1
354	всю жизнь	1	1
355	его все	2	1
356	мы видели	5	1
357	начала дать	1	1
358	жизни но	2	1
359	мы знаем	7	1
360	социальной и	1	1
361	софокла царь	1	1
362	это переживание	1	1
363	им не	1	1
364	в развитии	4	1
365	очень важный	3	1
366	должно быть	2	1
367	потому и	3	1
368	в один	1	1
369	в эту	2	1
370	в этих	2	1
371	в г	3	1
372	во время	5	1
373	отчасти в	1	1
374	к сексуальному	1	1
375	таким же	1	1
376	хорошо нам	1	1
377	наконец даже	1	1
378	это делает	1	1
379	еще с	1	1
380	он дает	1	1
381	знаем что	3	1
382	и о	3	1
383	является только	1	1
384	из области	1	1
385	образом и	1	1
386	такую же	1	1
387	в философии	1	1
388	на отца	1	1
389	однако в	1	1
390	в таких	3	1
391	важно лишь	2	1
392	зрения и	1	1
393	любовь к	1	1
394	даже в	1	1
395	нас к	1	1
396	тому что	3	1
397	влияние его	1	1
398	это чувство	1	1
399	она не	2	1
400	что с	1	1
401	дело в	2	1
402	на себе	1	1
403	осталось в	1	1
404	о борьбе	1	1
405	чем не	2	1
406	себе самом	3	1
407	на путях	1	1
408	вопрос не	1	1
409	ужас и	1	1
410	его болезни	1	1
411	ибо не	2	1
412	и приводит	1	1
413	дает нам	2	1
414	это сделать	1	1
415	к ней	2	1
416	и является	1	1
417	жизни как	1	1
418	мире и	1	1
419	со своим	1	1
420	в сознании	3	1
421	как будто	1	1
422	в области	3	1
423	ли это	1	1
424	и со	2	1
425	апеллирует к	1	1
426	в момент	1	1
427	не давая	1	1
428	к себе	3	1
429	не могут	3	1
430	во все	1	1
431	похож на	1	1
432	для развития	2	1
433	только еще	1	1
434	сходство с	1	1
435	все отдельные	1	1
436	является одним	1	1
437	анализа и	1	1
438	к тому	4	1
439	что оно	2	1
440	бы он	3	1
441	в поле	1	1
442	является все	1	1
443	на это	1	1
444	если же	1	1
445	ничего общего	2	1
446	должен быть	2	1
447	своего развития	1	1
448	как мы	10	1
449	и художественное	1	1
450	меня в	1	1
451	но при	1	1
452	на основе	1	1
453	эта часть	2	1
454	внимания ни	1	1
455	характер и	2	1
456	то или	2	1
457	мысль о	1	1
458	болезни и	3	1
459	только то	3	1
460	в себя	5	1
461	с самого	7	1
462	культуры и	1	1
463	то время	1	1
464	это для	1	1
465	человека для	1	1
466	вспомнить о	1	1
467	человек был	1	1
468	этот период	3	1
469	ясно что	1	1
470	связан с	1	1
471	каждого из	1	1
472	собой в	1	1
473	отождествляется с	1	1
474	вопрос этот	1	1
475	с собой	1	1
476	еще в	1	1
477	во второй	5	1
478	в которые	1	1
479	поэтому в	1	1
480	означает что	1	1
481	образом в	1	1
482	в виду	1	1
483	очень важен	1	1
484	о нем	1	1
485	и здесь	1	1
486	это я	1	1
487	в другом	1	1
488	характер этого	1	1
489	на вопрос	1	1
490	одного из	1	1
491	с одной	1	1
492	в конечном	1	1
493	идеологическая доминанта	1	1
494	русской литературы	1	1
495	а у	1	1
496	веке стал	1	1
497	и любой	1	1
498	а потому	2	1
499	то мы	1	1
500	от этих	1	1
501	века и	1	1
502	нем и	1	1
503	от всех	1	1
504	в современной	1	1
505	он стал	1	1
506	нуждается в	2	1
507	ли он	1	1
508	не зная	1	1
509	то в	1	1
510	его место	1	1
511	даже если	1	1
512	может оказаться	1	1
513	такое же	1	1
514	приходит в	2	1
515	в обществе	2	1
516	или же	1	1
517	на мир	1	1
518	не то	1	1
519	этой борьбе	2	1
520	связи с	1	1
521	не можем	3	1
522	и внутреннего	1	1
523	в большинстве	4	1
524	отношений к	1	1
525	смысла в	1	1
526	не дает	1	1
527	по выражению	1	1
528	конечном счете	1	1
529	участие в	1	1
530	природа человека	1	1
531	мир в	2	1
532	в снах	1	1
533	жизни таким	1	1
534	наука о	2	1
535	говорит ему	1	1
536	читателю на	1	1
537	при всей	1	1
538	как раз	2	1
539	же это	1	1
540	что и	2	1
541	со стороны	2	1
542	или иной	1	1
543	даже не	1	1
544	в высшей	2	1
545	влияние на	1	1
546	его с	1	1
547	и прежде	5	1
548	и между	1	1
549	он продолжает	2	1
550	связано с	1	1
551	нужно сказать	1	1
552	человек в	1	1
553	и психологии	1	1
554	самого начала	5	1
555	человека или	1	1
556	в психологическом	1	1
557	с небольшой	1	1
558	в различных	2	1
559	жизнь в	1	1
560	под влиянием	1	1
561	к сознанию	2	1
562	является его	1	1
563	и она	2	1
564	с первого	1	1
565	и особенно	1	1
566	как это	1	1
567	все позволено	4	1
568	человека к	2	1
569	из форм	1	1
570	только его	1	1
571	царь эдип	1	1
572	требует от	1	1
573	в ранний	1	1
574	для искусства	1	1
575	предположить что	1	1
576	целом ряде	1	1
577	в течение	2	1
578	что же	4	1
579	самого себя	2	1
580	в третий	2	1
581	философские идеи	1	1
582	в самую	1	1
583	характерные для	1	1
584	боль но	1	1
585	от матери	2	1
586	в книге	1	1
587	глубине души	1	1
588	и тесно	1	1
589	и для	2	1
590	читателя и	1	1
591	этот принцип	1	1
592	дама в	1	1
593	мы только	1	1
594	это как	3	1
595	жить и	1	1
596	к различным	1	1
597	а может	1	1
598	еще более	2	1
599	и ни	1	1
600	будто бы	2	1
601	тот же	5	1
602	по поводу	2	1
603	и начинается	2	1
604	в свою	2	1
605	между ними	2	1
606	не знает	3	1
607	сказать что	6	1
608	только как	1	1
609	далее он	1	1
610	была бы	1	1
611	но можно	1	1
612	и культурный	1	1
613	совершенно не	2	1
614	в последнем	1	1
615	его именно	1	1
616	в голову	3	1
617	к другим	2	1
618	мыслями и	1	1
619	и другие	2	1
620	или во	1	1
621	молодой человек	1	1
622	как на	3	1
