N	2gram	Losev_Dial_3	FransuaR
1	и в	24	41
2	то есть	1	24
3	мы уже	3	18
4	во всех	1	17
5	таким образом	13	17
6	в нем	3	16
7	и с	6	16
8	тела и	1	15
9	тела в	1	13
10	и его	5	13
11	но и	9	13
12	в этом	8	12
13	как мы	2	12
14	все эти	3	11
15	все это	6	11
16	в самом	7	10
17	не только	23	10
18	так как	6	10
19	прежде всего	8	10
20	то что	14	10
21	и на	3	9
22	кроме того	6	9
23	во время	1	9
24	о том	6	9
25	здесь в	1	9
26	и все	6	9
27	в сущности	10	8
28	но в	2	8
29	никогда не	7	8
30	в них	5	7
31	как и	7	7
32	том что	8	7
33	в его	2	7
34	вовсе не	13	7
35	у него	2	7
36	на части	1	7
37	в особенности	7	7
38	как бы	3	7
39	что в	7	7
40	также и	2	6
41	например в	2	6
42	в то	5	6
43	вместе с	1	6
44	или в	2	6
45	сказать что	4	6
46	что он	13	6
47	и он	2	5
48	с его	2	5
49	в ее	1	5
50	в своем	3	5
51	что это	12	5
52	в себе	2	5
53	то же	6	5
54	той же	3	5
55	но он	1	5
56	во всем	3	5
57	тем что	3	5
58	все то	1	5
59	так и	5	5
60	и что	15	5
61	же время	3	5
62	из них	3	5
63	в одном	1	5
64	между собою	1	5
65	так же	4	5
66	самом деле	6	4
67	конечно и	1	4
68	в ней	2	4
69	он был	1	4
70	средних веков	1	4
71	и как	8	4
72	и наконец	1	4
73	та же	1	4
74	не в	3	4
75	даже в	1	4
76	но они	2	4
77	в основе	3	4
78	все же	3	4
79	нового времени	2	4
80	у нас	4	4
81	и вообще	2	4
82	с ним	1	4
83	все время	3	4
84	тот же	1	4
85	с одной	3	4
86	в результате	1	4
87	в котором	1	4
88	и даже	13	4
89	с другой	4	4
90	именно в	2	4
91	одной стороны	3	4
92	и от	3	4
93	о котором	1	4
94	а в	2	4
95	не может	19	4
96	из этого	2	4
97	все что	3	4
98	первый план	4	3
99	в чем	4	3
100	в одной	3	3
101	с этим	3	3
102	перед нами	3	3
103	в первом	2	3
104	при этом	2	3
105	и сам	1	3
106	людей и	2	3
107	связанных с	1	3
108	было бы	5	3
109	весь мир	1	3
110	на первый	4	3
111	нас не	1	3
112	уже сказали	1	3
113	когда они	1	3
114	потому что	7	3
115	этом отношении	1	3
116	есть только	12	3
117	никак не	2	3
118	до сих	1	3
119	к нему	3	3
120	человеческого рода	1	3
121	в него	1	3
122	тело и	4	3
123	того что	12	3
124	одной из	1	3
125	только в	5	3
126	конечно не	4	3
127	есть в	3	3
128	что не	5	3
129	но оно	1	3
130	в данном	2	3
131	и смерти	1	3
132	и не	27	3
133	с этой	5	3
134	сих пор	1	3
135	но это	5	3
