N	2gram	Bakhtin_Fr_8	Marksizm
1	точки зрения	6	34
2	может быть	3	26
3	и не	9	26
4	не может	2	24
5	с точки	2	20
6	и в	56	19
7	и его	12	19
8	языка как	1	17
9	таким образом	17	17
10	в этом	14	16
11	как бы	11	15
12	в процессе	5	14
13	языка в	2	14
14	как мы	7	13
15	языка и	6	13
16	прежде всего	6	13
17	как и	5	12
18	так и	13	11
19	связи с	6	11
20	и для	2	11
21	самом деле	2	10
22	в нем	8	10
23	в слове	2	10
24	ни было	2	10
25	и т.п	11	10
26	в самом	9	10
27	лишь в	1	9
28	только в	9	9
29	для него	2	9
30	в результате	5	9
31	бы то	2	8
32	все же	2	8
33	не только	8	8
34	без исключения	1	8
35	при этом	4	8
36	то ни	2	8
37	до сих	8	8
38	но и	9	8
39	в контексте	1	8
40	сих пор	8	8
41	то что	3	8
42	во всех	8	7
43	в ее	6	7
44	точка зрения	2	7
45	но в	6	7
46	все эти	15	7
47	и те	2	7
48	то же	11	7
49	слова как	1	7
50	а не	2	7
51	систему языка	2	7
52	в связи	3	7
53	так же	2	7
54	кроме того	3	6
55	так сказать	5	6
56	и идеологии	1	6
57	мы не	2	6
58	в разрезе	1	6
59	в науке	1	6
60	в пределах	5	6
61	и здесь	3	6
62	настоящее время	3	6
63	в его	18	6
64	на почве	1	6
65	в том	13	6
66	с помощью	3	6
67	в настоящее	3	6
68	другой стороны	2	6
69	того же	1	6
70	языку как	1	5
71	отличие от	1	5
72	конечно не	4	5
73	по преимуществу	2	5
74	языка для	1	5
75	рядом с	3	5
76	одного и	1	5
77	в отличие	1	5
78	не в	3	5
79	того чтобы	4	5
80	те же	1	5
81	совершается в	1	5
82	и все	6	5
83	исторического становления	1	5
84	опираться на	1	5
85	в начале	1	5
86	вовсе не	6	5
87	с другой	2	5
88	за пределы	4	5
89	именно в	1	5
90	настоящего времени	3	5
91	до конца	11	5
92	мы знаем	1	5
93	и потому	4	5
94	до настоящего	3	5
95	к этому	2	5
96	вопрос о	1	4
97	и на	7	4
98	чем же	1	4
99	как в	1	4
100	не будем	1	4
101	к одному	1	4
102	здесь мы	3	4
103	было бы	2	4
104	мысли и	1	4
105	в отношении	5	4
106	самого начала	1	4
107	в ней	4	4
108	с самого	1	4
109	в рамки	1	4
110	для второго	1	4
111	в языке	1	4
112	язык в	4	4
113	еще не	10	4
114	только на	2	4
115	для того	2	4
116	далеко не	2	4
117	в данном	2	4
118	дело идет	1	4
119	в условиях	5	4
120	форм и	4	4
121	тот же	1	4
122	а в	2	4
123	между ними	2	4
124	и эта	2	4
125	сказать что	3	4
126	что в	5	4
127	на самом	2	3
128	действительности и	2	3
129	а как	1	3
130	в сущности	8	3
131	в большинстве	7	3
132	оно ни	1	3
133	системы языка	1	3
134	по отношению	1	3
135	целый ряд	2	3
136	и как	2	3
137	и к	4	3
138	ее целом	1	3
139	в которой	4	3
140	этот процесс	1	3
141	понимания и	1	3
142	этих форм	2	3
143	его в	2	3
144	он не	5	3
145	переходим к	4	3
146	том что	8	3
147	в своей	2	3
148	и ее	4	3
149	в котором	2	3
150	более того	3	3
151	мы говорили	1	3
152	место в	1	3
153	является в	1	3
154	речи в	1	3
155	войти в	1	3
156	в то	12	3
157	все без	1	3
158	не имеет	1	3
159	зрения языка	1	3
160	на язык	1	3
161	же время	10	3
162	этом отношении	1	3
163	в области	5	3
164	не могут	1	3
165	же самое	1	3
166	и это	1	3
167	т.п в	2	3
168	нашей работы	2	3
169	можно сказать	2	3
170	с другими	1	3
171	здесь в	3	3
172	того что	1	3
173	быть и	1	3
174	одной из	3	3
175	между тем	3	3
176	сознания как	1	3
177	языка а	2	3
178	большинстве случаев	6	3
179	из них	2	3
180	в систему	3	3
181	момент в	2	3
182	или иной	1	3
183	в каком	2	3
184	не было	5	3
185	на этот	1	3
186	все это	8	3
187	xix века	1	3
188	слова и	3	3
189	и от	1	3
190	нет ничего	1	3
191	слово в	1	3
192	и при	2	3
193	речи и	3	3
194	они еще	3	3
195	ту же	4	2
196	действительное место	1	2
197	одним из	5	2
198	все остальное	1	2
199	в какой-то	1	2
200	мы уже	10	2
201	той же	6	2
202	областей знания	1	2
203	и он	1	2
204	но при	1	2
205	первый план	2	2
206	в чем	1	2
207	одним словом	1	2
208	и всего	1	2
209	для других	1	2
210	себе и	2	2
211	не просто	3	2
212	и речи	1	2
213	в одной	1	2
214	как к	2	2
215	в своем	3	2
216	все остальные	2	2
217	понять и	1	2
218	его к	3	2
219	в действительности	2	2
220	бы и	2	2
221	в нашем	2	2
222	из этих	1	2
223	в себе	4	2
224	как он	1	2
225	всех остальных	1	2
226	первой части	3	2
227	в узком	2	2
228	не как	2	2
229	из него	1	2
230	можно было	1	2
231	что все	4	2
232	выражение и	1	2
233	в другом	3	2
234	конечно в	2	2
235	и с	8	2
236	момент и	1	2
237	бы в	3	2
238	глубокий и	1	2
239	на этой	1	2
240	всех областях	2	2
241	действительности в	1	2
242	и иных	1	2
243	этом смысле	1	2
244	ведь в	3	2
245	в новое	1	2
246	ни в	2	2
247	от него	1	2
248	имеет место	1	2
249	мысль и	1	2
250	точку зрения	1	2
251	и более	4	2
252	тому что	1	2
253	исторического времени	1	2
254	этими двумя	1	2
255	эти формы	1	2
256	и сама	1	2
257	в основе	4	2
258	следовательно и	1	2
259	одна из	4	2
260	и является	1	2
261	ни о	2	2
262	нет ни	2	2
263	могут быть	1	2
264	во все	3	2
265	языке и	2	2
266	далеко за	2	2
267	числе и	2	2
268	к тому	1	2
269	его значение	1	2
270	они и	1	2
271	с ее	5	2
272	в виду	1	2
273	и та	1	2
274	язык и	2	2
275	нет никакой	1	2
276	культуры и	2	2
277	речевых жанров	1	2
278	никогда не	5	2
279	зрения тех	1	2
280	мог бы	1	2
281	между собой	1	2
282	если бы	2	2
283	и вообще	1	2
284	и даже	8	2
285	к языку	4	2
286	громадное значение	1	2
287	ситуации и	1	2
288	и т.д	3	2
289	о том	4	2
290	художественный образ	1	2
291	все в	1	2
292	и во	2	2
293	этот момент	2	2
294	что и	3	2
295	и только	1	2
296	в литературе	3	2
297	там и	1	2
298	что он	2	2
299	каком бы	1	2
300	между этими	1	2
301	именно на	1	2
302	в качестве	4	2
303	где они	1	2
304	и др	8	2
305	и других	4	2
306	и их	8	2
307	так как	4	2
308	мы можем	1	2
309	как раз	2	2
310	тем что	1	2
311	самом же	1	2
312	без всякой	1	2
313	связаны с	6	2
314	и прежде	1	2
315	нового времени	2	2
316	там где	3	2
317	в частности	7	2
318	независимо от	1	2
319	из которых	2	2
320	к своему	1	2
321	для всех	1	2
322	со всею	3	2
323	в тот	1	2
324	в первой	3	2
325	этого слова	1	2
326	с этой	2	2
327	благодаря этому	2	2
328	слова но	1	2
329	в эти	1	2
330	узком смысле	2	2
331	мира и	2	2
332	этой системы	1	2
333	же деле	1	2
