N	3gram	Tiupa_Narr_1	Literetu
1	в е годы	1	8
2	то же время	4	7
3	в то же	4	7
4	присутствия в мире	2	6
5	в этом отношении	3	5
6	в отличие от	2	5
7	к тому же	5	5
8	по отношению к	3	4
9	в данном случае	8	4
10	с одной стороны	1	4
11	о том что	2	4
12	в том что	5	4
13	в хх веке	1	3
14	в том числе	1	3
15	в соответствии с	4	3
16	с точки зрения	1	3
17	не может быть	4	3
18	состоит в том	2	2
19	в самом деле	2	2
20	подобно тому как	3	2
21	то же самое	2	2
22	человеческого присутствия в	1	2
23	в этой ситуации	1	2
24	бы то ни	1	2
25	но и в	2	2
26	из того что	1	2
27	том числе и	1	2
28	в своего рода	2	2
29	не только в	6	2
30	то ни было	1	2
31	по большей части	3	2
32	с другой стороны	1	2
33	и тем самым	4	2
34	и в самом	1	2
35	той или иной	4	2
36	но и не	1	2
37	на то что	2	2
38	обратим внимание на	1	2
39	от окружающего мира	1	1
40	это уже не	1	1
41	раз в том	1	1
42	что иное как	1	1
43	в той или	1	1
44	то был не	1	1
45	по этой причине	1	1
46	на самом деле	1	1
47	к себе с	1	1
48	так и не	2	1
49	друг от друга	1	1
50	что создает эффект	1	1
51	и не только	1	1
52	в ней есть	1	1
53	я в мире	1	1
54	героя при этом	1	1
55	в этой связи	1	1
56	именно в этом	1	1
57	может быть вполне	1	1
58	и то что	1	1
59	как раз в	2	1
60	в значительной степени	1	1
61	едва ли не	1	1
62	в самом начале	1	1
63	содержит в себе	1	1
64	может быть не	2	1
65	по сути своей	1	1
66	а во втором	2	1
67	но при этом	1	1
68	так сказать изнутри	1	1
69	в связи с	2	1
70	но и с	1	1
71	он и не	1	1
72	то есть от	1	1
73	для того чтобы	3	1
74	сказать и о	1	1
75	или иной природы	1	1
76	к такого рода	1	1
77	более или менее	1	1
78	состоит как раз	1	1
79	в свою очередь	2	1
80	еще в году	1	1
81	входит в жизнь	1	1
82	начало и конец	3	1
83	в конечном счете	1	1
84	по себе но	1	1
85	к тому что	1	1
86	и т.п и	2	1
87	тем не менее	3	1
88	в творческом наследии	1	1
89	в целом как	1	1
