N	2gram	Vinokur_Ku_2	Psycholo
1	и в	23	38
2	то что	9	35
3	в том	19	25
4	в самом	12	25
5	самом деле	9	21
6	что в	10	20
7	может быть	15	19
8	и что	8	18
9	на то	4	16
10	что она	3	16
11	точки зрения	14	16
12	в ней	3	15
13	и т	39	14
14	том что	11	14
15	если бы	12	14
16	как бы	4	14
17	потому что	25	14
18	в этом	18	13
19	в этой	6	13
20	совершенно ясно	1	13
21	не только	20	12
22	таким образом	5	12
23	было бы	15	12
24	не в	8	12
25	что он	5	11
26	то же	6	10
27	в сущности	9	10
28	что это	7	10
29	и не	16	10
30	и все	2	10
31	о которых	3	9
32	с точки	8	9
33	того чтобы	11	9
34	и то	5	8
35	с этим	3	8
36	все же	7	8
37	и как	1	8
38	говорит что	1	8
39	с тем	2	8
40	как и	2	8
41	в одном	1	8
42	и это	3	8
43	но только	4	8
44	так что	1	8
45	вовсе не	9	8
46	как раз	3	8
47	для того	9	8
48	перед нами	4	8
49	для нас	4	8
50	показать что	1	7
51	мы уже	1	7
52	с другой	8	7
53	заключается в	2	7
54	мы можем	1	7
55	не может	9	7
56	как мы	3	7
57	в ее	1	7
58	что у	2	7
59	никак не	3	7
60	между тем	6	7
61	может служить	2	7
62	а не	10	7
63	а в	3	7
64	и на	6	6
65	в которых	2	6
66	к чему	1	6
67	как это	5	6
68	и если	2	6
69	он не	3	6
70	бы совершенно	1	6
71	мы видели	2	6
72	в котором	1	6
73	тому что	1	6
74	она не	2	6
75	не имеет	4	6
76	самого начала	1	6
77	уже из	2	6
78	и его	3	6
79	с и	1	6
80	к тому	4	6
81	указывает на	1	6
82	с самого	1	6
83	ясно что	5	6
84	и здесь	5	6
85	о том	1	6
86	один из	5	6
87	с одной	2	6
88	если мы	4	6
89	так как	15	6
90	до сих	1	6
91	которых мы	2	6
92	там где	5	6
93	он говорит	1	6
94	должна быть	5	5
95	мы не	1	5
96	я не	5	5
97	время в	1	5
98	в своем	2	5
99	могли бы	2	5
100	в которой	1	5
101	на этом	3	5
102	в другом	2	5
103	несмотря на	5	5
104	в своей	2	5
105	т п	24	5
106	казалось бы	3	5
107	и когда	1	5
108	в его	5	5
109	в какой	1	5
110	но и	7	5
111	одной стороны	1	5
112	вместе с	5	5
113	в той	2	5
114	сих пор	1	5
115	или в	4	5
116	о котором	2	5
117	другой стороны	7	5
118	совершенно не	3	5
119	на деле	1	4
120	что если	2	4
121	время как	1	4
122	не то	2	4
123	что они	2	4
124	идет о	1	4
125	как в	3	4
126	когда он	1	4
127	в целом	1	4
128	все эти	12	4
129	в себе	1	4
130	в нем	4	4
131	при этом	2	4
132	т д	14	4
133	здесь мы	2	4
134	смысл и	3	4
135	не мог	1	4
136	что этот	1	4
137	что эта	2	4
138	одна из	1	4
139	никогда не	2	4
140	в самой	2	4
141	как будто	2	4
142	здесь совершенно	1	4
143	когда в	2	4
144	в виду	3	4
145	что и	3	4
146	с той	2	4
147	только в	5	4
148	конечно не	2	4
149	у него	3	4
150	и даже	2	4
151	и между	1	4
152	из которых	3	4
153	по своему	1	4
154	того что	3	4
155	мы могли	2	4
156	и для	2	4
157	речь идет	2	4
158	в свою	2	4
159	сказать что	4	4
160	который не	1	4
161	в своих	2	4
162	должен быть	5	3
163	того же	3	3
164	смысл этого	1	3
165	сам автор	1	3
166	едва ли	1	3
