N	3gram	Vinokur_Ku_2	Istorich
1	и т д	14	18
2	с другой стороны	7	8
3	в этом случае	2	7
4	с одной стороны	1	7
5	вместе с тем	2	6
6	о том что	1	4
7	в связи с	3	4
8	но все же	2	4
9	мы знаем что	2	4
10	тем не менее	5	4
11	т е в	1	3
12	так же как	2	3
13	не может быть	4	3
14	после того как	1	3
15	для того чтобы	8	3
16	потому что он	2	2
17	до сих пор	1	2
18	в таких случаях	2	2
19	мы имеем здесь	1	2
20	т е на	2	2
21	в данном случае	1	2
22	в том чтобы	1	2
23	не только в	4	2
24	то же в	1	2
25	т д или	1	2
26	мы не знаем	1	2
27	но это не	1	2
28	тем что он	2	2
29	в том что	10	2
30	на то что	2	2
31	как и в	1	2
32	я думаю что	1	1
33	на ту пору	1	1
34	большую роль в	1	1
35	по себе не	2	1
36	к этому же	1	1
37	прочную базу для	1	1
38	что сказано выше	1	1
39	иметь в виду	1	1
40	в виду что	1	1
41	на самом деле	2	1
42	в соответствии с	2	1
43	можно утверждать что	1	1
44	знает что он	1	1
45	с точки зрения	8	1
46	и не только	1	1
47	только в том	2	1
48	в зависимости от	4	1
49	сам по себе	1	1
50	того что сказано	1	1
51	что он не	1	1
52	в отличие от	2	1
53	конечно не может	1	1
54	и тем не	4	1
55	состоит не в	1	1
56	то же время	3	1
57	не сам по	1	1
58	точно так же	3	1
59	и здесь мы	1	1
60	что все это	1	1
61	с этой точки	2	1
62	главным образом в	1	1
63	только для того	1	1
64	дело не в	2	1
65	постановка вопроса о	1	1
66	то время как	1	1
67	думаю что это	1	1
68	все же и	2	1
69	не в том	1	1
70	может быть не	1	1
71	сказывается и в	1	1
72	состоит в том	1	1
73	которых идет речь	1	1
74	что в пределах	1	1
75	и потому что	2	1
76	повлечет за собой	1	1
77	смысле в каком	1	1
78	не только для	1	1
79	о которых идет	1	1
80	во всяком случае	5	1
81	и в других	1	1
82	этой точки зрения	2	1
83	таким образом в	1	1
84	д и т	1	1
85	то обстоятельство что	7	1
86	в то время	1	1
87	может быть это	1	1
88	в свою очередь	2	1
89	само по себе	5	1
90	мы имели бы	1	1
91	возможно что в	1	1
92	но и для	1	1
93	с самого начала	1	1
94	так как у	1	1
95	в самом деле	7	1
96	можно сказать что	2	1
97	но и здесь	1	1
98	сюда же относится	1	1
99	в то же	3	1
100	в том смысле	1	1
101	а все вместе	1	1
102	то же что	1	1
103	до некоторой степени	2	1
104	только тогда когда	1	1
105	как мы знаем	1	1
106	т д и	1	1
107	как мы видели	1	1
