N	2gram	Losev_Dial_2	Problema
1	в его	1	43
2	и не	30	42
3	и в	19	38
4	познания и	1	30
5	и проч	1	28
6	не может	9	27
7	может быть	20	26
8	как бы	14	22
9	отнюдь не	6	19
10	и с	5	17
11	и его	5	16
12	в этом	8	15
13	в нем	10	15
14	и т	17	14
15	только в	5	13
16	т п	2	13
17	прежде всего	8	13
18	независимо от	4	13
19	но не	6	12
20	за пределы	4	12
21	в искусстве	2	12
22	во всех	2	11
23	в области	2	11
24	ни в	10	11
25	таким образом	4	10
26	в их	2	10
27	к нему	4	10
28	не только	19	9
29	в поэзии	7	9
30	не имеет	1	9
31	его в	3	9
32	но и	12	9
33	и как	10	8
34	было бы	3	8
35	точки зрения	12	8
36	в том	14	8
37	и др	1	8
38	то что	14	8
39	еще не	4	7
40	в самом	5	7
41	вообще не	1	7
42	как и	10	7
43	и становится	1	7
44	не в	8	7
45	как мы	3	7
46	с другой	5	7
47	между тем	2	7
48	архитектоническая форма	1	7
49	совершенно не	7	7
50	в своей	8	7
51	что в	7	7
52	самом деле	4	6
53	там где	1	6
54	не к	1	6
55	форма есть	1	6
56	не всегда	1	6
57	с точки	8	6
58	в психике	1	6
59	не есть	47	6
60	можно только	2	6
61	ничего не	3	6
62	мы можем	1	6
63	все же	4	6
64	а в	4	6
65	только как	3	6
66	отличие от	1	5
67	в своем	4	5
68	все эти	2	5
69	при этом	4	5
70	то же	12	5
71	это не	10	5
72	в них	1	5
73	далеко не	1	5
74	творчества и	1	5
75	так и	10	5
76	в основе	1	5
77	и о	1	5
78	никогда не	9	5
79	с ним	4	5
80	может иметь	3	5
81	и прежде	2	5
82	конечно не	6	5
83	не на	2	5
84	а не	16	5
85	могут быть	4	5
86	быть только	2	5
87	должно быть	7	5
88	все они	1	5
89	на самом	2	4
90	должна быть	5	4
91	в виду	5	4
92	в ней	2	4
93	как в	2	4
94	но в	2	4
95	в себе	15	4
96	в данном	3	4
97	не менее	3	4
98	в то	6	4
99	форма не	1	4
100	представлять себе	2	4
101	должны быть	3	4
102	здесь не	1	4
103	в ее	4	4
104	данном случае	2	4
105	о том	5	4
106	с ними	2	4
107	всех его	1	4
108	принципиально не	1	4
109	в других	1	4
110	и только	4	4
111	к которому	1	4
112	что не	6	4
113	только по	1	4
114	содержание есть	1	4
115	и потому	5	4
116	искусства но	1	4
117	себя самого	1	4
118	лишь как	1	4
119	хотя бы	4	4
120	может и	2	4
121	сказать что	10	4
122	другой стороны	4	4
123	также и	2	3
124	например в	2	3
125	есть форма	2	3
126	действительности и	1	3
127	которую мы	1	3
128	говорить о	5	3
129	на них	1	3
130	бы то	1	3
131	сказать и	1	3
132	мы будем	1	3
133	точка зрения	1	3
134	нет и	1	3
135	кроме того	3	3
136	и к	7	3
137	не будем	1	3
138	в целом	1	3
139	творчество и	1	3
140	он не	4	3
141	выходя за	2	3
142	то ни	1	3
143	в мире	2	3
144	может стать	1	3
145	и тем	1	3
146	несмотря на	2	3
147	том что	10	3
148	есть его	1	3
149	тем не	2	3
150	на него	2	3
151	как его	1	3
152	же время	5	3
153	или как	3	3
154	не выходя	2	3
155	все то	1	3
156	как только	3	3
157	и это	5	3
158	и от	3	3
159	приводит к	1	3
160	в дальнейшем	1	3
161	дано в	1	3
162	ясно что	4	3
163	мы в	2	3
164	совершенно невозможно	2	3
165	искусства и	1	3
166	и должно	2	3
167	природы и	1	3
168	и содержания	1	3
169	на почве	1	3
170	этом смысле	1	3
171	но с	1	3
172	как вещи	3	3
173	как нечто	4	3
174	с одной	2	3
175	со всеми	1	3
176	и даже	14	3
177	оно не	1	3
178	себя и	1	3
179	одной стороны	1	3
180	его как	1	3
181	только его	1	3
182	и на	1	3
183	в тех	2	3
184	да и	6	3
185	слова и	1	3
186	но это	7	3
187	все это	4	3
188	не больше	4	3
189	культуры и	2	3
190	и все	12	3
191	не знает	1	3
192	в таком	4	3
193	все что	1	3
194	они не	3	3
195	смысле слова	1	2
196	в рассмотрение	1	2
197	он может	2	2
198	и есть	4	2
199	в котором	1	2
200	его не	2	2
201	их и	1	2
202	есть не	7	2
203	со всех	1	2
204	можно и	1	2
205	их значения	1	2
206	и значение	1	2
207	мы имеем	3	2
208	не во	2	2
209	но она	1	2
210	я не	6	2
211	и он	1	2
212	не остается	1	2
213	всех сторон	1	2
214	оно может	1	2
