N	3gram	Voloshinov_1	Hudozhes
1	о том что	2	9
2	то же время	7	8
3	в то же	9	8
4	в том что	1	6
5	в самом деле	1	4
6	можно было бы	1	4
7	к тому что	2	4
8	с точки зрения	5	3
9	в этом отношении	2	3
10	но в то	2	3
11	в связи с	2	3
12	та или иная	1	3
13	тем не менее	1	3
14	как и в	1	3
15	в русской литературе	1	3
16	только потому что	2	2
17	того или иного	5	2
18	мы уже знаем	1	2
19	до сих пор	1	2
20	ту или иную	3	2
21	не только в	3	2
22	это прежде всего	1	2
23	в значительной степени	2	2
24	так и от	1	2
25	связи с этим	2	2
26	не может быть	2	2
27	в конечном счете	1	2
28	на наш взгляд	1	2
29	этом не только	1	1
30	не может не	1	1
31	прежде всего на	1	1
32	та же самая	2	1
33	прежде всего в	3	1
34	на самом деле	3	1
35	но при этом	2	1
36	то же самое	4	1
37	что ведь и	1	1
38	не смог бы	1	1
39	гораздо большей степени	1	1
40	и в этом	1	1
41	и в то	2	1
42	с самого начала	4	1
43	более или менее	1	1
44	при этом мы	1	1
45	и та же	1	1
46	в себе и	1	1
47	нет ничего удивительного	1	1
48	при этом не	1	1
49	в гораздо большей	1	1
50	заключает в себе	4	1
51	перед нами не	1	1
52	можно заметить что	1	1
53	в литературном произведении	1	1
54	здесь нет и	1	1
55	содержит в себе	1	1
56	в конце концов	3	1
57	между тем в	1	1
58	о своей жизни	4	1
59	на вопросе о	1	1
60	в том и	1	1
61	одна и та	1	1
62	не только на	1	1
63	как бы в	3	1
64	вследствие того что	1	1
65	это еще не	1	1
66	между этими двумя	1	1
67	и нельзя было	1	1
68	не останется и	1	1
69	то что мы	4	1
70	в свою очередь	4	1
71	не только не	1	1
72	обмен репликами со	1	1
73	но все же	2	1
74	которой я до	1	1
75	ни единого слова	1	1
76	мы не знаем	2	1
77	же как мы	1	1
78	друг друга и	1	1
79	я до сих	1	1
80	на первый взгляд	1	1
81	вполне достаточно чтобы	1	1
82	быть может и	1	1
83	в своей жизни	1	1
