N	2gram	Medvedev_F_2	Hudozhes
1	и в	38	28
2	том что	2	19
3	в ее	2	18
4	и не	20	18
5	в том	11	15
6	а не	6	14
7	в этом	27	13
8	не в	15	13
9	о том	1	12
10	перед нами	2	11
11	не только	9	11
12	при этом	9	11
13	как и	9	11
14	в его	10	11
15	уже не	7	10
16	в себе	1	9
17	но и	13	9
18	так и	8	8
19	между тем	2	8
20	что он	5	8
21	может быть	23	8
22	о чем	1	8
23	состоит в	2	7
24	к тому	4	7
25	как это	2	7
26	и все	3	7
27	с ним	2	7
28	в котором	2	6
29	то же	6	6
30	не было	6	6
31	и с	9	6
32	в своей	7	6
33	в то	5	6
34	тем что	8	6
35	для себя	1	6
36	если бы	5	6
37	сводится к	5	6
38	можно сказать	1	6
39	это не	2	6
40	а в	6	6
41	то что	6	6
42	жизни и	3	6
43	с его	11	5
44	в этой	6	5
45	как в	4	5
46	в самом	16	5
47	что это	3	5
48	не могла	1	5
49	рядом с	1	5
50	в своем	1	5
51	не менее	1	5
52	никогда не	2	5
53	ничего не	4	5
54	и его	21	5
55	она не	2	5
56	и сам	1	5
57	только на	3	5
58	для него	7	5
59	художественного целого	1	5
60	как бы	4	5
61	да и	1	5
62	что в	7	5
63	и другие	2	5
64	и т	14	4
65	но не	2	4
66	в художественном	2	4
67	то в	2	4
68	он не	6	4
69	в других	7	4
70	тем не	1	4
71	для нее	2	4
72	тому что	2	4
73	же время	5	4
74	как будто	1	4
75	и о	2	4
76	того чтобы	3	4
77	что они	4	4
78	только в	6	4
79	в качестве	2	4
80	что и	8	4
81	как раз	6	4
82	для того	3	4
83	говорит о	1	4
84	превращается в	2	4
85	то и	3	4
86	не может	14	4
87	была бы	3	3
88	по преимуществу	5	3
89	едва ли	2	3
90	в ней	6	3
91	но при	1	3
92	и на	3	3
93	столь же	2	3
94	со стороны	2	3
95	следующим образом	1	3
96	бы не	1	3
97	как он	1	3
98	в нем	13	3
99	можно было	1	3
100	с другими	10	3
101	было бы	6	3
102	в них	1	3
103	несмотря на	1	3
104	в этих	2	3
105	как о	4	3
106	на него	1	3
107	о них	1	3
108	ни о	5	3
109	как только	1	3
110	и это	2	3
111	когда в	1	3
112	к нему	3	3
113	одной из	1	3
114	с ними	2	3
115	и ее	6	3
116	с одной	1	3
117	для нас	1	3
118	с нею	2	3
119	характерно что	2	3
120	что на	2	3
121	с другой	3	3
122	все время	6	3
123	прежде всего	15	3
124	у всех	1	3
125	так же	1	3
126	одной стороны	1	3
127	все это	3	3
128	или в	3	3
129	все они	1	3
