1	до сих пор	4	7
2	по отношению к	2	5
3	как бы в	1	4
4	и не может	1	4
5	друг с другом	1	4
6	не может быть	3	4
7	и т д	8	4
8	знаю что я	1	3
9	можно было бы	2	3
10	более или менее	1	3
11	мы уже говорили	1	3
12	как и в	2	3
13	с другой стороны	8	3
14	но при этом	1	2
15	как нам кажется	1	2
16	одно и то	1	2
17	тем не менее	1	2
18	том что он	1	2
19	друг на друга	1	2
20	то время как	3	2
21	на этот вопрос	1	2
22	в то время	3	2
23	но все же	2	2
24	в этих случаях	1	2
25	на то что	1	2
26	нам кажется что	1	2
27	и то же	1	2
28	но и в	2	1
29	здесь еще нет	2	1
30	таким образом и	2	1
31	в том числе	1	1
32	герой выходя из	1	1
33	как мы видим	1	1
34	и что из	1	1
35	так и в	1	1
36	как один из	1	1
37	все больше и	2	1
38	мере того как	1	1
39	больше и больше	2	1
40	на него в	1	1
41	с полным правом	1	1
42	но и эта	1	1
43	же как и	1	1
44	по мере того	1	1
45	мы наблюдали раньше	1	1
46	в этом мире	1	1
47	между этими двумя	1	1
48	т д но	1	1
49	но и на	1	1
50	я знаю что	1	1
51	смысле этого слова	1	1
52	уже не может	1	1
53	в воздухе в	1	1
54	том числе и	1	1
55	в том что	5	1
56	может быть разрешен	1	1
57	т е в	2	1
58	у него в	1	1
59	можно сказать что	1	1
60	о том как	3	1
61	с одной стороны	7	1
62	этой точки зрения	1	1
63	такой же как	2	1
64	сих пор не	1	1
65	не менее в	1	1
66	и в том	1	1
67	но кто же	1	1
68	иначе обстоит дело	1	1
69	в таком случае	1	1
70	одной стороны и	1	1
71	нами до сих	1	1
72	тем что здесь	1	1
73	то что не	1	1
74	о том что	4	1
75	здесь не в	1	1
76	это еще не	2	1
77	слились в одно	1	1
78	во всяком случае	2	1
79	что в нем	2	1
80	после того как	2	1
81	все же не	1	1
82	но в таком	1	1
83	так или иначе	1	1
