N	2gram	Vygotskiy__3	StatiiOP
1	и в	38	44
2	в том	25	36
3	и т	14	30
4	что в	20	30
5	том что	14	29
6	в этом	13	21
7	т д	4	21
8	вовсе не	8	19
9	не только	12	18
10	то что	35	18
11	было бы	12	17
12	о том	6	17
13	а в	7	17
14	а не	7	16
15	и не	10	16
16	может быть	19	15
17	в данном	2	14
18	как в	4	13
19	можно было	1	13
20	не в	12	12
21	в первой	2	12
22	самом деле	21	11
23	в этой	13	11
24	того чтобы	9	11
25	у нас	2	11
26	я думаю	1	11
27	точки зрения	16	11
28	но в	3	10
29	ясно что	6	10
30	для того	8	10
31	что он	11	10
32	только в	4	10
33	но и	5	10
34	как и	8	9
35	в то	3	9
36	так и	1	9
37	если бы	14	9
38	того что	4	9
39	в его	5	9
40	т п	5	9
41	с другой	7	9
42	например в	2	8
43	во всех	4	8
44	все же	8	8
45	это не	1	8
46	из них	6	8
47	с точки	9	8
48	и его	6	8
49	не может	7	8
50	я не	5	7
51	что они	4	7
52	в самом	25	7
53	так например	2	7
54	таким образом	12	7
55	другой стороны	5	7
56	для нас	8	7
57	этом отношении	1	7
58	до сих	6	7
59	сих пор	5	7
60	сказать что	4	7
61	на самом	2	6
62	со стороны	2	6
63	из этих	3	6
64	в своей	5	6
65	и языка	1	6
66	потому что	14	6
67	данном случае	2	6
68	что и	4	6
69	всяком случае	2	6
70	так что	8	6
71	для него	2	6
72	именно в	1	6
73	дело в	1	6
74	в той	5	6
75	что же	2	6
76	но это	3	6
77	хотя бы	2	6
78	во всяком	2	6
79	и то	8	5
80	то же	10	5
81	той же	2	5
82	в целом	4	5
83	все эти	4	5
84	в нем	4	5
85	и по	2	5
86	в слове	1	5
87	такой же	2	5
88	в котором	6	5
89	в которых	6	5
90	никогда не	4	5
91	так как	6	5
92	тем что	3	5
93	и даже	4	5
94	там где	6	5
95	что мы	1	5
96	все это	3	5
97	была бы	2	5
98	совершенно не	5	5
99	жизни и	1	5
100	так же	2	5
101	речь идет	4	4
102	как это	6	4
103	это и	1	4
104	в которой	5	4
105	столь же	2	4
106	что это	10	4
107	на то	16	4
108	что она	16	4
109	но все	1	4
110	но если	4	4
111	том как	2	4
112	во времена	1	4
113	и очень	2	4
114	можно ли	1	4
115	дело не	2	4
116	не имеет	6	4
117	это слово	1	4
118	как будто	4	4
119	в ее	7	4
120	что у	7	4
121	на вопрос	1	4
122	и что	18	4
123	заключается в	7	4
124	этот вопрос	1	4
125	в качестве	2	4
126	как раз	8	4
127	не было	1	4
128	к которому	1	4
129	на эту	1	4
130	должна была	1	4
131	в частности	1	4
132	как бы	14	4
133	еще более	1	4
134	или иного	1	4
135	того или	1	4
136	это в	1	4
137	гораздо более	1	4
138	же как	1	3
139	того же	3	3
140	должна быть	5	3
141	то это	2	3
142	в ней	15	3
143	еще не	1	3
144	он был	3	3
145	в чем	1	3
146	из двух	3	3
147	но не	1	3
148	не все	1	3
149	и я	2	3
150	в истории	2	3
151	с этим	8	3
152	как к	2	3
153	говорит что	8	3
154	то в	1	3
155	что так	2	3
156	в другом	5	3
157	и с	1	3
158	и тем	3	3
159	даже в	1	3
160	кажется что	1	3
161	ни в	3	3
162	что не	3	3
163	тому что	6	3
164	в конце	2	3
165	а на	1	3
166	не по	1	3
167	в основе	3	3
168	этих двух	1	3
169	очень часто	2	3
170	здесь совершенно	4	3
171	что оно	2	3
172	в применении	1	3
173	должен быть	3	3
174	и вообще	1	3
175	и нужно	1	3
176	внимание на	2	3
177	которых в	1	3
178	между тем	7	3
179	и только	3	3
180	но с	1	3
181	в двух	9	3
182	в какой	5	3
183	и так	1	3
184	по мнению	2	3
185	по этому	1	3
186	с одной	6	3
187	в виде	2	3
188	в начале	1	3
189	без всякой	2	3
190	а именно	1	3
191	а с	2	3
192	что для	1	3
193	говорит о	2	3
194	применении к	1	3
195	в тех	4	3
196	с этой	2	3
197	не является	1	3
198	и для	4	3
199	в результате	1	3
200	будто бы	1	3
201	письма и	1	3
202	в таком	3	3
203	ничего общего	1	3
204	отношения к	2	2
205	мере в	1	2
206	в первом	1	2
207	по его	3	2
208	которыми он	1	2
209	мы имеем	1	2
210	мы не	5	2
211	бы что	1	2
212	оба эти	3	2
213	в сущности	10	2
214	или же	1	2
215	время как	4	2
216	совпадает с	2	2
217	совсем не	3	2
218	в сторону	1	2
219	отношение к	1	2
220	идет о	4	2
221	что как	3	2
222	в своем	5	2
223	есть в	2	2
224	смысле этого	2	2
225	целый ряд	2	2
226	от этого	1	2
227	ни один	1	2
228	бы не	3	2
229	думать что	2	2
230	раз в	4	2
231	в себе	4	2
232	но он	2	2
233	и те	1	2
234	не могла	2	2
235	при этом	4	2
236	он не	6	2
237	всех этих	2	2
238	и более	2	2
239	что ни	1	2
240	тут не	1	2
241	что все	3	2
242	при помощи	4	2
243	его в	3	2
244	это вовсе	1	2
245	должен был	2	2
246	и уже	2	2
247	отвращение к	3	2
248	нисколько не	1	2
249	перед собой	2	2
250	только тем	1	2
251	места в	2	2
252	в такой	3	2
253	что до	1	2
254	бы мы	1	2
255	всякий раз	3	2
256	без всяких	3	2
257	это дело	1	2
258	их в	2	2
259	уже выше	1	2
260	наших глазах	2	2
261	тем самым	1	2
262	а иногда	1	2
263	что эта	4	2
264	она не	6	2
265	что с	4	2
266	как о	1	2
267	на него	1	2
268	было не	1	2
269	вытекает из	2	2
270	ничего не	2	2
271	больше чем	4	2
272	к концу	3	2
273	что на	1	2
274	есть только	2	2
275	и такие	1	2
276	что при	1	2
277	и это	8	2
278	то время	2	2
279	на свой	1	2
280	каждого из	3	2
281	которая была	1	2
282	для этого	2	2
283	только у	1	2
284	то есть	15	2
285	в пользу	1	2
286	может не	1	2
287	нет это	1	2
288	и все	10	2
289	этому поводу	1	2
290	и во	2	2
291	именно такое	1	2
292	и можно	1	2
293	следовало бы	1	2
294	что здесь	2	2
295	быть и	1	2
296	со всеми	2	2
297	с которыми	1	2
298	из которого	1	2
299	конечно не	4	2
300	и у	1	2
301	целого ряда	1	2
302	который как	2	2
303	одно из	2	2
304	могло бы	2	2
305	у него	4	2
306	в других	1	2
307	хотел бы	2	2
308	бы это	1	2
309	или иначе	1	2
310	еще и	2	2
311	превращается в	1	2
312	одной стороны	5	2
313	однако и	2	2
314	так называемой	3	2
315	который не	4	2
316	если не	1	2
317	ни на	1	2
318	и потому	1	2
319	находим и	1	2
320	и их	1	2
321	а если	1	2
322	по существу	2	2
323	том смысле	2	2
324	этого слова	2	2
325	с историей	1	2
326	между прочим	1	2
327	и тогда	1	2
328	это явление	1	2
329	что то	1	2
330	ли в	1	2
331	при таком	2	2
332	о котором	5	2
333	ни одного	1	2
334	в этих	2	2
335	гораздо больше	1	2
336	что этот	4	2
337	несмотря на	5	2
338	дело с	1	2
339	всех трех	1	2
340	в своих	4	2
341	можно назвать	2	2
342	а между	1	1
343	чтобы не	1	1
344	художественного произведения	1	1
345	увидим ниже	2	1
346	плетнев еще	1	1
347	не имел	1	1
348	как известно	1	1
349	словами и	1	1
350	на деле	4	1
351	представлял собой	1	1
352	и есть	1	1
353	почти не	1	1
354	сказано что	1	1
355	на две	1	1
356	из его	1	1
357	что эти	4	1
358	от которых	1	1
359	едва ли	3	1
360	в зависимости	1	1
361	в прежних	1	1
362	и этот	3	1
363	поэзии и	2	1
364	их и	1	1
365	полагает что	3	1
366	к нашей	1	1
367	очень далеко	1	1
368	в лучшем	2	1
369	вот о	1	1
370	с поэтической	1	1
371	так чтобы	1	1
372	которые стояли	1	1
373	котором не	1	1
374	на тему	3	1
375	и такой	1	1
376	и другая	1	1
