N	2gram	Propp_Isto_3	Problema
1	то что	7	42
2	вовсе не	2	35
3	и в	22	32
4	и не	12	31
5	не есть	1	29
6	не просто	1	23
7	в этом	17	19
8	не менее	5	19
9	тем не	5	18
10	не только	14	17
11	потому что	3	16
12	по себе	1	15
13	в виде	2	15
14	а не	6	15
15	но в	10	14
16	у нас	4	14
17	указывает на	1	14
18	может быть	11	14
19	как бы	1	14
20	что мы	1	13
21	в нем	9	13
22	и тем	1	13
23	при помощи	3	13
24	сказать что	3	13
25	том что	8	12
26	что в	15	12
27	так и	2	12
28	а именно	4	12
29	и т	16	11
30	также и	1	11
31	так как	7	11
32	о том	3	11
33	и даже	2	11
34	ничего общего	1	11
35	то же	6	10
36	отнюдь не	1	10
37	в этой	5	10
38	т д	15	10
39	об этом	1	10
40	ничего не	6	10
41	прежде всего	3	10
42	нет ничего	2	10
43	еще не	10	9
44	но не	7	9
45	и это	2	9
46	и что	2	9
47	но и	12	9
48	по своему	1	9
49	в данном	4	9
50	что же	1	9
51	в том	9	9
52	так же	3	9
53	в таком	1	9
54	и о	2	8
55	и ее	3	8
56	и на	4	8
57	общего с	1	8
58	все эти	4	8
59	на то	1	8
60	было бы	3	8
61	он и	3	8
62	в своей	1	8
63	есть только	2	8
64	данном случае	3	8
65	как нечто	1	8
66	не может	4	8
67	но это	3	8
68	всех этих	2	7
69	ни в	2	7
70	в них	6	7
71	как мы	8	7
72	здесь не	3	7
73	никогда не	3	7
74	того что	5	7
75	что он	9	7
76	только в	4	7
77	тем что	4	7
78	все это	1	7
79	и все	3	7
80	во всяком	2	7
81	таком случае	1	6
82	и то	2	6
83	самом деле	1	6
84	на самом	2	6
85	и есть	2	6
86	есть не	1	6
87	но как	1	6
88	и как	3	6
89	при этом	2	6
90	его в	3	6
91	это не	6	6
92	что такое	1	6
93	в то	2	6
94	таким образом	10	6
95	и здесь	7	6
96	в его	3	6
97	так что	5	6
98	то и	6	6
99	о чем	1	6
100	как это	4	6
101	не существует	1	6
102	хотя и	2	6
103	совершенно не	2	6
104	не имеют	2	5
105	действительности и	1	5
106	мы уже	6	5
107	в своем	2	5
108	перед нами	1	5
109	что она	5	5
110	но уже	1	5
111	все равно	3	5
112	далеко не	3	5
113	с тем	2	5
114	в котором	2	5
115	можно ли	3	5
116	связи с	6	5
117	можно сказать	2	5
118	для нас	4	5
119	в других	4	5
120	подобного рода	1	5
121	мы должны	7	5
122	мы и	1	4
123	как в	2	4
124	после этого	2	4
125	их в	3	4
126	входит в	1	4
127	в отдельности	1	4
128	не в	4	4
129	имеют ничего	1	4
130	казалось бы	1	4
131	а в	6	4
132	точно так	2	4
133	только то	1	4
134	в дальнейшем	4	4
135	на том	3	4
136	если бы	6	4
137	никак не	1	4
138	а также	2	4
139	и только	1	4
140	один из	5	4
141	только на	2	4
142	мы можем	6	4
143	перейти к	2	4
144	и пр	11	4
145	не было	2	4
146	если не	2	4
147	и для	2	4
148	в связи	3	4
149	или в	11	4
150	же в	2	4
151	не хочет	1	3
152	но она	2	3
153	в чем	3	3
154	в ее	1	3
155	в буквальном	1	3
156	что они	8	3
157	которые не	1	3
158	с этим	8	3
159	что это	1	3
160	но он	4	3
161	да и	2	3
162	он не	5	3
163	его от	1	3
164	но все	2	3
165	в жизни	2	3
166	как и	3	3
167	и уже	2	3
168	на этот	1	3
169	в этих	11	3
170	точки зрения	2	3
171	с точки	1	3
172	в которых	2	3
173	того как	1	3
174	только не	2	3
175	буквальном смысле	1	3
176	и его	4	3
177	как будто	2	3
178	в каком	1	3
179	однако это	3	3
180	к тому	3	3
181	говорит и	2	3
182	можно было	1	3
183	ясно что	1	3
184	для этого	1	3
185	другими словами	1	3
186	что его	1	3
187	к нему	5	3
188	что здесь	6	3
189	оно и	1	3
190	мы увидим	3	3
191	очень много	2	3
192	по этому	1	3
193	именно на	1	3
194	уже не	7	3
195	уже в	1	3
196	из них	7	3
197	говорит о	1	3
198	всяком случае	2	3
199	сами по	1	3
200	случае не	1	3
201	уже и	1	3
202	есть также	1	3
203	до сих	5	3
204	с другой	7	3
205	здесь в	1	3
206	что не	2	3
207	обратить внимание	1	3
208	этих случаях	7	3
209	быть и	3	3
210	сих пор	5	3
211	только для	1	3
212	но для	1	3
213	хотя бы	1	3
214	с ним	1	3
215	или не	2	3
216	другой стороны	7	3
217	есть и	5	3
218	он стоит	2	2
219	например в	2	2
220	же как	2	2
221	увидим ниже	3	2
222	мы здесь	4	2
223	и потому	2	2
224	и до	1	2
225	мы имеем	19	2
226	мы не	1	2
227	что иное	3	2
228	на себя	2	2
229	сказать о	1	2
230	он сам	1	2
231	иное как	3	2
232	мы будем	1	2
233	не то	1	2
234	нет и	1	2
235	чем же	1	2
236	кроме того	1	2
237	ясно и	1	2
238	не очень	1	2
239	так или	1	2
240	он в	1	2
241	из этих	3	2
242	говорят о	1	2
243	во многих	2	2
244	вообще не	1	2
245	на его	3	2
246	как они	1	2
247	не будет	1	2
248	и с	4	2
249	с другими	1	2
250	для них	3	2
251	для чего	1	2
252	в эту	1	2
253	но если	1	2
254	просто в	1	2
255	не как	1	2
256	знаем что	2	2
257	образом и	2	2
258	которые в	1	2
259	друг другу	2	2
260	действительно есть	1	2
261	однако в	1	2
262	что этот	1	2
263	же мы	1	2
264	и очень	1	2
265	чем перейти	2	2
266	в таких	1	2
267	она не	4	2
268	не имеет	2	2
269	мы находим	1	2
270	для всего	1	2
271	это мы	1	2
272	больше чем	1	2
273	и сама	1	2
274	других случаях	1	2
275	могут быть	5	2
276	и другим	1	2
277	уже на	1	2
278	подобно тому	1	2
279	уже с	3	2
280	с собой	2	2
281	это вовсе	1	2
282	является в	1	2
283	смысле и	1	2
284	и должно	1	2
285	нас в	1	2
286	между тем	2	2
287	нечто иное	1	2
288	все время	2	2
289	в него	2	2
290	мы видим	8	2
291	говорили выше	1	2
292	и так	2	2
293	со всеми	1	2
294	в качестве	2	2
295	на этой	1	2
296	не можем	1	2
297	одно из	1	2
298	или иначе	1	2
299	но есть	2	2
300	которых мы	1	2
301	она является	1	2
302	самый факт	1	2
303	уже давно	2	2
304	вместе с	9	2
305	можно будет	1	2
306	но такое	1	2
307	направление в	1	2
308	на тот	1	2
309	тому как	1	2
310	этом случае	5	2
311	не будем	3	2
312	о его	1	2
313	между прочим	3	2
314	становится ясным	1	2
315	тем и	1	2
316	сколько бы	1	2
317	но когда	1	2
318	особого рода	3	2
319	но еще	1	2
320	от всех	1	2
321	не что	3	2
322	ее в	3	2
323	если вы	1	1
324	ту же	2	1
325	где же	1	1
326	одним из	4	1
327	начинается с	1	1
328	только самый	1	1
329	а свое	2	1
330	должен в	1	1
331	не признает	1	1
332	кроется нечто	1	1
333	необходимо изучить	1	1
334	имеем и	3	1
335	от которых	2	1
336	частностей и	1	1
337	и этот	1	1
338	той же	2	1
339	он ничего	2	1
340	из всех	1	1
341	менее если	1	1
342	что изучение	1	1
343	а уж	1	1
344	бы что	1	1
345	имеется и	1	1
346	идти в	1	1
347	который был	2	1
348	время как	2	1
349	я не	3	1
350	пределах этого	1	1
351	то это	2	1
352	с большим	5	1
353	в брак	14	1
354	быть в	1	1
355	то мы	2	1
356	но конечно	2	1
357	особенно если	1	1
358	а если	3	1
359	комнат в	1	1
360	тут же	1	1
361	мы сейчас	2	1
362	есть просто	1	1
363	другое и	1	1
364	относится к	2	1
365	в течение	6	1
366	и поэтому	1	1
367	выясняется что	1	1
368	и предложение	1	1
369	в браке	1	1
370	что ее	1	1
371	все же	5	1
372	которое и	1	1
373	подробнее мы	1	1
374	его к	1	1
375	здесь и	2	1
376	есть ли	2	1
377	не сам	1	1
378	это показывает	1	1
379	еще на	1	1
380	не знает	1	1
381	ни один	2	1
382	за это	2	1
383	не везде	1	1
384	бы не	1	1
385	менее они	1	1
386	другим способом	1	1
387	ни одна	1	1
388	и необходима	1	1
389	совершается не	1	1
390	тому же	2	1
391	и те	1	1
392	на смену	4	1
393	если он	2	1
394	в наших	2	1
395	в определенном	1	1
396	должна быть	1	1
397	этого он	1	1
398	уже видели	3	1
399	в первую	1	1
400	в силу	2	1
401	сожалению однако	1	1
402	которая имеется	1	1
403	на этом	4	1
404	будем говорить	1	1
405	всего то	1	1
406	в нее	2	1
407	человека в	1	1
408	в одну	1	1
409	связан с	2	1
410	что почти	1	1
411	внимание еще	1	1
412	об этой	2	1
413	в глубине	1	1
414	то нам	1	1
415	заключается в	1	1
416	подходит к	1	1
417	везде и	1	1
418	известно что	2	1
419	но их	1	1
420	даже в	2	1
421	здесь у	1	1
422	показывает что	5	1
423	или наоборот	2	1
424	со своими	2	1
425	мы видели	13	1
426	бы каким-нибудь	1	1
427	и было	2	1
428	и некоторые	2	1
429	и тому	1	1
430	это очевидно	1	1
431	связаны между	1	1
432	и становится	1	1
433	именно он	1	1
434	во время	6	1
435	часто в	1	1
436	в такой	1	1
437	можно понимать	1	1
438	представление о	3	1
439	из земли	4	1
440	вопрос о	2	1
441	свое существование	1	1
442	и той	1	1
443	том чтобы	1	1
444	что было	2	1
445	жизни является	1	1
446	войти в	1	1
447	для нее	2	1
448	вместе со	1	1
449	весьма близко	1	1
450	случае мы	1	1
451	сам он	1	1
452	цвет во	1	1
453	некоторых случаях	3	1
454	вплоть до	1	1
455	не раз	2	1
456	самый акт	3	1
457	хотелось бы	2	1
458	случаях мы	2	1
459	это всегда	1	1
460	образом в	2	1
461	о них	1	1
462	совершенно правильно	1	1
463	а кто	1	1
464	из него	1	1
465	правда в	1	1
466	как таковой	2	1
467	одна из	2	1
468	это то	1	1
469	имеем дело	1	1
470	именно с	1	1
471	находятся в	1	1
472	эти деньги	1	1
473	с одним	2	1
474	те моменты	1	1
475	к ней	4	1
476	нам важно	2	1
477	так например	1	1
478	определенном месте	1	1
479	этого предмета	1	1
480	только с	1	1
481	что на	4	1
482	очень часто	3	1
483	начиная с	1	1
484	указать на	2	1
485	зрелости а	1	1
486	все еще	6	1
487	утверждать что	2	1
488	и понятным	2	1
489	если же	1	1
490	где он	1	1
491	здесь еще	1	1
492	особенности этого	2	1
493	они стали	1	1
494	случаях можно	2	1
495	но по	3	1
496	с ее	1	1
497	на другой	2	1
498	чтобы быть	1	1
499	то время	2	1
500	в пределах	4	1
501	вопрос что	1	1
502	и сам	1	1
503	только через	1	1
504	на нее	3	1
505	не с	2	1
506	этой мысли	1	1
507	нам уже	2	1
508	человека при	1	1
509	связанных с	2	1
510	имеется в	1	1
511	которой можно	1	1
512	и всякого	1	1
513	по мере	1	1
514	но такая	1	1
515	находится в	4	1
516	мы это	1	1
517	это происходит	1	1
518	в другом	2	1
519	и та	1	1
520	наоборот это	1	1
521	одного из	2	1
522	почему же	1	1
523	пр но	1	1
524	как нет	1	1
525	это в	1	1
526	которой мы	1	1
527	с момента	1	1
528	и хочет	1	1
529	функций в	1	1
530	эти два	3	1
531	явление в	1	1
532	можно проследить	3	1
533	что бы	1	1
534	представления о	2	1
535	переносится на	2	1
536	которых она	1	1
537	оказалось что	1	1
538	видели что	4	1
539	не хотят	1	1
540	к сожалению	1	1
541	этот вопрос	2	1
542	может оказаться	1	1
543	который в	1	1
544	нам возможность	1	1
545	видели выше	3	1
546	обо всем	1	1
547	конечно не	1	1
548	всем его	1	1
549	стоит на	3	1
550	вернуться к	1	1
551	чтобы он	1	1
552	в нашей	1	1
553	в начале	1	1
554	а то	2	1
555	не дает	2	1
556	не стал	1	1
557	его и	4	1
558	за ним	3	1
559	в проблему	2	1
560	он имеет	1	1
561	мы знаем	2	1
562	что данный	1	1
563	и их	1	1
564	ко всей	1	1
565	из-за стола	1	1
566	могло бы	1	1
567	остановимся только	1	1
568	богов и	1	1
569	с переходом	2	1
570	друг друга	6	1
571	женщины в	1	1
572	не говорит	1	1
573	от того	1	1
574	бы это	1	1
575	же деле	1	1
576	другого и	1	1
577	со стороны	3	1
578	даже не	2	1
579	сущность этого	1	1
580	что человек	1	1
581	которые ему	1	1
582	предметов от	1	1
583	мы еще	3	1
584	или о	1	1
585	времени в	1	1
586	на ней	5	1
587	предмет и	1	1
588	для такой	1	1
589	с очень	2	1
590	в некоторых	5	1
591	что указывает	1	1
592	самом же	1	1
593	потом в	2	1
594	несколько примеров	1	1
595	означало бы	2	1
596	всей той	1	1
597	ниже в	1	1
598	была бы	1	1
599	под влиянием	1	1
600	есть одно	1	1
601	нет никаких	2	1
602	вступает в	3	1
603	другое место	1	1
604	он соответствует	1	1
605	в одной	3	1
606	это те	1	1
607	или по	5	1
608	и столь	1	1
609	к своему	1	1
610	случаях в	1	1
611	и к	3	1
612	находит в	1	1
613	близко подходит	1	1
614	что за	1	1
615	может возникнуть	1	1
616	мы остановимся	1	1
617	не видят	1	1
618	образом на	1	1
619	хотя он	1	1
620	сам не	1	1
621	это значит	1	1
622	мы до	1	1
623	с этой	1	1
