N	3gram	Trubetskoy_1	Psycholo
1	в том что	15	17
2	для того чтобы	7	13
3	в самом деле	5	11
4	с точки зрения	8	10
5	заключается в том	2	10
6	не может быть	3	8
7	совершенно ясно что	1	6
8	на то что	7	6
9	то же самое	1	6
10	на самом деле	7	5
11	до сих пор	8	5
12	мы знаем что	7	4
13	и той же	1	4
14	том случае если	4	4
15	можно было бы	1	4
16	в том случае	4	4
17	так же как	3	4
18	в данном случае	3	4
19	тем не менее	4	4
20	о том что	4	4
21	только в том	1	4
22	одной и той	1	4
23	в том виде	2	3
24	том что он	2	3
25	точно так же	1	3
26	в конце концов	4	3
27	в то время	2	3
28	несмотря на все	1	3
29	таким образом и	1	3
30	том виде как	1	2
31	состоит в том	1	2
32	на том же	1	2
33	но так как	2	2
34	это было бы	1	2
35	в том и	2	2
36	те же самые	1	2
37	он не может	2	2
38	и не может	1	2
39	представление о том	1	2
40	как и в	2	2
41	таким образом все	1	2
42	и то что	3	2
43	то время как	1	2
44	не в том	1	2
45	самое что и	1	2
46	по сравнению с	5	2
47	каждый из них	1	2
48	бы то ни	2	2
49	во всяком случае	2	2
50	что при этом	1	2
51	этой точки зрения	1	2
52	в этой области	4	2
53	и таким образом	1	2
54	и в том	2	2
55	надо сказать что	1	2
56	таким образом в	3	2
57	то же время	2	2
58	же самое что	1	2
59	в свою очередь	2	2
60	с другой стороны	4	2
61	в то же	2	2
62	заключает в себе	2	2
63	к тому что	1	2
64	мы видим что	1	2
65	и того же	3	1
66	и может быть	2	1
67	не в состоянии	2	1
68	а между тем	8	1
69	которые не могут	1	1
70	не играет никакой	1	1
71	играет никакой роли	1	1
72	в психологическом отношении	1	1
73	в данный момент	1	1
74	и согласно с	1	1
75	все эти вопросы	1	1
76	определяет собой и	1	1
77	на все эти	1	1
78	и в сознании	1	1
79	еще не вполне	1	1
80	никак не может	1	1
81	свидетельствует о том	1	1
82	том что при	1	1
83	в этом случае	4	1
84	что же касается	2	1
85	он все же	2	1
86	в одну кучу	1	1
87	принять во внимание	2	1
88	между тем в	1	1
89	виде как оно	1	1
90	в зависимости от	1	1
91	по происхождению и	1	1
92	разобраться в том	1	1
93	должны рассматриваться как	1	1
94	и при помощи	1	1
95	лишь тогда когда	2	1
96	что все эти	1	1
97	мы находим в	1	1
98	только то что	2	1
99	что они нашли	1	1
100	только все это	1	1
101	за то что	1	1
102	же трудно как	1	1
103	на каждом шагу	1	1
104	тем что она	1	1
105	а с другой	2	1
106	в борьбе за	1	1
107	как известно в	1	1
108	все эти понятия	1	1
109	с этой точки	1	1
110	по крайней мере	1	1
111	и что таким	1	1
112	и различие между	1	1
113	вместе с тем	2	1
114	одно и то	1	1
115	тех последствиях которые	1	1
116	все эти вещи	1	1
117	мы будем понимать	1	1
118	ясно что и	1	1
119	то ни было	2	1
120	во внимание что	1	1
121	в разных направлениях	1	1
122	на нас не	1	1
123	приводит к тому	1	1
124	может быть не	1	1
125	в противоречие с	1	1
126	то что для	1	1
127	поколения в поколение	1	1
128	и не очень	1	1
129	с одной стороны	2	1
130	случаев в которых	1	1
131	должна была бы	1	1
132	и то же	1	1
133	и в целом	1	1
134	но при этом	1	1
135	однако не так	1	1
136	благодаря тому что	1	1
137	что в таком	1	1
138	что он сам	1	1
139	указывали на то	1	1
140	все же не	3	1
141	в связи с	3	1
142	но именно в	1	1
143	из поколения в	1	1
144	а потому и	1	1
145	которые могут быть	1	1
146	и ничем не	1	1
147	во всем этом	1	1
148	в нашей культуре	1	1
149	и так как	1	1
150	с этой целью	1	1
151	же касается до	2	1
152	образом и на	1	1
153	вместо того чтобы	1	1
154	друг с другом	9	1
155	то увидим что	1	1
156	более или менее	7	1
157	так же трудно	1	1
158	самих себя и	1	1
159	а и в	7	1
160	нечего и говорить	3	1
161	то обстоятельство что	1	1
162	те же условия	1	1
163	и говорить что	3	1
164	то что мы	1	1
165	в этом и	1	1
166	что стоит на	1	1
167	весь свой смысл	1	1
168	ничего общего с	2	1
169	то что это	2	1
170	и что следовательно	1	1
171	при этом что	2	1
172	с самого начала	1	1
173	не только не	1	1
174	чтобы заметить что	1	1
175	и что все	1	1
176	именно потому что	2	1
177	телу и что	1	1
178	при помощи этой	1	1
179	том что все	2	1
180	одного и того	3	1
181	из этих частей	1	1
182	до тех пор	1	1
183	именно в этой	1	1
184	друг от друга	6	1
185	в другом случае	1	1
186	по этому поводу	1	1
187	жизнь и все	1	1
188	представляет из себя	5	1
189	мы указывали на	1	1
190	в высшей степени	1	1
191	тот факт что	4	1
