N	2gram	Tiupa_Vved_1	Problema
1	и не	12	28
2	то есть	8	27
3	не только	20	24
4	только в	6	23
5	в виде	1	22
6	вовсе не	1	21
7	и в	13	20
8	в том	10	20
9	все эти	1	16
10	то что	6	15
11	потому что	5	15
12	точки зрения	1	14
13	у нас	1	14
14	той или	3	14
15	было бы	4	14
16	но и	19	14
17	также и	4	13
18	перед нами	6	13
19	не в	6	13
20	или иной	3	13
21	в нашем	6	12
22	в себе	5	12
23	том что	7	12
24	по себе	2	11
25	прежде всего	7	11
26	как будто	4	11
27	едва ли	3	10
28	отнюдь не	7	10
29	тем не	3	10
30	и его	5	10
31	не менее	4	10
32	так и	8	10
33	в качестве	8	10
34	не является	3	10
35	в этом	21	9
36	может быть	18	9
37	и даже	1	9
38	все это	1	9
39	но в	6	8
40	содержит в	1	8
41	таким образом	4	8
42	если бы	7	8
43	что он	1	8
44	в той	4	8
45	в результате	3	8
46	и все	4	8
47	во всяком	1	8
48	то же	5	7
49	мы не	4	7
50	в ней	4	7
51	еще не	7	7
52	и с	2	7
53	это не	6	7
54	здесь не	2	7
55	хотя бы	1	7
56	и тем	2	7
57	есть в	2	7
58	с другой	5	7
59	сказать что	1	7
60	а не	15	7
61	и потому	1	7
62	такого рода	16	7
63	мы имеем	5	6
64	а только	1	6
65	при этом	26	6
66	всех этих	1	6
67	об этом	4	6
68	как и	11	6
69	в данном	13	6
70	но если	1	6
71	по крайней	1	6
72	же самое	1	6
73	в виду	1	6
74	а также	8	6
75	крайней мере	1	6
76	так что	1	6
77	на закате	1	6
78	по своему	2	6
79	но это	3	6
80	и от	2	6
81	для нас	2	6
82	другой стороны	2	6
83	в таком	1	6
84	на самом	4	5
85	но не	5	5
86	как в	4	5
87	хотя и	7	5
88	и если	1	5
89	в нем	5	5
90	да и	1	5
91	в них	2	5
92	в этих	3	5
93	и вполне	1	5
94	и о	1	5
95	в ее	1	5
96	данном случае	6	5
97	о том	5	5
98	можно сказать	4	5
99	жизни и	7	5
100	уже не	5	5
101	если мы	1	5
102	случае не	1	5
103	то и	2	5
104	человеческой жизни	3	5
105	не может	7	5
106	вместе с	1	5
107	так же	1	5
108	не существует	2	5
109	или в	1	5
110	в целях	1	5
111	и наконец	2	4
112	уже в	1	4
113	тут и	1	4
114	в этой	1	4
115	что она	1	4
116	времени и	7	4
117	с тем	1	4
118	несмотря на	1	4
119	в своей	5	4
120	всяком случае	1	4
121	в одном	1	4
122	в отношении	1	4
123	тем самым	5	4
124	не имеет	2	4
125	в разных	1	4
126	ни о	1	4
127	указывает на	1	4
128	можно было	2	4
129	здесь как	1	4
130	с ним	3	4
131	никак не	2	4
132	в математике	1	4
133	во всех	2	4
134	и только	1	4
135	и ее	1	4
136	или даже	1	4
137	что не	1	4
138	как бы	4	4
139	в художественном	1	4
140	однако не	1	4
141	как раз	2	4
142	и для	3	4
143	же в	1	4
144	а в	6	4
145	в то	4	4
146	в какой	4	4
147	самом деле	3	3
148	в зависимости	1	3
149	он как	1	3
150	но она	1	3
151	в каждой	1	3
152	и на	3	3
153	но как	1	3
154	тут же	1	3
155	в истории	1	3
156	в своем	5	3
157	и к	2	3
158	бы и	4	3
159	сливаются в	2	3
160	вообще не	1	3
161	человека в	1	3
162	с другими	1	3
163	этом смысле	1	3
164	из них	1	3
165	в жизни	4	3
166	все равно	2	3
167	глубоко и	1	3
168	как это	1	3
169	в эпилоге	1	3
170	связи с	1	3
171	вплоть до	1	3
172	как о	2	3
173	дело не	1	3
174	на себе	1	3
175	и сама	1	3
176	можно ли	1	3
177	имеем дело	3	3
178	в области	3	3
179	зависимости от	1	3
180	к тому	6	3
181	себе в	1	3
182	как мы	3	3
183	с собой	1	3
184	к нему	1	3
185	том или	1	3
186	в его	4	3
187	что и	2	3
188	не обходится	1	3
189	в начале	3	3
190	в сознании	4	3
191	только к	1	3
192	здесь мы	1	3
193	не так	1	3
194	для него	3	3
195	мы можем	2	3
196	тем что	2	3
197	не было	2	3
198	еще и	1	3
199	в связи	1	3
200	нет ничего	1	3
201	к его	3	3
202	из которых	1	3
203	и более	3	3
204	что мы	2	3
205	между прочим	1	3
206	это уже	1	3
207	слова но	2	3
208	или другой	1	3
209	мы должны	1	3
210	все они	2	3
211	является и	1	3
212	из этого	1	3
213	что в	3	3
214	которая не	2	3
215	о каких	1	2
216	бы для	1	2
217	за собой	1	2
218	они могут	1	2
219	говорить о	2	2
220	не вполне	3	2
221	и он	1	2
222	между собой	2	2
223	мы читаем	1	2
224	иное как	1	2
225	столь же	1	2
226	что они	1	2
227	относится к	1	2
228	оказывается здесь	1	2
229	так называемая	1	2
230	стороны и	1	2
231	все же	6	2
232	более или	2	2
233	то в	1	2
234	со своей	1	2
235	человеческого сознания	2	2
236	элементов понятия	1	2
237	что это	1	2
238	ни одна	1	2
239	что к	1	2
240	тому же	4	2
241	на его	1	2
242	что без	1	2
243	он не	3	2
244	перестает быть	1	2
245	не к	4	2
246	в корне	1	2
247	с ее	1	2
248	том чтобы	2	2
249	новое и	1	2
250	а его	2	2
251	но именно	1	2
252	кажется что	1	2
253	для них	3	2
254	далеко не	4	2
255	этого не	1	2
256	речь о	1	2
257	и тоже	1	2
258	или менее	2	2
259	в котором	8	2
260	и уж	1	2
261	в смысловом	2	2
262	при условии	1	2
263	однако в	4	2
264	бы быть	1	2
265	того же	1	2
266	но они	2	2
267	но только	1	2
268	того чтобы	1	2
269	и по	3	2
270	и притом	1	2
271	во всем	1	2
272	к мифу	1	2
273	однако это	1	2
274	есть только	1	2
275	для его	1	2
276	для себя	1	2
277	это будет	1	2
278	в совершенно	1	2
279	действия и	1	2
280	в пределах	2	2
281	уж во	1	2
282	и что	1	2
283	в значительной	1	2
284	теперь уже	2	2
285	в литературе	2	2
286	но так	1	2
287	том как	3	2
288	тот же	1	2
289	дело с	2	2
290	очень много	1	2
291	то он	2	2
292	себя в	1	2
293	только на	1	2
294	свидетельствует о	4	2
295	не обладают	1	2
296	а то	2	2
297	не сам	1	2
298	сами по	1	2
299	в конце	1	2
300	не хотел	1	2
301	о которых	1	2
302	в самом	2	2
303	не обязательно	1	2
304	а именно	1	2
