N	3gram	Vinokur_Ku_2	Istorich
1	и т д	14	15
2	с другой стороны	7	7
3	в этом случае	2	5
4	до сих пор	1	5
5	в том что	10	5
6	тем не менее	5	5
7	как мы видели	1	5
8	что иное как	1	3
9	в данном случае	1	3
10	в связи с	3	3
11	не что иное	1	3
12	том что в	1	2
13	к этому же	1	2
14	состоит в том	1	2
15	можно утверждать что	1	2
16	и в других	1	2
17	точно так же	3	2
18	и здесь мы	1	2
19	с одной стороны	1	2
20	то время как	1	2
21	и то что	1	2
22	во всяком случае	5	2
23	в то время	1	2
24	о том что	1	2
25	но все же	2	2
26	как и в	1	2
27	к тому же	1	2
28	известно что в	1	2
29	на ту же	1	1
30	мы знаем что	2	1
31	хотя и не	1	1
32	потому что как	1	1
33	что в пределах	1	1
34	огромном большинстве случаев	1	1
35	и пр но	2	1
36	со стороны ее	1	1
37	и той же	1	1
38	в другом отношении	1	1
39	т е не	1	1
40	в соответствии с	2	1
41	уже не в	1	1
42	но и здесь	1	1
43	не могла бы	1	1
44	с этой точки	2	1
45	с точки зрения	8	1
46	все еще фигурирует	1	1
47	а не сам	1	1
48	сами по себе	1	1
49	только то что	1	1
50	то же в	1	1
51	можно было бы	9	1
52	это вовсе не	1	1
53	большую роль в	1	1
54	том смысле как	1	1
55	с тех пор	1	1
56	вместе с тем	2	1
57	может быть и	1	1
58	что здесь не	1	1
59	в том смысле	1	1
60	и что на	2	1
61	на себе внимание	1	1
62	хотелось бы обратить	1	1
63	не только в	4	1
64	мы находим и	1	1
65	заключается в том	1	1
66	том что и	1	1
67	смысле этого слова	1	1
68	мы видели выше	1	1
69	так или иначе	2	1
70	в огромном большинстве	1	1
71	мы имеем здесь	1	1
72	не везде и	1	1
73	так же как	2	1
74	и в том	2	1
75	данном случае в	1	1
76	этой точки зрения	2	1
77	из всех этих	1	1
78	а так как	1	1
79	есть не что	1	1
80	то обстоятельство что	7	1
81	в силу которых	1	1
82	в свою очередь	2	1
83	и прежде всего	1	1
84	на самом деле	2	1
85	а не с	1	1
86	ничего общего с	1	1
87	не может быть	4	1
88	т д или	1	1
89	с самого начала	1	1
90	в связь с	1	1
91	также что на	1	1
92	можно сказать что	2	1
93	у нас в	1	1
94	и к этому	1	1
95	здесь можно было	1	1
96	также и в	1	1
97	на то что	2	1
98	в большинстве случаев	1	1
99	после того как	1	1
100	что не все	1	1
101	он все еще	1	1
102	бы обратить внимание	1	1
103	одной и той	1	1
104	так но в	1	1
105	в буквальном смысле	1	1
106	мы имеем далее	1	1
107	пр но для	1	1
108	т д в	1	1
109	то и дело	1	1
110	на этот вопрос	2	1
