N	2gram	Bakhtin_Fr_8	Myslijsy
1	потому что	6	46
2	то есть	24	34
3	в слове	2	32
4	в том	13	32
5	и в	56	30
6	может быть	3	28
7	то же	11	23
8	не только	8	21
9	только в	9	21
10	для нас	1	20
11	но и	9	19
12	того что	1	18
13	том что	8	18
14	то что	3	18
15	что в	5	17
16	в себе	4	16
17	и не	9	15
18	не в	3	15
19	а не	2	15
20	таким образом	17	14
21	что и	3	13
22	так как	4	13
23	если бы	2	12
24	вместе с	2	12
25	а в	2	12
26	так и	13	11
27	что оно	1	11
28	этого слова	1	11
29	есть уже	1	11
30	как в	1	10
31	в этом	14	10
32	как и	5	10
33	в то	12	10
34	и что	1	10
35	мы не	2	9
36	из этих	1	9
37	в нем	8	9
38	было бы	2	9
39	тогда когда	1	9
40	между тем	3	9
41	для него	2	9
42	и то	2	8
43	в ней	4	8
44	в самом	9	8
45	с одной	4	7
46	но не	5	7
47	с тем	2	7
48	тем что	1	7
49	как мы	7	7
50	так что	3	7
51	слова в	1	7
52	в языке	1	7
53	вовсе не	6	7
54	с другой	2	7
55	к тому	1	7
56	например в	4	6
57	то это	1	6
58	между собою	2	6
59	с ним	2	6
60	не имеет	1	6
61	те же	1	6
62	там же	1	6
63	что он	2	6
64	уже не	3	6
65	из них	2	6
66	не может	2	6
67	но это	2	6
68	человека и	2	5
69	еще не	10	5
70	по отношению	1	5
71	независимо от	1	5
72	в своем	3	5
73	и как	2	5
74	не следует	1	5
75	к одному	1	5
76	с другими	1	5
77	и тем	1	5
78	в них	11	5
79	же время	10	5
80	можно видеть	3	5
81	слове и	1	5
82	как на	1	5
83	в каком	2	5
84	языка в	2	5
85	не могут	1	5
86	уже в	2	5
87	одно из	1	5
88	тому как	1	5
89	отношению к	1	5
90	слова и	3	5
91	сказать что	3	5
92	только как	1	5
93	в действительности	2	5
94	говоря о	1	4
95	тем же	1	4
96	или же	1	4
97	не было	5	4
98	что это	4	4
99	он не	5	4
100	не к	1	4
101	мы видели	5	4
102	в один	1	4
103	и при	2	4
104	в котором	2	4
105	того как	2	4
106	это слово	1	4
107	и его	12	4
108	по поводу	1	4
109	для того	2	4
110	и это	1	4
111	то время	2	4
112	в его	18	4
113	один из	5	4
114	что даже	1	4
115	далеко не	2	4
116	что для	3	4
117	быть только	1	4
118	с какою	2	4
119	и потому	4	4
120	для понимания	2	4
121	все это	8	4
122	этот образ	1	4
123	и от	1	4
124	тем более	1	4
125	слово в	1	4
126	другой стороны	2	4
127	действительности и	2	3
128	бы ни	1	3
129	и на	7	3
130	в чем	1	3
131	более или	2	3
132	не можем	1	3
133	что она	2	3
134	при этом	4	3
135	что все	4	3
136	его в	2	3
137	и тогда	1	3
138	или менее	2	3
139	как бы	11	3
140	место в	1	3
141	образом и	3	3
142	есть еще	1	3
143	тому что	1	3
144	образом в	2	3
145	того чтобы	4	3
146	ни о	2	3
147	могут быть	1	3
148	в образе	3	3
149	здесь как	2	3
150	том как	1	3
151	и вообще	1	3
152	время в	3	3
153	можно сказать	2	3
154	это было	1	3
155	к нему	2	3
156	только на	2	3
157	в начале	1	3
158	за ним	1	3
159	никто не	1	3
160	прежде всего	6	3
161	мы можем	1	3
162	и вместе	1	3
163	себе представить	1	3
164	до сих	8	3
165	именно в	1	3
166	такое же	1	3
167	одной стороны	2	3
168	там где	3	3
169	связь с	3	3
170	так же	2	3
171	чувства и	1	3
172	в ряду	1	3
173	сих пор	8	3
174	и оно	1	3
175	все остальные	2	3
176	к одной	1	3
177	и все	6	3
178	здесь только	1	3
179	не знает	1	3
180	в которой	4	3
181	то оно	1	3
182	к этому	2	3
183	о любви	1	2
184	самом деле	2	2
185	этого последнего	1	2
186	в приведенном	1	2
187	и до	10	2
188	в их	3	2
189	мы уже	10	2
190	той же	6	2
191	впрочем и	1	2
192	он как	1	2
193	все в	1	2
194	на свою	1	2
195	ему в	1	2
196	вопрос об	2	2
197	оно ни	1	2
198	при объяснении	1	2
199	одним словом	1	2
200	то он	1	2
201	остаются в	1	2
202	в новом	1	2
203	за пределы	4	2
204	что они	2	2
205	что внутренняя	1	2
206	все же	2	2
207	на человека	1	2
208	и слова	1	2
209	целый ряд	2	2
210	что по	1	2
211	его к	3	2
212	сливается с	1	2
213	та же	1	2
214	в этой	6	2
215	так сказать	5	2
216	на его	6	2
217	слово это	1	2
218	не как	2	2
219	из него	1	2
220	подобно тому	1	2
221	что ни	1	2
222	людей и	2	2
223	что мысль	1	2
224	на все	1	2
225	художественный образ	1	2
226	ни в	2	2
227	не всегда	1	2
228	несмотря на	2	2
229	понятия и	1	2
230	во время	5	2
231	точки зрения	6	2
232	в своей	2	2
233	а как	1	2
234	во времена	3	2
235	между людьми	2	2
236	в которых	2	2
237	мысли и	1	2
238	бы мы	1	2
239	их в	4	2
240	том же	1	2
241	даже в	4	2
242	что эта	1	2
243	на котором	2	2
244	и притом	1	2
245	только не	2	2
246	этом отношении	1	2
247	в живой	1	2
248	указание на	1	2
249	его с	1	2
250	в области	5	2
251	так например	2	2
252	и о	3	2
253	в ее	6	2
254	языка и	6	2
255	так в	1	2
256	во многом	2	2
257	когда в	2	2
258	и с	8	2
259	могла быть	2	2
260	каждый раз	1	2
261	о том	4	2
262	и та	1	2
263	но мы	1	2
264	его жизни	2	2
265	должно было	1	2
266	от него	1	2
267	этих слов	1	2
268	от них	1	2
269	в форме	3	2
270	языка мы	1	2
271	например при	1	2
272	мы видим	6	2
273	одной из	3	2
274	только под	1	2
275	на мир	2	2
276	связи с	6	2
277	с нею	1	2
278	в виде	2	2
279	был бы	3	2
280	в одном	2	2
281	у него	7	2
282	в других	2	2
283	с общим	1	2
284	не были	3	2
285	и даже	8	2
286	не один	1	2
287	а с	1	2
288	предмет и	1	2
289	притом не	1	2
290	самое слово	1	2
291	в речи	2	2
292	эти слова	1	2
293	нет ни	2	2
294	к своему	1	2
295	по своему	8	2
296	он говорит	2	2
297	с этой	2	2
298	еще раз	1	2
299	и действия	1	2
300	перед нами	3	2
301	на слово	1	2
302	слова но	1	2
303	не подлежит	3	2
304	бы в	3	2
305	в большей	3	2
306	и наконец	3	2
307	язык не	1	2
308	образов и	1	2
309	же в	1	2
310	входящий в	1	2
311	в системе	1	2
312	но этот	1	2
313	в свое	1	2
314	жизни и	1	2
315	это в	2	2
316	последним словом	1	1
317	слова которые	1	1
318	одним из	5	1
319	предполагает что	1	1
320	все остальное	1	1
321	и грамматических	1	1
322	на самом	2	1
323	по преимуществу	2	1
324	непосредственной близости	1	1
325	как сами	1	1
326	что эти	2	1
327	их и	2	1
328	что между	1	1
329	вопрос о	1	1
330	сделал его	1	1
331	из своих	1	1
332	чтобы не	1	1
333	что многие	1	1
334	в сущности	8	1
335	время как	1	1
336	один пример	1	1
337	и со	1	1
338	того же	1	1
339	и он	1	1
340	личное состояние	1	1
341	образов это	1	1
342	он был	12	1
343	на них	3	1
344	здесь не	1	1
345	бы то	2	1
346	с его	5	1
347	справедливым и	1	1
348	данном случае	2	1
349	совсем не	2	1
350	себе и	2	1
351	в зеркале	1	1
352	отличие от	1	1
353	которые не	1	1
354	заключено в	1	1
355	чем же	1	1
356	ближайших к	1	1
357	время когда	1	1
358	из уст	1	1
359	стороны и	1	1
360	предметы и	1	1
361	это был	1	1
362	еще и	3	1
363	хотя и	2	1
364	когда он	2	1
365	было только	1	1
366	это определение	1	1
367	но в	6	1
368	который художник	1	1
369	роль играет	1	1
370	пример в	1	1
371	на ней	1	1
372	и конечно	2	1
373	словом не	1	1
374	явления и	1	1
375	расстояние между	1	1
376	все эти	15	1
377	притом такое	1	1
378	одно время	1	1
379	еще один	2	1
380	языка к	2	1
381	все слова	1	1
382	говорит не	1	1
383	тому же	1	1
384	во многих	1	1
385	как он	1	1
386	но на	1	1
387	можно себе	1	1
388	что одна	2	1
389	главным образом	3	1
390	к миру	1	1
391	и понятий	4	1
392	и вот	1	1
393	отражались в	1	1
394	свое время	1	1
395	таких которые	1	1
396	языком и	1	1
397	которой нет	1	1
398	языков и	3	1
399	в нее	1	1
400	о таком	1	1
401	ни был	1	1
402	общего и	1	1
403	здесь мы	3	1
404	выражений и	1	1
405	в совершенно	4	1
406	в мире	2	1
407	и сделал	1	1
408	конечно в	2	1
409	в нераздельное	2	1
410	лишь в	1	1
411	заключается в	1	1
412	его личности	1	1
413	это не	2	1
414	этой силы	1	1
415	кажется что	1	1
416	только одно	1	1
417	этому первому	1	1
418	между новым	1	1
419	само собою	1	1
420	в тот	1	1
421	сказать и	1	1
422	даже без	1	1
423	связь слова	1	1
424	или наоборот	1	1
425	которой он	1	1
426	дается ему	1	1
427	ни с	5	1
428	такою же	1	1
429	наука в	1	1
430	материал но	1	1
431	этимологическое значение	1	1
432	в этих	11	1
433	но если	1	1
434	с точки	2	1
435	с непосредственным	1	1
436	не будем	1	1
437	которые в	1	1
438	но он	3	1
439	с такою	2	1
440	друг другу	2	1
441	речи в	1	1
442	и более	4	1
443	уже сказали	1	1
444	таких случаях	1	1
445	к такой	1	1
446	в таких	3	1
447	определенности и	1	1
448	тесная связь	1	1
449	и сама	1	1
450	в процессе	5	1
451	было не	1	1
452	личности к	1	1
453	отдельных актов	1	1
454	он с	1	1
455	следовательно и	1	1
456	не имели	2	1
457	на язык	1	1
458	речи не	1	1
459	с одним	2	1
460	обобщения и	1	1
461	и другая	1	1
462	во всем	4	1
463	в более	1	1
464	даже из	1	1
465	на людей	1	1
466	вещь и	1	1
467	имени и	1	1
468	что на	2	1
469	этих образов	2	1
470	с другом	1	1
471	отношении языка	1	1
472	настоящего времени	3	1
473	и далее	1	1
474	представляется нам	1	1
475	уже о	1	1
476	начиная с	2	1
477	образом что	1	1
478	языке и	2	1
479	его за	1	1
480	же самое	1	1
481	для его	1	1
482	особенности и	1	1
483	мы привели	1	1
484	не ограничивается	1	1
485	из всего	1	1
486	своего развития	1	1
487	в виду	1	1
488	след в	2	1
489	но самое	1	1
490	в душу	1	1
491	только то	1	1
492	с самого	1	1
493	и образа	1	1
494	свободу и	1	1
495	на том	1	1
496	темных людей	2	1
497	жизни это	1	1
498	времени и	4	1
499	было в	1	1
500	особенно в	1	1
501	мог бы	1	1
502	в результате	5	1
503	это только	1	1
504	даны в	1	1
505	для этого	1	1
506	и внешней	1	1
507	нужно для	1	1
508	находится в	1	1
509	и здесь	3	1
510	и т.д	3	1
511	и т.п	11	1
512	при котором	1	1
513	после того	1	1
514	все его	3	1
515	как форма	3	1
516	подлежит сомнению	3	1
517	не имеющий	1	1
518	в которую	1	1
519	во всех	8	1
520	ее от	1	1
521	судить о	2	1
522	творчества в	1	1
523	на одном	2	1
524	другого в	1	1
525	язык в	4	1
526	непосредственно в	1	1
527	формы его	1	1
528	даже на	1	1
529	в ту	4	1
530	из средств	1	1
531	места и	1	1
532	происходит в	1	1
533	без изменений	1	1
534	есть такой	1	1
535	тот же	1	1
536	как нечто	1	1
537	но более	1	1
538	и свобода	1	1
539	между этими	1	1
540	и ее	4	1
541	по этому	1	1
542	действительность но	1	1
543	себя в	1	1
544	эти образы	3	1
545	них или	1	1
546	языка нужно	1	1
547	события и	2	1
548	конечно не	4	1
549	носит в	1	1
550	если имя	1	1
551	большого числа	1	1
552	или даже	1	1
553	его и	1	1
554	смерти и	2	1
555	мы знаем	1	1
556	в прошлом	1	1
557	это верно	1	1
558	очевидно не	1	1
559	к ним	2	1
560	как его	1	1
561	в систему	3	1
562	должен был	1	1
563	каждый из	1	1
564	на меня	1	1
565	и прекрасным	1	1
566	она имеет	1	1
567	языка для	1	1
568	в очень	1	1
569	но много	1	1
570	чтобы показать	1	1
571	со всем	1	1
572	точек зрения	2	1
573	имеет и	1	1
574	как у	1	1
575	значений и	1	1
576	и образов	1	1
577	мы еще	1	1
578	по всей	1	1
579	могут иметь	1	1
580	они представляются	1	1
581	превращается в	1	1
582	на этот	1	1
583	не на	3	1
584	и непосредственно	1	1
585	его как	2	1
586	научный анализ	1	1
587	под влиянием	1	1
588	бы оно	1	1
589	из мира	1	1
590	в одной	1	1
591	все свое	1	1
592	есть такое	1	1
593	в данном	2	1
594	если оно	1	1
595	отдельных явлений	1	1
596	им с	1	1
597	к образу	1	1
598	хотя с	1	1
599	друг с	1	1
600	своего языка	1	1
601	каждая точка	1	1
602	и там	1	1
603	было ни	1	1
604	как например	3	1
605	к вопросу	1	1
606	смысл для	1	1
607	пор еще	4	1
608	ту пору	1	1
609	слове мы	1	1
610	здесь все	1	1
611	о котором	1	1
612	с другою	1	1
613	как для	1	1
614	в эту	2	1
615	и которое	1	1
616	хлеба и	1	1
617	вообще в	1	1
618	на языке	2	1
619	нераздельное единство	2	1
620	ни было	2	1
621	романа и	1	1
622	может и	1	1
623	в народной	4	1
624	между ними	2	1
625	бы одним	1	1
626	полученных им	1	1
627	равно как	1	1
628	почему он	1	1
629	они еще	3	1
630	него в	1	1
631	его образе	1	1
632	есть и	5	1
633	мысль и	1	1
634	ее в	1	1
635	и эта	2	1
636	формы есть	1	1
637	гораздо более	1	1
638	еще слишком	1	1
