N	3gram	Trubetskoy_1	Dialekti
1	с точки зрения	9	14
2	тем не менее	1	10
3	не может быть	4	6
4	в самом деле	1	5
5	по крайней мере	1	5
6	есть то что	1	5
7	от всякого другого	1	5
8	о том что	2	5
9	сама по себе	2	4
10	и не только	1	3
11	в том что	7	3
12	что он есть	1	3
13	и прежде всего	1	3
14	на то что	4	3
15	в силу этого	1	2
16	но даже и	1	2
17	того или иного	2	2
18	он не может	1	2
19	тот или иной	1	2
20	точно так же	2	2
21	так же как	1	2
22	и в этом	1	2
23	во всяком случае	6	2
24	и ни от	1	2
25	это и есть	1	2
26	той или иной	3	2
27	должно быть и	1	2
28	к тому что	2	2
29	к тому же	1	2
30	может быть ибо	1	1
31	ни того ни	1	1
32	а следовательно и	2	1
33	из всего этого	1	1
34	и во всяком	2	1
35	на самом деле	6	1
36	уже не на	1	1
37	то же самое	1	1
38	точки зрения в	1	1
39	что с точки	1	1
40	до сих пор	5	1
41	и не может	3	1
42	в лучшем случае	3	1
43	на точку зрения	1	1
44	представить себе что	1	1
45	в этом отношении	1	1
46	о себе самом	1	1
47	того и другого	1	1
48	перед нами не	1	1
49	на точке зрения	1	1
50	и в частности	1	1
51	в применении к	1	1
52	и что в	1	1
53	в данном случае	3	1
54	тот факт что	2	1
55	только в виде	1	1
56	не могут не	2	1
57	того что не	1	1
58	и как бы	1	1
59	эта точка зрения	1	1
60	это конечно не	1	1
61	что же будет	1	1
62	и в том	2	1
63	лишь тогда когда	1	1
64	и таким образом	1	1
65	от церкви и	1	1
66	более или менее	4	1
67	ни к чему	2	1
68	постольку поскольку она	1	1
69	то же время	10	1
70	от того что	1	1
71	к чему не	1	1
72	это потому что	2	1
73	он с особенной	1	1
74	бы то ни	4	1
75	в этом вопросе	1	1
76	мы ведь уже	1	1
77	речь идет о	1	1
78	то ни было	1	1
79	богом а не	1	1
80	в то же	10	1
81	в связи с	1	1
82	того ни другого	1	1
83	тех или иных	1	1
84	и вопрос о	1	1
85	представление о себе	1	1
