N	3gram	Medvedev_F_3	EvropaiE
1	с точки зрения	14	16
2	в то же	7	15
3	то же время	7	14
4	в отношении к	1	12
5	и в то	2	8
6	с одной стороны	1	8
7	в том что	3	6
8	с этой точки	1	5
9	так же как	1	5
10	этой точки зрения	1	5
11	для того чтобы	4	5
12	бы то ни	4	4
13	не только в	1	4
14	то ни было	4	4
15	того или иного	1	4
16	той или иной	1	4
17	в этом смысле	2	3
18	хотя бы и	1	3
19	в этом отношении	3	3
20	можно было бы	1	3
21	ту или иную	1	3
22	друг с другом	1	3
23	во всяком случае	6	3
24	как бы ни	2	3
25	можно сказать что	1	3
26	иначе обстоит дело	3	2
27	нам кажется что	2	2
28	и со стороны	2	2
29	из того что	1	2
30	к тому чтобы	1	2
31	в данном случае	4	2
32	каких бы то	1	2
33	и только в	1	2
34	так и в	2	2
35	с другой стороны	5	2
36	не может быть	14	2
37	и все другие	1	2
38	в частности в	1	2
39	и притом в	1	2
40	мы можем сказать	1	2
41	между ними и	2	2
42	на то что	1	2
43	в большинстве случаев	4	2
44	как мы видели	2	2
45	и того же	1	1
46	хотя и не	1	1
47	что в этом	1	1
48	другой стороны в	1	1
49	в последнее время	1	1
50	же обстоит дело	1	1
51	дело в том	2	1
52	но так как	1	1
53	в том же	1	1
54	пределах одного и	1	1
55	что же касается	1	1
56	в нем и	2	1
57	можно утверждать что	1	1
58	находятся в отношении	1	1
59	и не было	1	1
60	в одной из	1	1
61	совершенно очевидно что	1	1
62	в лучшем случае	1	1
63	в отличие от	2	1
64	котором мы говорили	1	1
65	и для всех	1	1
66	с тем что	1	1
67	том числе и	1	1
68	мы увидим что	2	1
69	мы говорили в	1	1
70	в противном случае	1	1
71	то или иное	2	1
72	бы ни была	1	1
73	как не может	1	1
74	в самом процессе	1	1
75	не сводится к	1	1
76	и тот же	1	1
77	смысле этого слова	2	1
78	между собой это	1	1
79	она никогда не	1	1
80	в значительной степени	1	1
81	там где в	1	1
82	так и с	1	1
83	в связи с	4	1
84	же время не	1	1
85	до настоящего времени	1	1
86	о котором мы	1	1
87	мы видели что	2	1
88	один и тот	1	1
89	так и со	2	1
90	вовсе не в	2	1
91	мы не можем	2	1
92	можем сказать что	1	1
93	оно не может	1	1
94	выходит за пределы	1	1
95	как его понимает	1	1
96	именно потому что	2	1
97	при условии если	1	1
98	одного и того	1	1
99	в том числе	1	1
100	к тому что	2	1
101	тех или иных	1	1
102	т е не	1	1
103	так и по	1	1
104	в ту или	1	1
105	и т д	6	1
106	в пределах одного	2	1
