N	3gram	Tiupa_Lite_3	Narrotol
1	в том что	4	8
2	в данном случае	4	6
3	не только в	2	6
4	по отношению к	4	5
5	в отличие от	5	5
6	с одной стороны	4	5
7	состоит в том	2	4
8	о том что	4	4
9	к тому же	5	4
10	тем не менее	1	4
11	к себе самому	2	3
12	в соответствии с	3	3
13	в этом отношении	5	3
14	и представляет собой	1	3
15	но при этом	1	3
16	по большей части	2	3
17	той или иной	2	3
18	то же время	7	3
19	в конечном счете	1	3
20	в то же	7	3
21	к тому что	1	3
22	особое место в	2	2
23	хотя и не	1	2
24	с точки зрения	3	2
25	на самом деле	1	2
26	подобно тому как	2	2
27	именно то что	1	2
28	но и в	2	2
29	и т п	1	2
30	а то и	1	2
31	и у нас	1	2
32	я в мире	1	2
33	и тем самым	2	2
34	не только не	1	2
35	не может быть	3	2
36	как бы в	1	2
37	тогда как в	3	2
38	социального взаимодействия трех	1	1
39	себя в другом	2	1
40	жизни в целом	1	1
41	уже шла речь	1	1
42	раз в том	1	1
43	что иное как	1	1
44	оставаться самим собой	1	1
45	взаимодействия трех говорящего	1	1
46	одной стороны и	2	1
47	человеку и к	1	1
48	в е годы	8	1
49	то что я	2	1
50	в той или	1	1
51	об отсутствии у	1	1
52	как бы не	1	1
53	более или менее	1	1
54	начинается с того	1	1
55	к жизни в	2	1
56	в самом деле	2	1
57	продукт социального взаимодействия	1	1
58	место в этой	1	1
59	себя со стороны	1	1
60	то же самое	2	1
61	о чем говорят	1	1
62	самим собой но	2	1
63	только по отношению	1	1
64	в воспринимающем сознании	1	1
65	а также в	1	1
66	выражение и продукт	1	1
67	читателя и того	1	1
68	в то что	2	1
69	как в литературе	1	1
70	может быть только	1	1
71	организатор коммуникативного события	1	1
72	исследования в области	1	1
73	то что было	1	1
74	так или иначе	2	1
75	на мой взгляд	1	1
76	как раз в	1	1
77	или о чем	1	1
78	а не только	1	1
79	или иначе в	1	1
80	на первый взгляд	1	1
81	того о ком	1	1
82	трех говорящего автора	1	1
83	слово есть выражение	1	1
84	с действительной жизнью	1	1
85	и потому не	1	1
86	здесь всего лишь	1	1
87	в связи с	1	1
88	отношения к себе	1	1
89	я не могу	1	1
90	ком или о	1	1
91	в другом и	1	1
92	тогда как сам	1	1
93	о ком или	1	1
94	этой точки зрения	1	1
95	одно из существеннейших	1	1
96	человеческого присутствия в	2	1
97	едва ли не	1	1
98	которое может быть	1	1
99	чем говорят героя	1	1
100	не впадая в	1	1
101	с этой точки	1	1
102	по аналогии с	1	1
103	и того о	1	1
104	с того что	1	1
105	начало и конец	1	1
106	никогда не бывает	1	1
107	если говорить о	1	1
108	в этой системе	1	1
109	и продукт социального	1	1
110	но и не	2	1
111	есть выражение и	1	1
112	в силу своей	1	1
113	не что иное	1	1
114	для того чтобы	1	1
115	ли не наиболее	1	1
116	в этом втором	1	1
117	текста и не	1	1
118	обратим внимание на	2	1
119	всякое коммуникативное событие	1	1
