N	2gram	Tiupa_Lite_3	Analitik
1	не только	14	22
2	тогда как	17	20
3	и в	16	18
4	как и	5	14
5	так и	9	14
6	в этом	14	14
7	и его	6	13
8	но и	14	13
9	том что	8	12
10	в качестве	5	12
11	и не	22	12
12	в частности	11	12
13	при этом	15	11
14	коммуникативного события	5	11
15	то есть	5	10
16	а в	5	10
17	как бы	8	10
18	что в	2	9
19	в тексте	4	9
20	может быть	12	9
21	со стороны	7	9
22	а не	12	9
23	в том	12	9
24	с его	6	8
25	всего лишь	5	8
26	своего рода	10	8
27	не случайно	3	8
28	и даже	2	8
29	в первой	2	8
30	по отношению	4	7
31	в русской	1	7
32	как раз	2	7
33	в его	6	7
34	с другой	6	7
35	во второй	2	7
36	но не	4	7
37	отношению к	4	7
38	еще не	6	6
39	в этой	8	6
40	он не	1	6
41	в их	1	6
42	не в	10	6
43	к тому	6	6
44	для него	2	6
45	о том	6	6
46	художественного целого	1	6
47	текста в	1	6
48	в начале	4	6
49	того же	2	5
50	той же	3	5
51	как правило	1	5
52	в самом	3	5
53	в случае	2	5
54	лишь в	5	5
55	в слове	3	5
56	однако в	4	5
57	а а	1	5
58	в мире	16	5
59	или иной	2	5
60	что и	2	5
61	между тем	3	5
62	уже не	3	5
63	в конце	2	5
64	никогда не	4	5
65	и т.п	6	5
66	в свою	2	5
67	прежде всего	3	5
68	я в	7	5
69	такого рода	10	5
70	другой стороны	2	5
71	представляет собой	2	5
72	этого текста	2	4
73	принадлежит к	1	4
74	и на	2	4
75	столь же	1	4
76	а и	2	4
77	что он	5	4
78	отнюдь не	3	4
79	в своем	1	4
80	и как	3	4
81	что по	1	4
82	и к	3	4
83	в итоге	1	4
84	состоит в	6	4
85	по себе	2	4
86	тем самым	7	4
87	в одном	4	4
88	ли не	1	4
89	не менее	2	4
90	свою очередь	1	4
91	и сам	2	4
92	произведение искусства	6	4
93	внимание на	2	4
94	можно сказать	2	4
95	себя в	7	4
96	не есть	1	4
97	во втором	2	4
98	далеко не	2	4
99	и а	3	4
100	о чем	3	4
101	в данном	4	4
102	все же	2	4
103	перед нами	1	4
104	героя и	1	4
105	я и	10	3
106	едва ли	3	3
107	по его	1	3
108	его не	1	3
109	который в	1	3
110	цикла и	1	3
111	говорить о	1	3
112	в целом	5	3
113	уже в	1	3
114	в сочетании	1	3
115	здесь не	2	3
116	о смерти	1	3
117	если в	1	3
118	что они	1	3
119	в рамках	4	3
120	как в	5	3
121	с этим	1	3
122	что касается	1	3
123	тому же	5	3
124	ключ к	1	3
125	подобно тому	2	3
126	в году	5	3
127	то же	9	3
128	в каждом	1	3
129	его в	2	3
130	лишь на	2	3
131	и того	1	3
132	эстетического отношения	2	3
133	точки зрения	7	3
134	сочетании с	1	3
135	не столько	1	3
136	все это	1	3
137	в то	9	3
138	только не	1	3
139	же время	7	3
140	личности в	3	3
141	следует признать	2	3
142	той или	2	3
143	с ее	3	3
144	в ее	5	3
145	данном случае	4	3
146	так в	1	3
147	жизнь и	1	3
148	> как	1	3
149	восходит к	1	3
150	именно в	5	3
151	было бы	2	3
152	во всем	1	3
153	являет собой	1	3
154	однако с	1	3
155	этом отношении	5	3
156	еще и	2	3
157	что не	2	3
158	не было	1	3
159	не всегда	2	3
160	он и	2	3
161	в строке	1	3
162	как это	3	3
163	к жизни	2	3
164	восходящая к	3	3
165	к этому	2	3
166	ахматовой в	1	2
167	отношения к	3	2
168	например в	3	2
169	самом деле	3	2
170	в первом	2	2
171	по преимуществу	1	2
172	есть не	1	2
173	в поход	1	2
174	жизненной позиции	1	2
175	на себя	2	2
176	целого в	1	2
177	власть над	1	2
178	и он	1	2
179	в ней	1	2
180	во всех	2	2
181	в противовес	7	2
182	со всеми	2	2
183	конечном счете	1	2
184	в общем	1	2
185	очевидно что	1	2
186	отличие от	5	2
187	это и	1	2
188	сама по	1	2
189	по сути	1	2
190	когда он	2	2
191	могли бы	2	2
192	но в	3	2
193	в противоположность	2	2
194	бы и	3	2
195	в себе	6	2
196	после чего	1	2
197	так сказать	1	2
198	на его	3	2
