N	3gram	Medvedev_F_1	Literetu
1	в том что	1	11
2	так или иначе	1	8
3	состоит в том	1	5
4	в отличие от	1	5
5	то же время	8	5
6	в то же	8	5
7	в данном случае	1	4
8	в связи с	2	4
9	прежде всего в	3	3
10	по аналогии с	3	3
11	с этой точки	1	3
12	не сводится к	2	3
13	этой точки зрения	1	3
14	по отношению к	4	2
15	не говоря уже	1	2
16	с точки зрения	13	2
17	и культуры в	1	2
18	в этом отношении	1	2
19	все же в	1	2
20	не могло быть	1	2
21	с одной стороны	4	2
22	жизни не только	1	2
23	во всяком случае	4	2
24	и тем самым	1	2
25	тем не менее	1	2
26	друг для друга	1	2
27	бы ни были	2	1
28	литературного произведения как	1	1
29	в последнее время	1	1
30	искусства и культуры	1	1
31	а прежде всего	1	1
32	между прочим и	1	1
33	что перед нами	1	1
34	на самом деле	6	1
35	как и во	1	1
36	в общественном сознании	1	1
37	как раз и	1	1
38	так и не	1	1
39	в зависимости от	2	1
40	мира в его	1	1
41	в первой главе	1	1
42	бы то ни	3	1
43	между тем как	1	1
44	резко отличается от	1	1
45	к тому чтобы	1	1
46	тот или иной	1	1
47	в лучшем случае	3	1
48	не столько в	1	1
49	не приводит к	1	1
50	и в частности	2	1
51	в это время	1	1
52	но в то	2	1
53	в отношении к	1	1
54	говоря уже о	1	1
55	а также и	1	1
56	как один из	1	1
57	и в этом	2	1
58	и всякая иная	1	1
59	а не как	1	1
60	все более и	2	1
61	же время не	1	1
62	в целом ряде	2	1
63	с другой стороны	1	1
64	не может и	1	1
65	не может быть	5	1
66	именно в том	1	1
67	тем более не	1	1
68	конститутивным моментом самого	1	1
69	ничего общего с	1	1
70	существует как бы	1	1
71	до тех пор	1	1
72	в свою очередь	6	1
73	во внешнем мире	1	1
74	до сих пор	6	1
75	и не должно	1	1
76	с самого начала	1	1
77	не только на	1	1
78	более и более	2	1
79	более того он	1	1
80	при этом не	1	1
81	но все же	1	1
82	то ни было	1	1
83	не выходит за	1	1
84	в этой книге	1	1
85	прежде всего это	1	1
86	может и не	1	1
87	в большинстве случаев	2	1
88	как и всякое	1	1
89	в том числе	1	1
90	тех или иных	1	1
91	как мы знаем	1	1
92	что он в	1	1
