N	2gram	Vinokur_St_2	Literetu
1	и не	9	22
2	тогда как	2	17
3	и в	29	16
4	х годов	1	15
5	при этом	2	15
6	в этом	21	14
7	не только	19	14
8	но и	19	14
9	в том	27	12
10	может быть	2	12
11	а не	5	12
12	то что	11	12
13	в частности	4	11
14	своего рода	5	10
15	не в	4	10
16	такого рода	2	10
17	то же	2	9
18	так и	9	9
19	в то	2	9
20	того что	5	9
21	в этой	2	8
22	том что	27	8
23	не может	2	8
24	как бы	5	8
25	в своей	7	7
26	же время	1	7
27	только в	2	7
28	со стороны	2	7
29	точки зрения	5	7
30	еще не	1	6
31	с его	2	6
32	в себе	2	6
33	в другом	4	6
34	о том	17	6
35	и его	6	6
36	в его	13	6
37	с другой	4	6
38	к тому	10	6
39	в стихах	1	6
40	в году	3	5
41	в отличие	2	5
42	отличие от	2	5
43	как в	3	5
44	тому же	3	5
45	как и	2	5
46	что я	2	5
47	в основе	1	5
48	этом отношении	9	5
49	в ее	2	5
50	что он	13	5
51	в качестве	5	5
52	в поэзии	1	5
53	именно в	4	5
54	вместе с	7	5
55	а в	1	5
56	с жизнью	1	4
57	одним из	6	4
58	но не	3	4
59	по отношению	1	4
60	хотя и	4	4
61	и если	1	4
62	место в	1	4
63	даже в	2	4
64	не говоря	1	4
65	никогда не	3	4
66	говоря уже	1	4
67	данном случае	1	4
68	а также	2	4
69	в начале	3	4
70	из них	3	4
71	одно из	1	4
72	в одном	6	4
73	как будто	1	4
74	как у	3	4
75	до конца	3	4
76	в данном	2	4
77	по существу	2	4
78	и для	1	4
79	жизни в	1	4
80	отношению к	1	4
81	например в	3	3
82	самом деле	3	3
83	для которого	1	3
84	едва ли	1	3
85	той же	1	3
86	но уже	1	3
87	в сторону	1	3
88	и как	2	3
89	и к	4	3
90	но в	8	3
91	на его	2	3
92	а затем	2	3
93	и тем	1	3
94	в г	7	3
95	с точки	2	3
96	на свою	1	3
97	однако если	1	3
98	потому что	9	3
99	в области	2	3
100	уже о	1	3
101	еще в	2	3
102	не случайно	1	3
103	искусства и	2	3
104	прежде всего	5	3
105	между тем	5	3
106	все время	1	3
107	ни к	1	3
108	совершенно не	2	3
109	в самом	7	3
110	наконец в	3	3
111	и жизни	1	3
112	о чем	5	3
113	как это	2	3
114	там где	2	3
115	я с	1	3
116	душа моя	1	3
117	в романе	4	3
118	жизни и	1	3
119	как на	9	3
120	а я	1	3
121	том числе	1	3
122	совершенно новой	1	2
123	полемика с	1	2
124	того же	2	2
125	в первом	1	2
126	поэзии и	2	2
127	для своего	2	2
128	как мы	1	2
129	вопрос о	6	2
130	не вполне	1	2
131	на себя	3	2
132	я не	7	2
133	из того	1	2
134	мы и	1	2
135	и на	6	2
136	бы то	2	2
137	не могу	1	2
138	отношение к	1	2
139	все же	6	2
140	когда он	1	2
141	так или	1	2
