N	2gram	Tiupa_Anal_2	Dialekti
1	т е	2	46
2	не есть	2	40
3	и не	12	30
4	а не	10	18
5	и т	1	17
6	ничего не	9	17
7	может быть	6	17
8	то что	7	16
9	стало быть	2	15
10	и в	16	15
11	как бы	10	14
12	точки зрения	4	14
13	не имеет	2	14
14	так как	1	14
15	по себе	2	13
16	того что	2	13
17	это не	1	12
18	в этом	18	11
19	говорить о	6	11
20	в том	12	11
21	прежде всего	3	11
22	не может	4	11
23	и все	3	11
24	о личности	2	10
25	том что	12	10
26	потому что	1	10
27	с ее	2	10
28	личности и	2	10
29	то же	4	9
30	было бы	3	9
31	с точки	2	9
32	в виду	1	9
33	и что	1	9
34	уже не	4	9
35	все это	4	9
36	что иное	1	8
37	в чем	1	8
38	не в	4	8
39	в себе	7	8
40	не только	16	8
41	ни в	1	8
42	и о	1	8
43	и ее	1	8
44	иное как	1	8
45	не что	1	8
46	как и	14	7
47	по крайней	3	7
48	и его	4	7
49	только в	4	7
50	крайней мере	3	7
51	или в	3	7
52	что в	2	7
53	перед нами	1	6
54	хотя и	4	6
55	и тем	4	6
56	если бы	3	6
57	в то	2	6
58	же время	2	6
59	что и	3	6
60	так что	3	6
61	вовсе не	2	6
62	и даже	9	6
63	в результате	3	6
64	тем более	1	6
65	сказать что	2	6
66	той же	2	5
67	мы имеем	3	5
68	в сущности	4	5
69	и на	6	5
70	быть в	1	5
71	с его	1	5
72	сама по	1	5
73	субъекта и	1	5
74	в своем	4	5
75	на то	2	5
76	что она	2	5
77	в нем	1	5
78	есть не	1	5
79	в жизни	1	5
80	что я	1	5
81	на себе	3	5
82	но только	1	5
83	тогда когда	1	5
84	я не	1	5
85	таким образом	2	5
86	о том	7	5
87	в себя	4	5
88	так и	15	5
89	можно сказать	4	5
90	именно в	3	5
91	не говорит	1	5
92	личности в	1	5
93	и для	2	5
94	но если	1	5
95	есть то	1	5
96	также и	1	4
97	хотя бы	1	4
98	в этой	9	4
99	и как	1	4
100	с их	2	4
101	идеи и	1	4
102	не как	1	4
103	в силу	1	4
104	подобно тому	3	4
105	этом смысле	2	4
106	она не	2	4
107	той или	3	4
108	что все	2	4
109	еще не	2	4
110	в его	2	4
111	мы должны	1	4
112	мы видим	1	4
113	с ними	3	4
114	есть в	3	4
115	ни с	2	4
116	в одном	2	4
117	не о	2	4
118	как раз	4	4
119	отнюдь не	8	4
120	так же	2	4
121	тому как	3	4
122	но это	1	4
123	один из	2	4
124	тех или	2	4
125	бы в	3	4
126	но и	12	4
127	должны быть	1	4
128	отношения к	2	3
129	и то	3	3
130	едва ли	3	3
131	со стороны	3	3
132	как в	4	3
133	когда он	1	3
134	и наконец	1	3
135	но в	6	3
136	бы и	1	3
137	все эти	1	3
138	и если	3	3
139	на этом	4	3
140	в одну	2	3
141	об этом	1	3
142	мы уже	1	3
143	всегда и	1	3
144	в данном	8	3
145	в один	4	3
146	в своей	2	3
147	в их	3	3
148	миф и	2	3
149	только для	1	3
150	могут быть	10	3
151	имеется в	1	3
