N	2gram	Berdyaev_V_1	Problema
1	и в	16	30
2	в своей	3	22
3	то есть	1	21
4	не только	2	18
5	то что	9	18
6	в этом	4	17
7	том что	2	17
8	людей и	2	13
9	но и	5	13
10	потому что	4	13
11	в его	4	12
12	в том	3	12
13	и не	20	12
14	в своем	1	11
15	у него	1	11
16	в этой	1	10
17	в виде	1	10
18	для нас	2	10
19	все же	1	9
20	на земле	7	9
21	но в	3	9
22	и вообще	1	9
23	только в	2	9
24	и все	4	9
25	хотя и	5	8
26	в конце	3	8
27	вовсе не	1	8
28	но не	2	7
29	как и	4	7
30	не в	3	7
31	никогда не	3	7
32	у нас	1	7
33	так и	4	7
34	что он	4	7
35	может быть	1	7
36	говорит о	1	7
37	в результате	1	7
38	вместе с	1	7
39	и на	1	6
40	в нем	4	6
41	и что	3	6
42	что и	3	6
43	уже не	2	6
44	так как	9	6
45	с другой	1	6
46	прежде всего	2	6
47	как бы	5	6
48	и для	3	6
49	конце концов	1	6
50	а в	2	6
51	другой стороны	1	6
52	и то	2	5
53	для себя	1	5
54	не просто	1	5
55	в которой	1	5
56	и с	1	5
57	с тем	2	5
58	того как	1	5
59	людей в	3	5
60	а не	7	5
61	так же	1	5
62	будто бы	1	5
63	в самом	1	5
64	что в	3	5
65	к людям	6	4
66	человека и	6	4
67	но все	1	4
68	а его	1	4
69	ни в	3	4
70	не так	2	4
71	по крайней	1	4
72	любви и	1	4
73	свободы и	12	4
74	iv в	1	4
75	и сам	2	4
76	крайней мере	1	4
77	для людей	2	4
78	еще и	1	4
79	а с	2	4
80	нового времени	1	4
81	если не	3	4
82	людей но	1	4
83	жизни в	1	4
84	у людей	2	4
85	в виду	1	3
86	в ней	4	3
87	еще не	8	3
88	в ее	1	3
89	что они	7	3
90	в противоположность	1	3
91	от этого	3	3
92	не всегда	1	3
93	нет никакого	1	3
94	и другое	1	3
95	в духе	2	3
96	что от	2	3
97	с ним	2	3
98	после того	1	3
99	и который	1	3
100	все в	1	3
101	к нему	1	3
102	того что	5	3
103	тот же	3	3
104	человечество и	1	3
105	в человека	2	3
106	и тем	1	3
107	в одном	1	3
108	для них	2	3
109	для того	1	3
110	и никогда	2	3
111	жизнь в	1	3
112	мира в	2	3
113	а потом	1	3
114	и другие	1	3
115	и до	1	2
116	то же	1	2
117	и за	2	2
118	мы не	2	2
119	и тут	1	2
120	я не	1	2
121	человечество в	1	2
122	все эти	3	2
123	в чем	3	2
124	что люди	1	2
125	мы будем	1	2
126	отношение к	1	2
127	как в	1	2
128	и нет	1	2
129	духа в	1	2
130	тоже не	1	2
131	не к	2	2
132	по словам	1	2
133	его на	1	2
134	то ни	1	2
135	его не	2	2
136	которого не	1	2
137	это не	2	2
138	в них	3	2
139	о своем	1	2
140	с такой	1	2
141	и тогда	2	2
142	раз и	1	2
143	более всего	1	2
144	бога в	1	2
145	богами и	1	2
146	в котором	4	2
147	зла и	1	2
148	в атмосфере	1	2
149	и чести	1	2
150	на него	1	2
151	того чтобы	2	2
152	почему в	2	2
153	ничего не	1	2
154	тем что	2	2
155	уже и	1	2
156	не могут	2	2
157	к тому	3	2
158	как мы	1	2
159	верит в	2	2
160	можно было	2	2
161	за то	3	2
162	и которые	1	2
163	он был	1	2
164	нас и	3	2
165	бы то	1	2
166	духа который	1	2
167	любви к	1	2
168	нет у	4	2
169	между тем	2	2
170	от них	1	2
171	всем людям	1	2
172	вслед за	2	2
173	ли он	1	2
174	по этому	3	2
175	конечно не	2	2
176	уже в	1	2
177	и они	3	2
178	человеческого духа	1	2
179	земли и	2	2
180	людей не	2	2
181	ее в	2	2
182	огонь с	2	2
183	с небом	1	2
184	что не	4	2
185	и люди	2	2
186	то и	1	2
187	мы и	2	2
188	человеческой жизни	1	2
189	власти и	1	2
190	него не	1	2
191	в трех	1	2
192	эта идея	1	2
193	он говорит	1	2
194	да и	2	2
195	в мир	1	2
196	с этой	1	2
197	один из	2	2
198	мира и	1	2
199	человек и	1	2
200	творческую силу	1	2
201	хотя бы	3	2
202	который тоже	2	2
203	не будет	2	2
204	жизни и	3	2
205	к этому	1	2
206	во всяком	2	2
207	все что	4	2
208	в роли	1	2
209	они не	1	2
210	верит что	2	1
211	если б	1	1
212	и т	2	1
213	дел и	1	1
214	свою личность	4	1
215	символом власти	1	1
216	и есть	4	1
217	победы над	1	1
218	человеческой души	1	1
219	свое место	1	1
220	в их	1	1
221	всего только	1	1
222	вопрос о	1	1
223	всех людей	3	1
224	на себя	5	1
225	и ее	1	1
226	как бог	1	1
227	не был	1	1
228	с его	3	1
229	бы в	1	1
230	что было	2	1
231	если в	1	1
232	у них	1	1
233	ни стало	1	1
234	земли с	1	1
235	в едином	1	1
236	которые не	2	1
237	насилие и	1	1
238	во что	1	1
239	в катакомбах	1	1
240	своей и	1	1
241	могли бы	1	1
242	по пути	5	1
243	его к	2	1
244	духа и	2	1
245	и хотя	1	1
246	он дал	1	1
247	истины и	1	1
248	да будет	1	1
249	бы и	3	1
250	что это	1	1
251	и если	1	1
252	бы от	1	1
253	т д	2	1
254	от которого	3	1
255	поскольку он	1	1
256	и вот	1	1
257	не могли	2	1
258	и по	1	1
259	в образе	4	1
260	тут не	1	1
261	себя и	1	1
262	ничего выше	1	1
263	их и	1	1
264	весь мир	1	1
265	с богом	4	1
266	божественного в	1	1
267	были в	1	1
268	образ мой	1	1
269	между собою	1	1
270	их на	1	1
271	но я	1	1
272	как сама	1	1
273	еще с	1	1
274	жизни с	1	1
275	что я	3	1
276	для всякого	1	1
277	которой они	2	1
278	новых болезней	1	1
279	все это	5	1
280	их в	3	1
281	тому что	3	1
282	и очень	1	1
283	и окончательное	2	1
284	можно ли	1	1
285	с гордостью	1	1
286	не имеет	3	1
287	о чем	1	1
288	на котором	1	1
289	что их	2	1
290	и остается	1	1
291	в xx	1	1
292	и два	1	1
