N	3gram	Vygotskiy__3	Narrotol
1	в данном случае	2	8
2	в том что	11	5
3	к тому же	1	5
4	не может быть	1	4
5	подобно тому как	1	3
6	в этом отношении	1	3
7	для того чтобы	8	3
8	речь идет о	3	3
9	о том что	3	2
10	состоит в том	1	2
11	в самом деле	18	2
12	внимание на то	1	2
13	то же самое	8	2
14	до сих пор	5	2
15	в отличие от	1	2
16	заключает в себе	1	2
17	как если бы	3	2
18	в зависимости от	1	2
19	одно и то	2	2
20	как раз в	1	2
21	в этом месте	1	2
22	может быть не	2	2
23	и то же	2	2
24	и все же	1	2
25	во всяком случае	2	2
26	в свою очередь	2	2
27	можно сказать что	1	2
28	на то что	12	2
29	ни о каких	1	1
30	и столь же	1	1
31	как один из	1	1
32	более или менее	1	1
33	что для него	1	1
34	один и тот	1	1
35	он не может	1	1
36	с другой стороны	5	1
37	перед нами совершенно	1	1
38	с точки зрения	9	1
39	как и все	1	1
40	том случае если	1	1
41	в той же	1	1
42	как мы увидим	2	1
43	только то что	2	1
44	что не только	1	1
45	и то что	3	1
46	если бы она	2	1
47	в сущности говоря	7	1
48	этот второй смысл	1	1
49	она может быть	1	1
50	не то что	2	1
51	в том случае	1	1
52	как и на	1	1
53	может быть и	1	1
54	той же мере	1	1
55	в ней есть	1	1
56	действующих лиц что	1	1
57	все та же	1	1
58	с одной стороны	5	1
59	и тот же	1	1
60	мы увидим впоследствии	2	1
61	ему что он	1	1
62	а с другой	1	1
63	и как бы	2	1
64	потому что в	1	1
65	и о его	1	1
66	и та же	2	1
67	одна и та	1	1
68	что у него	2	1
69	здесь не только	1	1
70	то же слово	1	1
71	если бы перед	1	1
72	свое отражение в	1	1
73	того о чем	1	1
74	самом деле в	1	1
75	бросается в глаза	1	1
76	не мог бы	1	1
77	в том именно	1	1
78	и о каждом	1	1
79	мы не можем	2	1
80	и как будто	1	1
81	и в самом	10	1
82	это все равно	1	1
83	но все же	1	1
84	но и не	1	1
85	к тому что	2	1
86	не оказывается и	1	1
87	которая состоит в	1	1
88	на самом деле	2	1
89	еще при жизни	1	1
90	бы перед нами	1	1
91	и т д	4	1
92	как мы видели	2	1
