N	3gram	Vinokur_Ku_3	Vvedenie
1	и т д	8	36
2	для того чтобы	11	20
3	в том что	8	12
4	о том что	3	12
5	но также и	1	9
6	в этом смысле	1	8
7	не может быть	3	8
8	тем не менее	9	8
9	до сих пор	8	6
10	в самом деле	11	6
11	то же время	1	6
12	в то же	1	6
13	т д но	1	5
14	и т п	41	5
15	в той мере	1	5
16	в том чтобы	3	5
17	той мере в	1	5
18	с другой стороны	3	5
19	мере в какой	1	5
20	по отношению к	2	4
21	в общем случае	1	4
22	в этом случае	4	4
23	можно было бы	10	4
24	на этот вопрос	1	4
25	по крайней мере	1	4
26	т е в	1	4
27	в данном случае	4	4
28	не только в	3	4
29	и в этом	4	4
30	не только как	3	4
31	во всяком случае	1	4
32	само по себе	1	4
33	с одной стороны	4	4
34	также и в	1	3
35	в строгом смысле	1	3
36	в собственном смысле	1	3
37	с тем что	1	3
38	вместе с тем	1	3
39	и тем не	3	3
40	в известном смысле	2	3
41	в том отношении	1	3
42	заключается в том	1	3
43	и в самом	4	3
44	том отношении что	1	3
45	сама по себе	2	3
46	но все же	1	3
47	как мы видели	2	3
48	в свое время	2	3
49	потому что он	1	2
50	в другом месте	1	2
51	в чем же	1	2
52	и той же	1	2
53	по меньшей мере	1	2
54	не говоря уже	2	2
55	то же самое	1	2
56	что же касается	1	2
57	по своему значению	1	2
58	свое значение и	1	2
59	с точки зрения	16	2
60	принять во внимание	2	2
61	хотя бы и	1	2
62	обратить внимание на	1	2
63	а отсюда и	1	2
64	может быть и	1	2
65	в данном отношении	1	2
66	в известной мере	1	2
67	как об искусстве	1	2
68	смысле этого слова	2	2
69	и не могут	1	2
70	именно на этом	1	2
71	не могут быть	2	2
72	самом деле как	1	2
73	не в том	2	2
74	чтобы понять что	1	2
75	в связи с	4	2
76	в целом ряде	1	2
77	тем или иным	1	2
78	на вопрос о	1	2
79	а так как	1	2
80	вовсе не в	1	2
81	по этому поводу	1	2
82	одной и той	1	2
83	это еще не	1	2
84	это не только	1	2
85	в большей степени	2	2
86	той или иной	5	2
87	и того же	2	1
88	сплошь да рядом	2	1
89	только в особых	1	1
90	в сущности уже	1	1
91	должна быть положена	1	1
92	она есть не	1	1
93	но это уже	1	1
94	тех пор пока	4	1
95	в той или	2	1
96	точки зрения на	2	1
97	мы говорим о	1	1
98	этот вопрос мы	1	1
99	потому что в	2	1
100	со стороны ее	1	1
101	прежде всего в	1	1
102	мы имеем право	1	1
103	более или менее	2	1
104	хотя бы уже	1	1
105	на самом деле	3	1
106	после этого уже	1	1
107	русского языка и	2	1
108	бы сказать что	3	1
109	пользоваться письменным словом	1	1
110	эта установка на	1	1
111	он мог бы	1	1
112	в языке и	1	1
113	но и как	1	1
114	не только слово	1	1
115	здесь не место	1	1
116	то или иное	2	1
117	тем что она	2	1
118	говоря уже о	2	1
119	в таком случае	2	1
120	сам по себе	3	1
121	того что сказано	2	1
122	в отличие от	2	1
123	но и в	1	1
124	каждой из этих	1	1
125	том чтобы выяснить	1	1
126	только в том	2	1
127	только то что	2	1
128	т е о	1	1
129	из этих ответов	1	1
130	совершенно ясно что	2	1
131	или иной степени	1	1
132	том что не	2	1
133	в том-то и	1	1
134	особых пояснений понятно	1	1
135	пока мы говорим	1	1
136	с этой точки	1	1
137	и должно составить	1	1
138	ту или иную	1	1
139	не то что	1	1
140	на время в	1	1
141	в зависимости от	7	1
142	языковедение в свое	1	1
143	было до сих	1	1
144	самом деле есть	1	1
145	уже потому что	1	1
146	можно считать не	1	1
147	если же мы	1	1
148	уже о том	1	1
149	языка т е	3	1
150	он есть и	1	1
151	понимается нами не	1	1
152	так же как	1	1
153	а кроме того	1	1
154	в первом случае	2	1
155	формы но также	1	1
156	пояснений понятно что	1	1
157	занятия по языку	2	1
158	заключается не только	1	1
159	мы имеем в	1	1
160	можно говорить о	3	1
161	в общем смысле	1	1
162	все эти отдельные	1	1
163	т е с	1	1
164	уже само по	1	1
165	не иначе как	1	1
166	человеческого общения и	1	1
167	только после того	2	1
168	работы и в	1	1
169	бы то ни	1	1
170	собственном смысле слова	1	1
171	лишь в том	2	1
172	том-то и дело	1	1
173	когда мы говорим	1	1
174	как указание на	1	1
175	тем что в	1	1
176	научного языковедения и	1	1
177	этой точки зрения	1	1
178	внимание на те	1	1
179	а в том	1	1
180	о языке как	1	1
181	может быть не	1	1
182	язык как на	1	1
183	до тех пор	4	1
184	как уже сказано	1	1
185	то обстоятельство что	3	1
186	от того что	2	1
187	не потому что	1	1
188	же самое что	1	1
189	от прочих наук	1	1
190	в котором можно	1	1
191	в свою очередь	1	1
192	что в ней	1	1
193	но дело не	1	1
194	смысл отношений между	1	1
195	того или иного	3	1
196	собственном смысле этого	1	1
197	входить в подробное	1	1
198	уже в том	1	1
199	имеет своей целью	1	1
200	и прежде всего	1	1
201	но в этом	1	1
202	именно потому что	1	1
203	могло бы составить	1	1
204	лишь как указание	1	1
205	только тогда когда	4	1
206	таких выражений как	1	1
207	и дело что	1	1
208	как мы видим	1	1
209	одного и того	2	1
210	заключается вовсе не	1	1
211	после того как	4	1
212	т д и	1	1
213	уже не только	2	1
214	в ряду прочих	1	1
215	без особых пояснений	1	1
216	еще не значит	1	1
217	к тому что	1	1
218	было бы сказать	3	1
219	вопросом об отношении	1	1
220	в этом ее	1	1
221	его грамматическую систему	1	1
222	ответа на этот	1	1
223	а именно в	1	1
224	научное языковедение в	1	1
225	из того что	1	1
226	и вопрос о	1	1
