N	2gram	Voloshinov_1	Myslijsy
1	потому что	1	49
2	и в	13	24
3	может быть	8	23
4	в сознании	4	23
5	то что	6	20
6	и не	8	19
7	в том	2	18
8	а не	2	18
9	что в	3	16
10	не только	6	15
11	по себе	1	15
12	того же	1	14
13	при этом	2	13
14	не в	3	13
15	было бы	4	13
16	то же	4	12
17	но не	1	12
18	мы можем	4	12
19	не может	8	12
20	мы не	4	11
21	таким образом	6	11
22	вместе с	1	11
23	если бы	2	11
24	что мы	1	11
25	только в	6	11
26	как в	2	10
27	звука и	1	10
28	в себе	3	10
29	для него	2	10
30	так как	3	10
31	в нем	2	9
32	вовсе не	2	9
33	но и	3	9
34	как бы	6	9
35	в этом	2	8
36	более или	1	8
37	том что	2	8
38	или менее	1	8
39	могут быть	2	8
40	а в	2	8
41	в чем	2	7
42	с этим	3	7
43	как и	3	7
44	между собою	2	7
45	зрения и	1	7
46	того как	1	7
47	или же	1	7
48	быть может	1	7
49	прежде всего	9	7
50	тем что	2	7
51	и как	1	6
52	тем не	1	6
53	в то	1	6
54	не имеет	2	6
55	связи с	1	6
56	между тем	2	6
57	не можем	1	6
58	в одном	3	6
59	с другой	2	6
60	не было	1	6
61	в ряду	1	6
62	этого слова	1	6
63	по поводу	1	6
64	человеческой речи	2	5
65	столь же	1	5
66	что они	2	5
67	все же	5	5
68	уже в	2	5
69	на то	1	5
70	есть не	2	5
71	и уже	3	5
72	не менее	2	5
73	и наоборот	1	5
74	так и	3	5
75	по мере	1	5
76	тот же	2	5
77	в них	2	5
78	для того	1	5
79	в природе	1	5
80	и их	7	5
81	слова есть	1	5
82	в которой	3	5
83	нам кажется	1	4
84	к другому	1	4
85	в самом	2	4
86	еще не	1	4
87	но в	4	4
88	и если	1	4
89	такой же	1	4
90	они не	1	4
91	и другое	1	4
92	подобно тому	1	4
93	одна из	1	4
94	должны быть	1	4
95	и сами	1	4
96	в некоторых	1	4
97	так в	1	4
98	никогда не	3	4
99	и что	1	4
100	что он	1	4
101	с одной	2	4
102	и вместе	1	4
103	там где	2	4
104	если не	1	4
105	тому как	1	4
106	от него	1	4
107	вряд ли	3	3
108	например в	1	3
109	человека и	1	3
110	и то	3	3
111	но тем	1	3
112	но даже	1	3
113	то это	1	3
114	не совсем	1	3
115	которые не	1	3
116	в целом	2	3
117	думать что	2	3
118	мы чувствуем	1	3
119	что без	1	3
120	что она	1	3
121	не как	3	3
122	отношений между	2	3
123	и может	2	3
124	на все	1	3
125	его в	1	3
126	от одного	1	3
127	и тем	2	3
128	кажется что	2	3
129	о которых	1	3
130	далеко не	1	3
131	и тогда	1	3
132	и при	2	3
133	себе в	1	3
134	быть не	1	3
135	бы быть	1	3
136	в ней	2	3
137	мысли в	1	3
138	языка и	5	3
139	те же	2	3
140	мог бы	2	3
141	представлений и	2	3
142	мы в	1	3
143	но мы	4	3
