N	3gram	Tiupa_Hudo_1	Problemy
1	с точки зрения	3	8
2	по отношению к	9	5
3	то же время	5	5
4	с самим собою	1	5
5	в то же	5	5
6	в отличие от	7	4
7	сама по себе	2	4
8	не может быть	3	4
9	как бы в	1	4
10	в той или	2	3
11	более или менее	5	3
12	к тому же	1	3
13	с другой стороны	5	3
14	той или иной	4	3
15	с самим собой	1	3
16	как и в	1	3
17	в настоящее время	1	2
18	в этом смысле	3	2
19	том что он	1	2
20	может быть и	2	2
21	в том или	1	2
22	в отношении к	1	2
23	и то же	3	2
24	по себе еще	1	2
25	одно и то	3	2
26	тем не менее	3	2
27	в то время	1	2
28	друг от друга	1	2
29	в этих случаях	1	2
30	человека и его	1	2
31	себе еще не	1	2
32	каждая из этих	1	1
33	точки зрения и	1	1
34	я и мир	1	1
35	в этом мире	2	1
36	и в жизни	1	1
37	иметь в виду	1	1
38	в виду что	1	1
39	прежде всего в	1	1
40	как бы не	1	1
41	в том числе	2	1
42	в том и	2	1
43	он не только	1	1
44	то же самое	1	1
45	по крайней мере	1	1
46	в таком случае	1	1
47	принадлежащих к различным	1	1
48	что он не	1	1
49	является одним из	1	1
50	бы то ни	1	1
51	речи и соответственно	1	1
52	ибо и в	1	1
53	при этом не	1	1
54	том числе и	1	1
55	художественного творчества он	1	1
56	том или ином	1	1
57	человека с человеком	1	1
58	бы развернуть в	1	1
59	в значительной степени	1	1
60	и со всеми	1	1
61	незаметно для читателя	1	1
62	то ни было	1	1
63	по своей структуре	1	1
64	с одной стороны	2	1
65	в связи с	1	1
66	отношению к нему	1	1
67	но в отличие	1	1
68	как один из	1	1
69	в романе достоевского	1	1
70	не входит в	1	1
71	таком случае это	1	1
72	в равной степени	2	1
73	так или иначе	3	1
74	отношение между ними	1	1
75	с ним как	1	1
76	это возможно в	1	1
77	продолжением и развитием	1	1
78	или иной форме	1	1
79	своими корнями в	1	1
80	и в том	1	1
81	здесь как бы	1	1
82	о том что	1	1
83	не была бы	1	1
84	как бы вбирает	1	1
85	этой точки зрения	1	1
86	никогда не бывает	1	1
87	ивана карамазова в	1	1
88	можно сказать что	3	1
89	в известной степени	1	1
90	но не в	1	1
91	больше и больше	1	1
92	таким образом и	1	1
93	в том что	7	1
94	в своей жизни	1	1
