N	3gram	Vygotskiy__1	Literetu
1	не может быть	8	7
2	с одной стороны	5	6
3	в конечном счете	3	5
4	в том что	9	5
5	состоит в том	2	4
6	едва ли не	1	4
7	с другой стороны	5	4
8	с точки зрения	2	3
9	в этом отношении	2	3
10	в том чтобы	7	3
11	речь идет о	1	3
12	о том что	7	2
13	подобно тому как	5	2
14	и т п	15	2
15	одно и то	1	2
16	и то же	1	2
17	поскольку речь идет	1	2
18	в том числе	1	2
19	тем не менее	2	2
20	в области искусства	2	2
21	и в сущности	1	1
22	привносит от себя	1	1
23	такой же мере	1	1
24	тех пор пока	1	1
25	мы имеем дело	1	1
26	но то что	1	1
27	то же самое	2	1
28	искусство в том	1	1
29	одной стороны и	1	1
30	и в полном	1	1
31	он не может	1	1
32	вместе с тем	2	1
33	в отличие от	3	1
34	только то что	1	1
35	не могут быть	1	1
36	том числе и	1	1
37	в сущности говоря	3	1
38	до тех пор	1	1
39	в основе своей	1	1
40	принципиальное различие между	1	1
41	с этой точки	4	1
42	и то что	1	1
43	в конце концов	3	1
44	в себя и	1	1
45	в действительности же	1	1
46	и не было	1	1
47	приводит к тому	1	1
48	в такой же	1	1
49	не в том	5	1
50	в целом ряде	2	1
51	это и не	1	1
52	себе а в	1	1
53	все то что	3	1
54	с тем чтобы	1	1
55	этой точки зрения	5	1
56	а в том	2	1
57	произведение искусства есть	2	1
58	мы не можем	2	1
59	имел в виду	1	1
60	в свою очередь	1	1
61	на самом деле	2	1
62	в одном из	2	1
63	то есть в	2	1
64	не только не	3	1
65	так как у	1	1
66	идет не только	1	1
67	тех или иных	2	1
68	для того чтобы	5	1
