N	3gram	Propp_Isto_5	OGranits
1	с точки зрения	1	5
2	не может быть	3	4
3	по отношению к	2	3
4	но так как	2	2
5	в самом деле	1	2
6	в зависимости от	1	2
7	в данном случае	2	2
8	с одной стороны	7	2
9	с другой стороны	8	2
10	с самого начала	1	2
11	в том что	2	2
12	этой точки зрения	1	1
13	отражается еще в	1	1
14	иметь в виду	1	1
15	в виду что	1	1
16	об этом говорит	1	1
17	на самом деле	1	1
18	подобно тому как	1	1
19	в отличие от	1	1
20	в античной греции	1	1
21	с этой точки	1	1
22	и в индии	1	1
23	и тем что	1	1
24	постановка вопроса о	1	1
25	что едва ли	1	1
26	для того чтобы	3	1
27	в особенности в	2	1
28	так же как	3	1
29	может быть не	1	1
30	если бы мы	2	1
31	его роль в	1	1
32	уже видели как	1	1
33	состоит в том	1	1
34	тем не менее	4	1
35	и вместе с	2	1
36	в одном случае	1	1
37	в связи с	4	1
38	само по себе	1	1
39	мы уже видели	1	1
40	то же время	1	1
41	но тем не	1	1
42	таким образом мы	2	1
43	может быть это	1	1
44	хотя бы в	1	1
45	на этом мы	1	1
46	на то что	2	1
47	в то же	1	1
48	в себя как	1	1
49	как и в	2	1
50	же представляет себе	1	1
