N	3gram	Tiupa_Hudo_1	Problemy
1	и т п	8	9
2	с точки зрения	3	8
3	до сих пор	2	7
4	по отношению к	8	5
5	то же время	8	5
6	в то же	8	5
7	как и все	1	4
8	в отличие от	1	4
9	не может быть	2	4
10	друг с другом	1	4
11	в самом деле	4	4
12	как бы в	1	4
13	и т д	3	4
14	к себе самому	2	3
15	более или менее	1	3
16	можно было бы	4	3
17	мы уже говорили	1	3
18	но в то	3	3
19	как и в	3	3
20	как нам кажется	1	2
21	в этом смысле	1	2
22	том что он	1	2
23	и та же	1	2
24	того и другого	1	2
25	в письме к	1	2
26	не укладывается в	1	2
27	в конце концов	1	2
28	но при этом	1	2
29	одна и та	1	2
30	тем не менее	3	2
31	но все же	1	2
32	на то что	2	2
33	друг от друга	1	2
34	в узком смысле	1	2
35	о том как	2	1
36	он живет в	1	1
37	а между тем	1	1
38	же время не	1	1
39	лишь то что	1	1
40	уже не может	1	1
41	прежде всего в	1	1
42	приходит в столкновение	1	1
43	нельзя не согласиться	1	1
44	в том и	1	1
45	то же самое	1	1
46	одной стороны и	1	1
47	же как и	1	1
48	в таком случае	1	1
49	в сущности в	1	1
50	в столкновение с	2	1
51	сами по себе	1	1
52	этом так что	1	1
53	что он не	2	1
54	и так или	1	1
55	в себе и	1	1
56	при этом не	1	1
57	никогда не была	1	1
58	б м эйхенбаум	1	1
59	здесь не в	1	1
60	в значительной степени	2	1
61	не согласиться с	2	1
62	вообще во всех	1	1
63	не в его	1	1
64	мы не знаем	1	1
65	с одной стороны	1	1
66	в связи с	3	1
67	в равной степени	1	1
68	для него в	1	1
69	каждый из них	1	1
70	так или иначе	2	1
71	прежде всего на	1	1
72	в нем не	1	1
73	все же не	1	1
74	и из нее	1	1
75	в следующей главе	3	1
76	во всяком случае	1	1
77	своими корнями в	1	1
78	вместо того чтобы	2	1
79	самом деле в	2	1
80	о том что	9	1
81	это еще не	1	1
82	между этими двумя	1	1
83	героя и героини	1	1
84	в этом он	1	1
85	так и в	1	1
86	не может не	1	1
87	на самом деле	1	1
88	такой же как	1	1
89	этой точки зрения	1	1
90	никогда не бывает	1	1
91	не только не	1	1
92	но в этом	1	1
93	в художественном мире	1	1
94	если бы не	1	1
95	в том что	6	1
96	и каждый из	1	1
97	в своей жизни	1	1
