N	3gram	Bakhtin_Fr_7	VLabPisa
1	в этом отношении	2	13
2	по отношению к	2	7
3	по этому поводу	1	7
4	более или менее	2	6
5	то же время	9	5
6	в то же	9	5
7	в связи с	1	4
8	в том что	3	4
9	о том как	2	3
10	это и есть	1	3
11	о том что	1	3
12	в одном из	1	3
13	в чем же	1	2
14	в том числе	4	2
15	таким образом в	1	2
16	можно было бы	2	2
17	в частности к	1	2
18	в этом процессе	1	2
19	в конце концов	4	2
20	нет никаких оснований	1	2
21	во всяком случае	1	2
22	том числе и	2	2
23	все эти явления	1	2
24	и в другом	1	2
25	и может быть	1	1
26	и есть то	2	1
27	на этот вопрос	1	1
28	очень важную в	1	1
29	у него был	1	1
30	в конце года	1	1
31	можно определить как	1	1
32	и по отношению	1	1
33	в этом смысле	1	1
34	и в каждой	2	1
35	в том же	1	1
36	плоть и кровь	1	1
37	как и все	1	1
38	но и в	1	1
39	то что в	2	1
40	по аналогии с	1	1
41	том или ином	1	1
42	со всех сторон	1	1
43	не подлежит сомнению	1	1
44	в плоть и	1	1
45	момент в процессе	1	1
46	но к ним	1	1
47	в применении к	1	1
48	в том или	1	1
49	в данном случае	1	1
50	но в то	3	1
51	не только в	1	1
52	таким образом и	2	1
53	том же духе	1	1
54	то же самое	1	1
55	имеет ничего общего	1	1
56	мы видим что	1	1
57	это одна из	3	1
58	все то что	3	1
59	не имеет ничего	1	1
60	в системе образов	1	1
61	дошедших до нас	1	1
62	и благодаря этому	2	1
63	у него в	1	1
64	но по существу	2	1
65	имеем в виду	2	1
66	именно к этому	1	1
67	в свою очередь	3	1
68	ничего общего с	1	1
69	но и для	1	1
70	после того как	4	1
71	чрезвычайно разнообразны они	1	1
72	к тому же	1	1
73	не в этом	1	1
74	не только для	1	1
