N	2gram	Tiupa_Lite_1	Hudozhes
1	и в	8	28
2	в рассказе	1	21
3	том что	14	19
4	в ее	1	18
5	и не	12	18
6	своего рода	11	16
7	в том	16	15
8	а не	16	14
9	в этом	12	13
10	не в	8	13
11	о том	2	12
12	перед нами	1	11
13	не только	24	11
14	при этом	19	11
15	как и	6	11
16	в его	7	11
17	уже не	7	10
18	не случайно	2	10
19	у чехова	1	9
20	с собачкой	2	9
21	в себе	7	9
22	но и	17	9
23	чеховского рассказа	1	9
24	так и	4	8
25	между тем	2	8
26	что он	5	8
27	себя в	6	8
28	в жизни	6	8
29	в душе	3	8
30	может быть	13	8
31	я не	7	7
32	по отношению	3	7
33	тогда как	13	7
34	казалось что	1	7
35	состоит в	11	7
36	в мире	2	7
37	к тому	2	7
38	в частности	15	7
39	как это	8	7
40	и все	1	7
41	жизни в	1	7
42	отношению к	2	7
43	я и	7	6
44	в котором	1	6
45	то же	5	6
46	не было	3	6
47	и с	1	6
48	в глазах	1	6
49	в своей	4	6
50	в то	5	6
51	тем что	2	6
52	казалось бы	5	6
53	для себя	5	6
54	если бы	1	6
55	сводится к	3	6
56	можно сказать	1	6
57	это не	4	6
58	а в	3	6
59	то что	10	6
60	жизни и	3	6
61	жизни как	1	5
62	с его	5	5
63	в этой	4	5
64	как в	5	5
65	в самом	3	5
66	в своем	11	5
67	не менее	7	5
68	у него	3	5
69	никогда не	4	5
70	в тексте	8	5
71	и его	4	5
72	в детстве	1	5
73	она не	1	5
74	и сам	6	5
75	его жизни	1	5
76	только на	2	5
77	одно из	3	5
78	для него	2	5
79	художественного целого	2	5
80	как бы	7	5
81	да и	3	5
82	с ее	1	5
83	что в	3	5
84	но не	4	4
85	в художественном	4	4
86	то в	1	4
87	наш взгляд	5	4
88	подобно тому	2	4
89	на наш	5	4
90	человека в	1	4
91	он не	1	4
92	и уже	1	4
93	тем не	2	4
94	для нее	2	4
95	человеческого я	3	4
96	же время	5	4
97	и сама	1	4
98	как будто	2	4
99	и о	1	4
100	в конечном	5	4
101	вслед за	1	4
102	что они	1	4
103	в миропорядке	1	4
104	только в	8	4
105	в качестве	17	4
106	что и	1	4
107	как раз	4	4
108	превращается в	2	4
109	то и	2	4
110	не может	5	4
111	тому как	2	4
112	о своем	2	4
113	была бы	1	3
114	чтобы не	2	3
115	человека и	2	3
116	и казалось	1	3
117	по преимуществу	4	3
118	едва ли	1	3
119	на себя	2	3
120	всю ночь	1	3
121	и он	1	3
122	но при	2	3
123	еще не	4	3
124	и на	1	3
125	столь же	4	3
126	в ответ	1	3
127	под оболочкой	1	3
128	со стороны	4	3
129	и читатель	1	3
130	чеховского героя	1	3
131	следующим образом	2	3
132	бы не	3	3
133	как он	2	3
134	в нем	2	3
135	и читателя	1	3
136	можно было	2	3
137	было бы	2	3
138	в это	1	3
139	в них	1	3
140	соответствии с	1	3
141	несмотря на	3	3
142	в этих	1	3
143	пока еще	1	3
144	этом и	1	3
145	как о	1	3
146	на него	1	3
147	о них	1	3
148	отдельного человека	1	3
149	со своим	1	3
150	личности в	1	3
151	своего я	1	3
152	к себе	3	3
153	и ему	1	3
154	к нему	1	3
155	одной из	1	3
156	с одной	2	3
157	для нас	1	3
158	конечном счете	4	3
159	в одном	1	3
160	с другой	3	3
161	а с	1	3
162	во внешней	1	3
163	прежде всего	11	3
164	в соответствии	1	3
165	человек в	1	3
166	среди других	1	3
167	одной стороны	2	3
168	зрелого чеховского	1	3
169	в состоянии	1	3
170	всего лишь	4	3
171	или в	1	3
172	к чужому	1	3
173	все они	2	3
174	в памяти	1	3
175	героя и	1	3
176	о себе	4	3
177	и состоит	1	3
178	по поводу	2	3
179	самом деле	2	3
180	все что	1	3
181	же как	1	2
182	и то	2	2
183	о любви	1	2
184	той же	3	2
185	а как	2	2
186	который в	1	2
187	говорить о	1	2
188	а для	2	2
189	личности с	1	2
190	он сам	1	2
191	нам представляется	1	2
192	анну сергеевну	1	2
193	тем как	1	2
194	ответ на	1	2
195	внутреннего я	2	2
196	отношение к	1	2
197	более чем	3	2
198	без другого	1	2
199	внутри себя	1	2
200	все же	4	2
201	как уже	1	2
202	но в	3	2
203	дамы с	2	2
204	говорится в	2	2
205	со своей	1	2
206	та же	2	2
207	художественного мышления	1	2
208	в нашем	1	2
209	из этих	2	2
210	тому же	2	2
211	роли в	1	2
212	в принципе	3	2
213	не как	4	2
214	на этом	2	2
215	однако в	2	2
216	из ключевых	1	2
217	а по	1	2
218	лишь в	4	2
219	его в	3	2
220	это было	1	2
221	себя во	1	2
222	от которого	1	2
223	автора и	1	2
224	со всей	1	2
225	в г	1	2
226	от своего	2	2
227	с точки	2	2
228	не столько	5	2
229	жизни с	2	2
230	что я	2	2
231	а вот	1	2
232	дело не	2	2
233	одна из	3	2
234	тогда в	1	2
235	ему в	1	2
236	в основе	3	2
237	жизненные позиции	1	2
238	как мы	1	2
239	людей в	1	2
240	данном случае	4	2
241	самим собою	2	2
242	мысль о	1	2
243	приводит к	3	2
244	роль в	2	2
245	с собой	4	2
246	с самим	1	2
247	до сих	1	2
248	во второй	1	2
249	в последней	1	2
250	о нем	1	2
251	жизни не	2	2
252	и т.д	1	2
253	в другом	2	2
254	а также	5	2
255	я а	1	2
256	во втором	2	2
257	нуждается в	3	2
258	и только	2	2
259	один из	3	2
260	себя с	1	2
261	он уже	1	2
262	впрочем и	1	2
263	она лишь	1	2
264	с какой	1	2
265	же и	3	2
266	и у	1	2
267	в виде	1	2
268	нет я	2	2
269	себе в	2	2
270	из них	4	2
271	вовсе не	1	2
272	жизни на	2	2
273	сих пор	1	2
274	в финале	1	2
275	никого не	1	2
276	другого и	1	2
277	или иной	2	2
278	именно в	1	2
279	еще и	3	2
280	себя и	1	2
281	что не	2	2
282	мы знаем	1	2
283	а за	1	2
284	воспринимающего сознания	1	2
285	именно так	2	2
286	однако и	1	2
287	было на	1	2
288	нет ничего	2	2
289	вместе с	1	2
290	в данном	5	2
291	с такой	1	2
292	сам не	1	2
293	что же	1	2
294	писателя в	1	2
295	художественности в	1	2
296	и от	1	2
297	только для	1	2
298	о его	1	2
299	перед смертью	1	2
300	не является	2	2
301	отнюдь не	2	2
302	финале рассказа	1	2
303	это уже	2	2
304	у которого	1	2
305	потому что	3	2
306	хотя бы	2	2
307	точки зрения	6	2
308	между ними	1	2
309	сказать что	1	2
310	они все	1	2
311	я это	1	2
312	что даже	1	2
313	этой связи	1	2
314	тем самым	5	2
315	гораздо более	1	2
316	в роли	1	2
317	говорит это	1	1
318	книги то	1	1
319	одним из	5	1
320	этой фразы	1	1
321	например в	3	1
