N	3gram	Potebnia_M_2	Literetu
1	то же время	2	7
2	в то же	2	7
3	в отличие от	1	5
4	с одной стороны	3	4
5	о том что	1	4
6	в том что	7	4
7	тогда как в	2	3
8	не может быть	2	3
9	то что я	1	2
10	состоит в том	1	2
11	подобно тому как	4	2
12	одной стороны и	1	2
13	потому что не	1	2
14	бы то ни	1	2
15	из того что	1	2
16	в том чтобы	1	2
17	то ни было	1	2
18	и если это	1	2
19	с другой стороны	2	2
20	это последнее имеет	1	2
21	и тем самым	1	2
22	в одном из	1	2
23	и в самом	1	2
24	на то что	3	2
25	если это последнее	1	2
26	обратим внимание на	1	2
27	мы чувствуем что	1	1
28	место в ряду	2	1
29	не только по	2	1
30	здесь может быть	1	1
31	на самом деле	2	1
32	о том как	1	1
33	в зависимость от	1	1
34	друг от друга	1	1
35	оно должно быть	1	1
36	только в том	1	1
37	но не в	2	1
38	вместе с тем	1	1
39	от той же	1	1
40	тому как в	1	1
41	то что в	2	1
42	и т п	3	1
43	но это не	1	1
44	могли бы быть	1	1
45	может быть только	1	1
46	и тем не	1	1
47	может быть не	3	1
48	влияние на все	1	1
49	на мой взгляд	1	1
50	нельзя не согласиться	1	1
51	в себе как	1	1
52	в связи с	1	1
53	и находя в	1	1
54	вопрос о том	1	1
55	но не только	1	1
56	для того чтобы	2	1
57	то есть когда	1	1
58	между тем как	2	1
59	на вопрос что	1	1
60	в ряду других	1	1
61	одно из них	1	1
62	при этом как	1	1
63	пространство и в	1	1
64	более или менее	8	1
65	которое может быть	1	1
66	в жизни всякого	1	1
67	в свою очередь	6	1
68	при этом и	1	1
69	ничего общего с	1	1
70	втором случае человек	1	1
71	при этом не	1	1
72	с этой точки	1	1
73	может и не	1	1
74	мы уже не	1	1
75	это как бы	1	1
76	сама по себе	2	1
77	тем не менее	5	1
78	и не имеет	2	1
79	в целом как	1	1
80	отношения к другим	2	1
