N	3gram	Trubetskoy_1	Vladivir
1	в том что	7	10
2	тем не менее	1	9
3	о том что	2	8
4	с точки зрения	9	6
5	вместе с тем	3	6
6	не может быть	4	6
7	более или менее	4	5
8	в конце концов	3	5
9	и в этом	1	5
10	дело в том	1	5
11	к тому же	1	5
12	точно так же	2	4
13	никогда не был	1	4
14	и то что	3	4
15	в настоящее время	2	3
16	только в том	2	3
17	бы то ни	4	3
18	в том случае	4	3
19	во всяком случае	6	3
20	в то же	10	3
21	также и то	1	3
22	сводится к тому	1	2
23	само собой разумеется	1	2
24	то ни стало	3	2
25	но даже и	1	2
26	при таких условиях	3	2
27	во что бы	3	2
28	в этом отношении	1	2
29	том случае если	3	2
30	что бы то	3	2
31	так же как	1	2
32	в данном случае	3	2
33	только в виде	1	2
34	даже и в	1	2
35	в связи с	1	2
36	и в том	2	2
37	в себе и	2	2
38	то же время	10	2
39	и вместе с	2	2
40	то это есть	1	2
41	на то что	4	2
42	к тому что	2	2
43	в согласии с	1	2
44	к богу а	1	1
45	стремления во что	1	1
46	не может не	3	1
47	несмотря на все	1	1
48	а следовательно и	2	1
49	уже знаем что	1	1
50	так же и	1	1
51	и не только	1	1
52	между прочим и	1	1
53	если стоять на	1	1
54	представить себе что	1	1
55	не дала бы	1	1
56	в том и	2	1
57	в том же	1	1
58	в этом случае	3	1
59	с ярко выраженной	1	1
60	до сих пор	5	1
61	приходится признать что	1	1
62	и то и	1	1
63	том что вся	1	1
64	сама по себе	2	1
65	не может иметь	1	1
66	лишь при условии	2	1
67	но можно ли	1	1
68	только то что	1	1
69	ко всему этому	1	1
70	от того чтобы	1	1
71	можно было бы	3	1
72	перед нами не	1	1
73	на точке зрения	1	1
74	собой разумеется что	1	1
75	не просто в	1	1
76	лишь постольку поскольку	1	1
77	то и другое	1	1
78	отнюдь не является	1	1
79	и в жизни	1	1
80	не есть только	1	1
81	не подлежит никакому	1	1
82	вопрос о том	1	1
83	и что в	1	1
84	и если в	3	1
85	то ни было	1	1
86	подлежит никакому сомнению	1	1
87	не был и	1	1
88	в данном вопросе	2	1
89	самое большее что	1	1
90	ни на каком	1	1
91	в противном случае	1	1
92	случае когда оно	1	1
93	говорить не о	1	1
94	только с точки	1	1
95	является для них	1	1
96	о которых мы	1	1
97	в самом себе	2	1
98	потому что они	1	1
99	с тем чтобы	3	1
100	и должно быть	1	1
101	иначе и не	1	1
102	это и есть	1	1
103	к которой он	4	1
104	речь шла о	1	1
105	с самого начала	1	1
106	в самом деле	1	1
107	той или иной	3	1
108	и потому тоже	1	1
109	он еще не	1	1
110	заключается в том	1	1
111	все они имеют	1	1
112	а в действительном	1	1
113	бы для него	1	1
114	в том числе	1	1
115	том случае когда	1	1
116	мы уже знаем	1	1
117	не только от	1	1
118	для того чтобы	6	1
119	критическом отношении к	1	1
120	нечего и говорить	1	1
121	лишь в том	2	1
122	то же самое	1	1
123	и в своем	1	1
