N	2gram	Bakhtin_Pr_2	Problema
1	то есть	4	46
2	в его	10	43
3	и не	29	42
4	и в	43	38
5	не может	18	27
6	может быть	23	26
7	как бы	22	22
8	по отношению	5	21
9	в художественном	3	20
10	отношению к	5	19
11	и с	5	17
12	и его	8	16
13	в этом	13	15
14	в нем	12	15
15	и т	13	14
16	только в	4	13
17	т п	9	13
18	прежде всего	10	13
19	но не	5	12
20	за пределы	3	12
21	художественного творчества	2	12
22	в единстве	3	12
23	художественного произведения	1	11
24	во всех	4	11
25	ни в	2	11
26	и для	3	11
27	не входит	2	10
28	отношение к	2	10
29	таким образом	5	10
30	в их	3	10
31	материала в	1	10
32	художественном творчестве	3	10
33	к нему	5	10
34	не только	11	9
35	в поэзии	2	9
36	не имеет	1	9
37	его в	3	9
38	но и	14	9
39	и как	2	8
40	входит в	2	8
41	было бы	5	8
42	точки зрения	13	8
43	произведения как	2	8
44	в том	6	8
45	и др	2	8
46	то что	7	8
47	еще не	9	7
48	в самом	7	7
49	вообще не	1	7
50	в плане	1	7
51	как и	14	7
52	не в	11	7
53	как мы	10	7
54	с другой	4	7
55	между тем	3	7
56	слова в	12	7
57	с помощью	1	7
58	совершенно не	4	7
59	в своей	4	7
60	что в	4	7
61	отношения к	2	6
62	самом деле	5	6
63	там где	4	6
64	и наконец	6	6
65	в пределах	16	6
66	не к	1	6
67	форма есть	1	6
68	не всегда	1	6
69	с точки	8	6
70	не есть	2	6
71	и этим	3	6
72	ничего не	3	6
73	мы можем	2	6
74	все же	3	6
75	а в	5	6
76	себя как	3	5
77	тем как	1	5
78	отличие от	4	5
79	в своем	4	5
80	все эти	5	5
81	при этом	6	5
82	то же	8	5
83	это не	3	5
84	в них	4	5
85	рядом с	5	5
86	далеко не	4	5
87	в содержание	1	5
88	в отличие	4	5
89	так и	3	5
90	в основе	1	5
91	остается за	1	5
92	и о	2	5
93	никогда не	9	5
94	не нужно	2	5
95	с ним	3	5
96	может иметь	1	5
97	конечно не	2	5
98	большинстве случаев	8	5
99	дело и	2	5
100	в большинстве	9	5
101	не на	4	5
102	а не	7	5
103	со словом	1	5
104	могут быть	3	5
105	должно быть	4	5
106	все они	1	5
107	мы здесь	2	4
108	на самом	1	4
109	должна быть	3	4
110	конечно и	1	4
111	в виду	3	4
112	но конечно	2	4
113	не входят	2	4
114	как в	2	4
115	но в	10	4
116	в нашем	1	4
117	в себе	5	4
118	понять его	1	4
119	не должна	3	4
120	не менее	3	4
121	но они	1	4
122	в то	7	4
123	для поэзии	1	4
124	известной степени	1	4
125	должны быть	2	4
126	здесь не	6	4
127	в ее	1	4
128	в произведении	4	4
129	можно было	3	4
130	не с	1	4
131	о том	5	4
132	которых мы	1	4
133	с ними	2	4
134	всех его	1	4
135	в других	1	4
136	в форме	2	4
137	и только	3	4
138	к которому	1	4
139	что не	2	4
140	в романе	3	4
141	более того	4	4
142	материал в	2	4
