N	2gram	Losev_Vesc_1	Psycholo
1	то что	27	32
2	и в	21	31
3	в том	8	30
4	и т	19	26
5	что в	9	23
6	может быть	16	22
7	таким образом	8	20
8	при помощи	2	20
9	совершенно ясно	2	19
10	при этом	1	19
11	ясно что	8	19
12	так как	7	18
13	не может	17	17
14	как и	8	16
15	том что	8	16
16	и не	29	16
17	точки зрения	5	15
18	искусства и	1	15
19	только в	14	14
20	не только	36	13
21	что и	3	13
22	а не	19	13
23	мы не	6	12
24	если мы	8	12
25	так же	1	12
26	в этом	4	12
27	с таким	1	11
28	в самом	9	11
29	не в	5	11
30	могут быть	1	11
31	в сущности	4	10
32	на то	4	10
33	того что	8	10
34	потому что	16	10
35	самом деле	4	9
36	по себе	13	9
37	ни в	1	9
38	т д	19	8
39	и что	15	8
40	никогда не	2	8
41	что мы	14	8
42	вместе с	1	8
43	все это	5	8
44	во всяком	3	8
45	только тогда	3	7
46	том чтобы	1	7
47	заключается в	1	7
48	сказать что	17	7
49	того чтобы	3	7
50	и его	2	7
51	о том	6	7
52	есть в	1	7
53	тому как	4	7
54	что он	1	7
55	что это	13	6
56	зависимости от	1	6
57	внутренняя форма	1	6
58	очевидно что	1	6
59	отнюдь не	5	6
60	из этих	1	6
61	что она	15	6
62	для того	2	6
63	было бы	14	6
64	если бы	5	6
65	в его	2	6
66	всяком случае	2	6
67	вовсе не	10	6
68	и даже	6	6
69	одной стороны	3	6
70	а в	4	6
71	и есть	26	5
72	в зависимости	1	5
73	то же	6	5
74	время как	1	5
75	в ее	7	5
76	с одной	3	5
77	по самому	3	5
78	и совершенно	1	5
79	подобно тому	4	5
80	несмотря на	1	5
81	она не	4	5
82	в то	3	5
83	тогда когда	5	5
84	с и	1	5
85	как будто	1	5
86	не является	1	5
87	утверждать что	1	5
88	то время	1	5
89	для нас	2	5
90	с другой	6	5
91	мы видим	2	5
92	так что	5	5
93	само по	1	5
94	совершенно не	5	5
95	это есть	7	5
96	как бы	12	5
97	этой точки	1	5
98	все же	4	5
99	и для	9	5
100	формы и	1	5
101	и все	5	5
102	говорит что	1	5
103	другой стороны	2	5
104	же как	1	4
105	в котором	3	4
106	мы имеем	7	4
107	в которой	1	4
108	в виду	2	4
109	точка зрения	1	4
110	у него	2	4
111	со всеми	1	4
112	отличие от	1	4
113	в себе	14	4
114	и если	2	4
115	по существу	2	4
116	различие между	2	4
117	от себя	1	4
118	что я	24	4
119	тому что	2	4
120	одна из	5	4
121	у нас	7	4
122	к тому	3	4
123	со стороны	5	4
124	никак не	3	4
125	прежде всего	9	4
126	все время	1	4
127	один из	3	4
128	для всех	1	4
129	и у	3	4
130	могло бы	1	4
131	мы можем	4	4
132	и так	1	4
133	как это	2	4
134	с этой	4	4
135	и о	3	4
136	в результате	3	4
137	в этих	1	4
138	психологической точки	1	4
139	и другие	1	4
140	в своих	1	4
141	к этому	1	4
142	это и	6	3
143	что эти	1	3
144	должна быть	4	3
145	собственном смысле	3	3
146	с в	2	3
147	той же	2	3
148	вопрос о	1	3
149	из которых	1	3
150	себе а	1	3
151	именно эти	1	3
152	но не	5	3
153	с этим	3	3
154	стороны и	2	3
155	в своем	6	3
156	хотя и	4	3
157	и к	1	3
158	себе не	3	3
159	но в	5	3
160	та же	1	3
161	уже в	1	3
162	в этой	3	3
163	его и	2	3
164	тому же	1	3
165	в силу	3	3
166	и вот	2	3
167	и по	1	3
168	не будет	12	3
169	разница между	1	3
170	может стать	1	3
171	с тем	5	3
172	в слове	2	3
173	мы знаем	1	3
174	в своей	5	3
175	представить себе	1	3
176	представление о	1	3
177	в отличие	1	3
178	чистом виде	1	3
179	что эта	1	3
180	только не	2	3
181	во всем	1	3
182	что на	2	3
183	у меня	3	3
184	все то	1	3
185	когда мы	6	3
186	что оно	8	3
187	не есть	49	3
188	и это	14	3
189	но только	3	3
190	что все	2	3
191	только при	1	3
