N	3gram	Vygotskiy__1	Myshleni
1	в том что	9	21
2	с точки зрения	2	18
3	для того чтобы	5	10
4	с одной стороны	5	7
5	заключается в том	6	7
6	в зависимости от	5	6
7	в связи с	1	6
8	во всяком случае	6	6
9	не может быть	8	6
10	на то что	8	6
11	в процессе развития	1	5
12	по сравнению с	1	5
13	в самом деле	7	4
14	в том чтобы	7	4
15	в последнее время	2	4
16	все что мы	1	4
17	о том что	7	4
18	в конечном счете	3	4
19	состоит в том	2	3
20	в том числе	1	3
21	в отличие от	3	3
22	в собственном смысле	3	3
23	том числе и	1	3
24	лежит в основе	1	3
25	смысле этого слова	2	3
26	собственном смысле слова	2	3
27	мы видели что	2	3
28	с таким образом	8	3
29	что в сущности	1	3
30	мы не можем	2	3
31	по этому поводу	2	3
32	в этом отношении	2	3
33	мы видим в	1	2
34	мы должны будем	1	2
35	более или менее	2	2
36	на самом деле	2	2
37	подобно тому как	5	2
38	в сущности ничего	1	2
39	в этом смысле	2	2
40	в том же	1	2
41	одной стороны и	1	2
42	потому что он	2	2
43	как увидим ниже	1	2
44	к тому чтобы	3	2
45	не потому что	1	2
46	если бы мы	1	2
47	той и другой	1	2
48	то что он	1	2
49	сущности ничего не	1	2
50	мы знаем о	1	2
51	само по себе	5	2
52	на вопрос о	1	2
53	то же самое	2	2
54	казалось бы что	1	2
55	зрения социальной психологии	1	2
56	и в самом	2	2
57	легко заметить что	1	2
58	мы не хотим	1	2
59	вопрос о том	1	2
60	сама по себе	2	2
61	только тогда когда	4	2
62	мы увидим что	2	2
63	речь идет о	1	2
64	потому что как	1	1
65	друг к другу	1	1
66	не может не	1	1
67	а не за	1	1
68	что в этом	3	1
69	принадлежит к числу	1	1
70	у нас в	1	1
71	это обстоятельство не	1	1
72	и более или	1	1
73	имеем все основания	1	1
74	к другу и	1	1
75	этой точки зрения	5	1
76	не следует что	1	1
77	и заключается основная	1	1
78	дело в том	1	1
79	но так как	1	1
80	к чему приводит	1	1
81	говорит что в	1	1
82	явлений и процессов	1	1
83	связь со всем	1	1
84	в том и	2	1
85	что это действительно	1	1
86	те же самые	1	1
87	один и тот	1	1
88	поколения к поколению	1	1
89	несмотря на то	2	1
90	он не может	1	1
91	чтобы показать что	3	1
92	от поколения к	1	1
93	именно потому что	1	1
94	что с точки	1	1
95	до сих пор	3	1
96	имеет в виду	2	1
97	на точку зрения	1	1
98	в постоянном взаимодействии	1	1
99	а также в	1	1
100	как это показал	1	1
101	при этом он	1	1
102	если мы обратимся	1	1
103	только то что	1	1
104	то что в	1	1
105	того и другого	1	1
106	вместо того чтобы	1	1
107	а вместе с	1	1
108	и изучает как	1	1
109	тому же самому	2	1
110	мы имеем все	1	1
111	в сущности говоря	3	1
112	совершенно так же	1	1
113	если мы примем	1	1
114	точно так же	3	1
115	того чтобы с	1	1
116	во всей его	1	1
117	точка зрения была	1	1
118	бы сказать что	1	1
119	что даже в	1	1
120	в том случае	2	1
121	и то что	1	1
122	полном согласии с	1	1
123	в коем случае	1	1
124	и в частности	1	1
125	который может быть	1	1
126	в применении к	2	1
127	только и может	1	1
128	можно сравнить с	1	1
129	что мы не	2	1
130	совершенно понятно что	1	1
131	все равно что	1	1
132	не в том	5	1
133	сами по себе	1	1
134	в такой же	1	1
135	все время в	1	1
136	мы не знаем	1	1
137	на этот раз	1	1
138	и тот же	1	1
139	если мы не	1	1
140	приходит к выводу	1	1
141	не могут быть	1	1
142	время в виду	1	1
143	тогда когда человек	1	1
144	благодаря тому что	2	1
145	указывает на то	3	1
146	он говорит что	1	1
147	приводит к тому	1	1
148	дело не в	1	1
149	стремится не к	1	1
150	но вместе с	1	1
151	выступают в роли	1	1
152	эта точка зрения	1	1
153	видели что в	1	1
154	только в силу	1	1
155	только один раз	1	1
156	потому что мы	1	1
157	с другой стороны	5	1
158	мы все время	1	1
159	что воображение и	1	1
160	так же как	4	1
161	в своих исследованиях	1	1
162	на основании анализа	1	1
163	это действительно так	1	1
164	в совершенно ином	1	1
165	не могут иметь	1	1
166	по себе не	2	1
167	ни в коем	1	1
168	у него в	1	1
169	во главу угла	1	1
170	против того что	1	1
171	том случае если	1	1
172	никогда не может	2	1
173	коем случае не	1	1
174	оно не может	1	1
175	говорит по этому	1	1
176	и в известном	1	1
177	с равным образом	1	1
178	к которым приводит	1	1
179	дело идет о	1	1
180	к выводу что	1	1
181	с самого начала	1	1
182	не только не	3	1
183	включает в себя	1	1
184	только что приведенной	1	1
185	и других психологов	1	1
186	несмотря на все	1	1
187	можно сказать что	1	1
188	случае если бы	1	1
189	только в том	3	1
190	что эта теория	2	1
191	мы обратимся к	1	1
192	мы вынуждены были	1	1
193	точки зрения она	1	1
194	когда мы говорим	1	1
195	как одна из	2	1
196	рассматриваемой нами теории	1	1
197	в полном согласии	1	1
198	заметить что это	1	1
199	и процессов в	1	1
200	вовсе не следует	1	1
201	в буквальном смысле	1	1
202	в известном смысле	1	1
203	том что он	1	1
204	имеем все время	1	1
205	это не потому	1	1
206	как и в	4	1
207	с и вот	1	1
208	к тому же	1	1
209	а затем уже	1	1
210	точку зрения на	1	1
