N	2gram	Tiupa_Lite_3	Problema
1	и в	16	30
2	в своей	7	22
3	то есть	5	21
4	не только	14	18
5	то что	12	18
6	в этом	14	17
7	том что	8	17
8	в стихотворении	6	14
9	и даже	2	14
10	людей и	1	13
11	но и	14	13
12	потому что	3	13
13	о том	6	12
14	в его	6	12
15	а именно	5	12
16	в том	12	12
17	и не	22	12
18	так что	1	11
19	в своем	1	11
20	у него	1	11
21	в этой	8	10
22	для нас	1	10
23	точки зрения	7	10
24	все же	2	9
25	но в	3	9
26	который в	1	9
27	только в	7	9
28	и все	1	9
29	сказать что	1	9
30	хотя и	4	8
31	художественного творчества	2	8
32	с точки	3	8
33	в конце	2	8
34	вовсе не	1	8
35	но не	4	7
36	как и	5	7
37	не в	10	7
38	никогда не	4	7
39	связи с	2	7
40	у нас	2	7
41	здесь не	2	7
42	так и	9	7
43	что он	5	7
44	может быть	12	7
45	в связи	1	7
46	подобного рода	1	7
47	вместе с	5	7
48	и на	2	6
49	и как	3	6
50	в нем	2	6
51	его в	2	6
52	несмотря на	2	6
53	и его	6	6
54	можно сказать	2	6
55	что и	2	6
56	уже не	3	6
57	так как	1	6
58	с другой	6	6
59	прежде всего	3	6
60	как бы	8	6
61	и для	4	6
62	а в	5	6
63	другой стороны	2	6
64	и то	1	5
65	для себя	2	5
66	в году	5	5
67	не просто	1	5
68	тем не	1	5
69	в силу	1	5
70	и с	2	5
71	с тем	1	5
72	он и	2	5
73	еще в	3	5
74	нисколько не	1	5
75	но он	1	5
76	не менее	2	5
77	и притом	1	5
78	и о	1	5
79	людей в	1	5
80	что у	2	5
81	художественное творчество	2	5
82	и у	1	5
83	и их	1	5
84	а не	12	5
85	не может	8	5
86	так же	2	5
87	как раз	2	5
88	будто бы	1	5
89	в самом	3	5
90	что в	2	5
91	того же	2	4
92	едва ли	3	4
93	и он	1	4
94	отнюдь не	3	4
95	и к	3	4
96	в себе	6	4
97	при этом	15	4
98	было бы	2	4
99	говорится о	1	4
100	в то	9	4
101	как о	2	4
102	тогда когда	1	4
103	свободы и	2	4
104	все еще	3	4
105	и сам	2	4
106	разного рода	1	4
107	нас в	1	4
108	человека из	1	4
109	в качестве	5	4
110	для людей	1	4
111	в период	1	4
112	далеко не	2	4
113	еще и	2	4
114	а с	1	4
115	если не	2	4
116	в частности	11	4
117	под названием	1	4
118	жизни в	4	4
119	из этого	1	4
120	у людей	1	4
121	в виду	1	3
122	в ней	1	3
123	еще не	6	3
124	он сам	1	3
125	иное как	1	3
126	в ее	5	3
127	что они	1	3
128	что касается	1	3
129	в противоположность	2	3
130	он в	2	3
131	бы не	1	3
132	с одной	4	3
133	он не	1	3
134	такого же	1	3
135	в другом	6	3
136	знает что	2	3
137	всю свою	1	3
138	не всегда	2	3
139	нас не	1	3
140	однако в	4	3
141	в отношении	1	3
142	в русской	1	3
143	что иное	1	3
144	не столь	1	3
145	как будто	4	3
146	есть только	1	3
147	жизнь и	1	3
148	внимание на	2	3
149	и который	1	3
150	а также	4	3
151	к нему	1	3
152	все время	3	3
153	же в	2	3
154	того что	9	3
155	и тем	3	3
156	в начале	4	3
157	в одном	4	3
158	для того	2	3
159	именно в	5	3
160	одной стороны	4	3
161	мира в	3	3
162	быть только	2	3
163	о котором	1	3
164	еще более	1	3
165	не что	1	3
166	и наиболее	1	2
167	самом деле	3	2
168	и до	1	2
169	то же	9	2
170	и за	1	2
171	по его	1	2
172	я не	2	2
173	проявляется в	1	2
174	в таком	1	2
175	в чем	1	2
176	тем как	1	2
177	по отношению	4	2
178	отношение к	2	2
179	он пишет	1	2
180	на то	2	2
181	как в	5	2
182	когда он	2	2
183	духа в	1	2
184	другого как	1	2
185	раз в	2	2
186	на его	3	2
187	он все	2	2
188	не к	1	2
189	прежде чем	1	2
190	по словам	1	2
191	то ни	2	2
192	его не	1	2
193	которого не	1	2
194	это не	5	2
195	по мысли	6	2
196	но уже	3	2
197	в них	1	2
198	и тогда	2	2
199	со всей	2	2
200	бога в	1	2
201	от боли	1	2
202	на месте	1	2
203	во времена	1	2
204	в котором	1	2
205	такую же	1	2
206	и более	1	2
207	в таких	1	2
208	и сама	1	2
209	того чтобы	2	2
210	по своей	3	2
211	и является	1	2
212	тем что	2	2
213	уже и	1	2
214	в области	3	2
215	точке зрения	1	2
216	свое собственное	1	2
217	ли не	1	2
218	его за	1	2
219	к тому	6	2
220	как мы	2	2
221	данном случае	4	2
222	не за	1	2
223	здесь как	2	2
224	он был	1	2
225	по себе	2	2
226	бы то	2	2
227	в значительной	1	2
228	нет у	1	2
229	между тем	3	2
230	во втором	2	2
231	и только	2	2
232	вслед за	3	2
233	в середине	1	2
234	что здесь	1	2
235	и земли	1	2
236	по мнению	1	2
237	именно на	1	2
238	со всеми	2	2
239	есть в	1	2
240	конечно не	1	2
241	уже в	1	2
242	человеческого духа	3	2
243	свидетельствует о	1	2
244	из них	4	2
245	свой собственный	1	2
246	людей не	1	2
247	и делает	1	2
248	на свое	2	2
249	ее в	2	2
250	что не	2	2
251	то и	1	2
252	мы и	2	2
253	власти и	1	2
254	него не	2	2
255	рода и	1	2
256	в данном	4	2
257	такого рода	10	2
258	в первой	2	2
259	по существу	4	2
260	с этой	2	2
261	только для	3	2
262	один из	2	2
263	это уже	1	2
264	этот образ	1	2
265	мира и	2	2
266	человек и	1	2
267	в те	1	2
268	себя самого	1	2
269	хотя бы	1	2
270	в свою	2	2
271	из тех	1	2
272	была бы	1	2
273	отношению к	4	2
274	жизни и	3	2
275	но еще	2	2
276	к этому	2	2
277	том числе	3	2
278	небо и	1	2
279	они не	1	2
280	в союзе	1	1
281	я и	10	1
282	каким его	1	1
283	отношения к	3	1
284	и т	1	1
285	всем и	1	1
286	свидетельствует что	1	1
287	на самом	1	1
288	тех же	1	1
289	в стороне	1	1
290	это и	1	1
291	и есть	1	1
292	субъект и	2	1
293	каждого кто	1	1
294	из его	1	1
295	свое место	3	1
296	в их	1	1
297	во-первых этот	1	1
298	своей воле	1	1
299	мы уже	1	1
300	и была	1	1
301	духом своим	1	1
302	вопрос о	2	1
303	из своих	1	1
304	когда люди	1	1
305	автора так	1	1
306	о помощи	1	1
307	так чтобы	2	1
308	не вполне	2	1
309	на себя	2	1
310	жизни как	2	1
311	и ее	2	1
312	хотел сказать	1	1
313	и самой	1	1
314	не знают	1	1
315	в xix	1	1
316	как ему	1	1
317	время в	2	1
318	с его	6	1
319	в создании	1	1
