N	2gram	Berdyaev_M_1	FransuaR
1	и в	28	65
2	то есть	3	45
3	и др	1	24
4	как бы	2	22
5	и не	11	22
6	вовсе не	1	18
7	в том	6	16
8	в этом	20	15
9	но в	7	14
10	в нем	13	13
11	мы уже	1	12
12	и на	6	11
13	прежде всего	10	11
14	все эти	2	10
15	не только	29	10
16	и его	9	10
17	так и	1	10
18	но и	25	10
19	и потому	10	10
20	во всех	1	9
21	в эпоху	1	9
22	в его	9	9
23	все это	6	9
24	средневековья и	1	9
25	за пределы	4	8
26	всех этих	1	8
27	в своем	10	8
28	в основе	2	8
29	в духе	1	8
30	культуры и	1	8
31	и даже	1	8
32	по своему	2	8
33	его в	3	7
34	точки зрения	4	7
35	в области	1	7
36	только в	6	7
37	влияние на	1	7
38	жизни и	2	7
39	на самом	1	6
40	в ней	15	6
41	еще не	1	6
42	все же	2	6
43	и у	2	6
44	том что	3	6
45	в отношении	1	6
46	никогда не	14	6
47	в значительной	1	6
48	одно из	3	6
49	так как	3	6
50	может быть	30	6
51	не знает	4	6
52	сказать что	2	6
53	связана с	2	5
54	века в	2	5
55	литературы и	2	5
56	с его	3	5
57	и ренессансного	1	5
58	отличие от	1	5
59	как в	2	5
60	с их	2	5
61	на протяжении	2	5
62	в них	4	5
63	рядом с	1	5
64	мировой литературы	1	5
65	как и	5	5
66	земли и	1	5
67	в своей	15	5
68	между людьми	1	5
69	потому что	16	5
70	между тем	1	5
71	для него	11	5
72	в одном	1	5
73	в частности	1	5
74	xix века	4	5
75	в той	2	5
76	и все	10	5
77	еще более	1	5
78	в своих	1	5
79	жизни в	2	5
80	и до	1	4
81	и к	2	4
82	в самом	11	4
83	в этой	6	4
84	эпохи возрождения	1	4
85	и еще	3	4
86	входит в	2	4
87	во время	1	4
88	в их	4	4
89	в отличие	1	4
90	мысли и	2	4
91	не в	16	4
92	до сих	2	4
93	шекспира и	1	4
94	начало в	2	4
95	в жизни	3	4
96	отношение к	4	4
97	выходит за	1	4
98	нужно сказать	1	4
99	сих пор	2	4
100	мира и	5	4
101	для нас	3	4
102	культуры в	1	4
103	самом деле	1	3
104	жизни как	1	3
105	менее всего	7	3
106	уже не	4	3
107	то что	5	3
108	в себе	7	3
109	европейской культуры	1	3
110	и с	3	3
111	это не	5	3
112	весь мир	1	3
113	в ее	3	3
114	он и	2	3
115	разного рода	2	3
116	он дает	1	3
117	мир и	1	3
118	но это	1	3
119	самой жизни	1	3
120	ничего не	3	3
121	по своей	2	3
122	у шекспира	1	3
123	не могут	5	3
124	всегда в	1	3
125	в виду	2	3
126	она была	1	3
127	с ним	2	3
128	о нем	2	3
129	в самой	7	3
130	и во	2	3
131	к нему	7	3
132	во всей	1	3
133	что он	10	3
134	мир в	3	3
135	даже и	2	3
136	связан с	1	3
137	не были	1	3
138	связаны с	1	3
139	характерно для	1	3
140	и эта	1	3
141	в ряду	1	3
142	мира в	1	3
143	нет ничего	7	3
144	из мира	1	3
145	и их	3	3
146	с миром	1	3
147	в состоянии	1	3
148	в более	2	3
149	от всех	1	3
150	не может	28	3
151	что в	10	3
152	в искусстве	1	3
153	отношения к	4	2
154	одним из	2	2
155	или к	4	2
156	это очень	3	2
157	вся она	1	2
158	из всех	1	2
159	всего того	1	2
160	не была	3	2
161	который был	2	2
162	не вполне	1	2
163	бы ни	1	2
164	и он	12	2
165	начало и	1	2
166	он был	14	2
167	но не	8	2
168	человеческих отношений	1	2
169	нет и	5	2
170	связанной с	1	2
171	и наконец	1	2
172	был связан	1	2
173	его к	1	2
174	во многих	1	2
175	он не	24	2
176	не к	4	2
177	и вот	3	2
178	его от	1	2
179	и по	4	2
180	это его	1	2
181	значительной степени	1	2
182	на все	1	2
183	это было	1	2
184	в свой	2	2
185	истории и	2	2
186	мир этот	2	2
187	были в	1	2
188	всегда и	1	2
189	в этих	4	2
190	от своего	1	2
191	и без	1	2
192	и почти	1	2
193	бы быть	1	2
194	этот мир	2	2
195	а иногда	1	2
196	строя жизни	1	2
197	во всем	1	2
198	же он	1	2
199	xvi века	1	2
200	отрицает и	1	2
201	в мир	3	2
202	к себе	1	2
203	и именно	1	2
204	есть только	2	2
205	могут быть	2	2
206	к тому	3	2
207	и это	12	2
208	мироощущение и	1	2
209	и этим	1	2
210	приводит к	2	2
211	роль в	1	2
212	особенно в	3	2
213	но у	1	2
214	поэтому в	1	2
215	связанная с	1	2
216	знает и	1	2
217	своей книге	1	2
218	о том	2	2
219	в свете	3	2
220	все формы	1	2
221	мы видим	2	2
222	этот вопрос	1	2
223	к какому	1	2
224	литературы в	1	2
225	мира то	1	2
226	ни с	4	2
227	от того	1	2
228	протяжении всего	1	2
229	и человека	5	2
230	что не	1	2
231	у других	1	2
232	на этот	2	2
233	до конца	14	2
234	и самый	2	2
235	людьми и	3	2
236	его на	1	2
237	к жизни	1	2
238	наряду с	1	2
239	да и	1	2
240	в это	1	2
241	того что	7	2
242	что мы	1	2
243	знает только	1	2
244	и для	2	2
245	и часто	1	2
246	было еще	1	2
247	и от	2	2
248	от него	4	2
249	интерес к	3	2
250	ни к	1	2
251	от всякого	1	2
252	мира он	1	2
253	в противоположность	1	2
254	писателей мировой	1	1
255	к людям	1	1
256	человека и	14	1
257	атмосферы и	1	1
258	тех же	1	1
259	многих отношениях	1	1
260	это и	4	1
261	все его	3	1
262	между двумя	1	1
263	из самых	8	1
264	нем нет	1	1
265	проникает в	2	1
266	особый род	1	1
267	шекспира он	1	1
268	был и	1	1
269	с темой	1	1
270	а как	2	1
271	мы не	1	1
272	и ничего	1	1
273	реализма он	1	1
274	величайших гениев	1	1
275	свое завершение	1	1
276	принадлежит к	1	1
277	и самой	1	1
278	нем все	2	1
279	и мира	3	1
280	обратный свет	1	1
281	от них	1	1
282	же она	1	1
283	по отношению	2	1
284	в свои	1	1
285	человека с	2	1
286	человеку и	2	1
287	с этим	3	1
288	курсив мой	4	1
289	как к	1	1
290	средневекового человека	1	1
291	ней в	1	1
292	что совершается	1	1
293	это был	1	1
294	не остается	2	1
295	сознания в	1	1
296	и как	2	1
297	говорит что	1	1
298	было свое	1	1
299	вокруг себя	1	1
300	силе и	1	1
301	и свою	1	1
302	от этого	2	1
303	в этот	2	1
304	плоти и	3	1
305	в которой	6	1
306	отказывается от	1	1
307	он в	2	1
308	различные моменты	1	1
309	имеем в	1	1
310	и вечной	1	1
311	как он	2	1
312	мироощущения и	1	1
313	высших целей	1	1
314	вообще не	2	1
315	что без	2	1
316	сказать в	1	1
317	для того	2	1
318	и более	1	1
319	и сам	1	1
320	жизни у	2	1
321	из него	1	1
322	на этом	3	1
323	людей и	2	1
324	во внутреннее	1	1
325	конца и	1	1
326	писателем в	1	1
327	как они	1	1
328	человеку но	1	1
329	они должны	1	1
330	об этом	1	1
331	них не	1	1
332	лишь в	6	1
333	мира сего	2	1
334	которым все	2	1
335	было бы	10	1
336	литературы он	1	1
337	к миру	2	1
338	нет в	4	1
339	сам он	1	1
340	его было	1	1
341	мы имеем	1	1
342	он знает	2	1
343	оно имеет	1	1
344	многие другие	1	1
345	был бы	10	1
346	которую он	2	1
347	литература и	1	1
348	веков в	1	1
349	место в	2	1
350	его нельзя	1	1
351	быть отнесена	1	1
352	что такое	1	1
353	можно найти	1	1
354	жизнь и	1	1
355	все и	1	1
356	не столько	1	1
357	было очень	1	1
358	в которых	4	1
359	отношений между	1	1
360	есть его	1	1
361	только для	1	1
362	точку зрения	1	1
363	но он	9	1
364	нет всего	1	1
365	тому чтобы	2	1
366	свобода и	6	1
367	возвращается к	2	1
368	такая свобода	3	1
369	это особенно	2	1
370	и вся	1	1
371	почти все	1	1
372	глубину в	2	1
373	отнесена к	1	1
374	не менее	1	1
375	вплоть до	1	1
376	от многих	1	1
377	мира не	3	1
378	с которой	2	1
379	она не	4	1
380	в то	2	1
381	мысли в	1	1
382	мышления и	1	1
383	из величайших	1	1
384	в самых	1	1
385	не могло	1	1
386	не стремится	1	1
387	в разных	1	1
388	природы в	3	1
389	показывает как	2	1
390	через все	2	1
391	и исторического	1	1
392	были еще	1	1
393	не потому	1	1
394	у нас	5	1
395	xx века	1	1
396	все то	1	1
397	великих писателей	2	1
398	он еще	1	1
399	лежит в	1	1
400	человека в	13	1
401	и всех	1	1
402	у данте	3	1
403	оно не	1	1
404	для кого	1	1
405	на это	1	1
406	время он	1	1
407	свобода которая	5	1
408	что-то от	2	1
409	того чтобы	2	1
410	людей в	1	1
411	мир к	1	1
412	что раскрывается	1	1
413	формах ее	1	1
414	всегда были	1	1
415	необходимости и	2	1
416	идет не	1	1
417	в пределах	1	1
418	так в	1	1
419	для нового	1	1
420	с собой	3	1
421	можно было	1	1
422	было в	1	1
423	него всегда	1	1
424	и своеобразный	2	1
425	все свои	1	1
426	еще в	2	1
427	подойти к	1	1
428	он смотрит	1	1
429	которого был	1	1
430	был не	2	1
431	из одного	1	1
432	с человеком	1	1
433	находится в	1	1
434	только и	3	1
435	их но	1	1
436	именно потому	1	1
437	и та	1	1
438	в глаза	1	1
439	и новому	1	1
440	нас в	1	1
