N	2gram	Voloshinov_1	Myshleni
1	и в	15	28
2	в том	4	28
3	то что	10	28
4	в этом	13	27
5	в развитии	4	24
6	того что	2	24
7	потому что	4	22
8	том что	5	19
9	не может	13	19
10	таким образом	21	18
11	что он	8	18
12	только в	6	18
13	что в	6	17
14	не только	5	16
15	по сравнению	1	15
16	так же	1	15
17	сравнению с	1	14
18	к объекту	2	14
19	что ребенок	1	13
20	у ребенка	2	13
21	точки зрения	13	13
22	может быть	13	13
23	с помощью	9	13
24	сказать что	6	13
25	тому что	3	11
26	и не	16	11
27	что мы	2	11
28	как бы	11	11
29	к другим	2	11
30	но не	5	10
31	по отношению	11	10
32	с точки	10	10
33	в отношении	2	10
34	того чтобы	2	10
35	к тому	4	10
36	как мы	10	10
37	развития и	1	10
38	так как	9	10
39	от того	3	10
40	но и	4	10
41	отношению к	9	10
42	было бы	6	9
43	в процессе	4	9
44	мы можем	12	9
45	между собой	4	9
46	в самом	6	8
47	мы видели	5	8
48	никогда не	7	8
49	тем что	1	8
50	для того	1	8
51	еще не	7	8
52	ребенка в	3	8
53	того же	1	7
54	то же	7	7
55	отношение к	7	7
56	в своем	2	7
57	в которой	1	7
58	с самого	7	7
59	он не	4	7
60	в нем	4	7
61	заключается в	1	7
62	самого начала	5	7
63	ребенок в	1	7
64	если бы	3	7
65	мы видим	1	7
66	вместе с	4	7
67	что оно	2	7
68	между ними	2	7
69	же как	1	6
70	связи между	1	6
71	мы не	4	6
72	в чем	4	6
73	и как	1	6
74	и к	7	6
75	ступени развития	1	6
76	как и	6	6
77	для него	5	6
78	тогда когда	1	6
79	когда мы	1	6
80	то время	1	6
81	приводит к	2	6
82	так и	10	6
83	и что	3	6
84	можно сказать	4	6
85	его в	8	6
86	для ребенка	2	6
87	как раз	2	6
88	в области	3	6
89	вообще не	1	6
90	в то	6	6
91	в зависимости	2	5
92	вопрос о	1	5
93	время как	1	5
94	из того	2	5
95	зависимости от	2	5
96	и на	3	5
97	но в	9	5
98	то в	1	5
99	в этой	5	5
100	что все	5	5
101	на этой	2	5
102	и тем	1	5
103	в разных	1	5
104	не могут	3	5
105	могут быть	6	5
106	для развития	2	5
107	это не	2	5
108	и все	4	5
109	речи и	1	5
110	например в	1	4
111	и то	2	4
112	в первом	2	4
113	той же	2	4
114	мы имеем	1	4
115	я не	3	4
116	мы и	4	4
117	в каждой	1	4
118	во всех	8	4
119	относится к	1	4
120	в одной	2	4
121	с этим	6	4
122	в себе	4	4
123	в нашем	3	4
124	на то	1	4
125	в наших	1	4
126	на этом	5	4
127	и того	1	4
128	но если	2	4
129	он должен	2	4
130	на первых	2	4
131	знаем что	3	4
132	не в	4	4
133	нас к	1	4
134	в сознании	3	4
135	ребенка не	1	4
136	что на	1	4
137	оно не	2	4
138	что при	2	4
139	своего развития	1	4
140	на основе	1	4
141	как по	2	4
142	ясно что	1	4
143	что и	2	4
144	именно в	3	4
145	развития ребенка	1	4
