N	3gram	Vygotskiy__3	Vvedenie
1	для того чтобы	7	20
2	в том что	17	12
3	о том что	3	12
4	в этом смысле	2	8
5	не может быть	2	8
6	тем не менее	5	8
7	до сих пор	1	6
8	в применении к	1	6
9	к выводу что	2	6
10	в том чтобы	1	5
11	с другой стороны	3	5
12	что иное как	1	4
13	по отношению к	2	4
14	в этом случае	1	4
15	в этом отношении	3	4
16	можно было бы	5	4
17	приходим к выводу	1	4
18	в данном случае	1	4
19	не только в	1	4
20	и в этом	2	4
21	по сравнению с	3	4
22	так или иначе	1	4
23	во всяком случае	4	4
24	само по себе	2	4
25	не что иное	1	4
26	с одной стороны	5	4
27	в том виде	2	3
28	в собственном смысле	6	3
29	с тем что	3	3
30	вместе с тем	10	3
31	в известном смысле	2	3
32	в том отношении	1	3
33	и в том	1	3
34	заключается в том	7	3
35	и в самом	1	3
36	сама по себе	1	3
37	как мы видели	3	3
38	в другом месте	1	2
39	состоит в том	3	2
40	и той же	2	2
41	подобно тому как	1	2
42	то же самое	1	2
43	влечет за собой	1	2
44	с точки зрения	1	2
45	принять во внимание	1	2
46	хотя бы и	1	2
47	обратить внимание на	1	2
48	точно так же	1	2
49	нельзя не признать	1	2
50	имеет дело с	2	2
51	в конце концов	1	2
52	смысле этого слова	4	2
53	и не могут	1	2
54	не могут быть	1	2
55	в связи с	5	2
56	есть не что	1	2
57	и что следовательно	1	2
58	как мы уже	2	2
59	по этому поводу	1	2
60	одной и той	2	2
61	таким образом по	1	2
62	той или иной	2	2
63	к овладению этим	1	1
64	и того же	4	1
65	том что с	1	1
66	но независимо от	1	1
67	точки зрения на	2	1
68	только потому что	2	1
69	сказать что в	1	1
70	одном и том	1	1
71	теми или иными	2	1
72	показывает что в	1	1
73	более или менее	1	1
74	бы сказать что	3	1
75	во многих случаях	1	1
76	для целого ряда	1	1
77	не менее не	1	1
78	этнической психологии и	1	1
79	сам по себе	1	1
80	представление о том	1	1
81	к образованию понятий	4	1
82	в отличие от	6	1
83	так как если	1	1
84	только в том	2	1
85	в гораздо большей	1	1
86	заключает в себе	2	1
87	том или ином	1	1
88	в самом его	1	1
89	который мог бы	1	1
90	имеем дело с	1	1
91	с этой точки	2	1
92	как если бы	1	1
93	ту или иную	1	1
94	том виде как	2	1
95	и то что	2	1
96	в зависимости от	5	1
97	понятия в чисто	1	1
98	так как она	2	1
99	тот факт что	5	1
100	так же как	6	1
101	в тех областях	1	1
102	между ними в	1	1
103	связи между словами	1	1
104	и т.д в	1	1
105	то ни было	1	1
106	именно в этой	1	1
107	и том же	1	1
108	уже в начале	1	1
109	всяком случае не	1	1
110	и в чисто	1	1
111	потому что она	1	1
112	бы то ни	1	1
113	собственном смысле слова	2	1
114	и как они	1	1
115	в своих исследованиях	1	1
116	или сообщением в	1	1
117	с полным основанием	1	1
118	этой точки зрения	2	1
119	в целом но	1	1
120	не мог не	1	1
121	как уже сказано	5	1
122	то обстоятельство что	3	1
123	не потому что	1	1
124	значение только в	1	1
125	в свою очередь	2	1
126	та или иная	3	1
127	связи с этим	1	1
128	того или иного	2	1
129	собственном смысле этого	4	1
130	то положение что	1	1
131	с самого начала	6	1
132	так как в	1	1
133	что обе эти	1	1
134	же в них	1	1
135	если принять во	1	1
136	представляет собой нечто	1	1
137	гораздо большей мере	1	1
138	одного и того	4	1
139	выводу что и	1	1
140	и не потому	1	1
141	к тому что	1	1
142	понятно что и	1	1
143	если бы оно	1	1
144	отношении его к	1	1
145	было бы с	1	1
146	но в силу	1	1
147	и в результате	1	1
148	все же в	2	1
149	из того что	1	1
150	отрицать того что	1	1
