N	2gram	Tiupa_Teor_1	Problema
1	и не	13	28
2	то есть	12	27
3	не только	16	24
4	только в	6	23
5	вовсе не	3	21
6	и в	18	20
7	в том	16	20
8	ни в	2	17
9	все эти	2	16
10	то что	3	15
11	потому что	3	15
12	точки зрения	9	14
13	у нас	2	14
14	той или	1	14
15	было бы	1	14
16	но и	9	14
17	также и	1	13
18	перед нами	2	13
19	не в	7	13
20	или иной	4	13
21	в нашем	4	12
22	в себе	9	12
23	том что	9	12
24	с точки	3	11
25	по себе	1	11
26	прежде всего	2	11
27	как будто	2	11
28	отнюдь не	3	10
29	тем не	3	10
30	и его	8	10
31	не менее	4	10
32	так и	10	10
33	в качестве	24	10
34	не является	4	10
35	в этом	8	9
36	может быть	17	9
37	и даже	2	9
38	все это	2	9
39	но в	9	8
40	содержит в	1	8
41	таким образом	3	8
42	если бы	3	8
43	что он	1	8
44	в той	2	8
45	в результате	1	8
46	то же	7	7
47	еще не	4	7
48	это не	2	7
49	здесь не	1	7
50	и тем	3	7
51	есть в	2	7
52	с другой	7	7
53	именно в	3	7
54	сказать что	3	7
55	а не	9	7
56	и потому	2	7
57	такого рода	8	7
58	есть не	1	6
59	мы имеем	7	6
60	а только	3	6
61	при этом	12	6
62	об этом	2	6
63	художественный образ	1	6
64	как и	4	6
65	в данном	8	6
66	и без	1	6
67	по крайней	1	6
68	в каком	1	6
69	же самое	1	6
70	в виду	5	6
71	а также	6	6
72	крайней мере	1	6
73	так что	1	6
74	в одно	2	6
75	по своему	2	6
76	и от	1	6
77	другой стороны	5	6
78	действительности и	1	5
79	но не	9	5
80	как в	5	5
81	хотя и	3	5
82	в нем	4	5
83	в них	2	5
84	в этих	3	5
85	только и	1	5
86	и о	4	5
87	в ее	5	5
88	данном случае	5	5
89	о том	1	5
90	можно сказать	3	5
91	уже не	4	5
92	если мы	2	5
93	так как	1	5
94	случае не	2	5
95	человеческой жизни	1	5
96	не может	4	5
97	вместе с	2	5
98	так же	2	5
99	не существует	1	5
100	или в	3	5
101	живое существо	1	4
102	что его	1	4
103	человеческих отношений	1	4
104	в этой	3	4
105	что она	2	4
106	времени и	2	4
107	отчет в	1	4
108	с тем	1	4
109	в своей	6	4
110	в одном	2	4
111	в отношении	3	4
112	тем самым	4	4
113	отличается от	2	4
114	только не	2	4
115	в самой	2	4
116	указывает на	1	4
117	как знак	1	4
118	можно было	1	4
119	здесь как	1	4
120	жизнь и	1	4
121	никак не	1	4
122	во всех	1	4
123	и только	1	4
124	тем более	1	4
125	одной из	2	4
126	и ее	3	4
127	или даже	4	4
128	что не	1	4
129	как бы	5	4
130	в художественном	3	4
131	как раз	2	4
132	тех или	3	4
133	и для	2	4
134	а в	13	4
135	в то	6	4
136	в какой	2	4
137	но она	2	3
138	в каждой	1	3
139	и на	1	3
140	эти символы	1	3
141	коем случае	2	3
142	но как	1	3
143	в своем	4	3
144	и к	3	3
145	имеем в	3	3
146	или иных	3	3
147	в другом	3	3
148	того или	3	3
149	с другими	5	3
150	этом смысле	2	3
151	из них	1	3
152	в жизни	2	3
153	как это	8	3
154	связи с	1	3
155	дело не	2	3
156	на себе	1	3
157	и сама	1	3
158	не всякий	1	3
159	казалось бы	2	3
160	в коем	2	3
161	имеем дело	2	3
162	и является	2	3
163	в области	4	3
164	к тому	2	3
165	как мы	1	3
166	с собой	1	3
167	к нему	1	3
168	том или	1	3
169	в его	6	3
170	что и	2	3
171	тоже является	1	3
