N	3gram	Bakhtin_Pr_1	TeoriaLi
1	по отношению к	8	8
2	в том что	6	6
3	то же время	9	6
4	в то же	9	6
5	в данном случае	2	5
6	того или иного	1	5
7	более или менее	1	4
8	с другой стороны	3	3
9	можно сказать что	1	3
10	в свою очередь	1	3
11	в этом смысле	10	3
12	с точки зрения	13	2
13	но он не	1	2
14	в противном случае	1	2
15	не только не	1	2
16	и в форме	1	2
17	тех или иных	1	2
18	сама по себе	1	2
19	не может быть	4	2
20	и в сущности	2	1
21	его можно лишь	1	1
22	этой точки зрения	1	1
23	одно из условий	1	1
24	дело в том	1	1
25	чего нет в	1	1
26	могут нести в	1	1
27	по ту сторону	2	1
28	имеем в виду	1	1
29	подобно тому как	3	1
30	в настоящее время	1	1
31	к самому герою	1	1
32	в этом случае	1	1
33	может быть назван	1	1
34	в целом ряде	2	1
35	и в то	2	1
36	не входит в	3	1
37	высказывания и в	1	1
38	бы то ни	2	1
39	только то что	2	1
40	с самим собою	1	1
41	перед нами не	1	1
42	точно так же	1	1
43	во всей его	2	1
44	он ни был	2	1
45	по крайней мере	1	1
46	может быть и	1	1
47	до известной степени	1	1
48	то что может	1	1
49	не совпадает с	1	1
50	в первом случае	1	1
51	в художественном произведении	1	1
52	то ни было	1	1
53	по себе еще	2	1
54	таким образом и	1	1
55	в отношении к	1	1
56	отношению к нему	1	1
57	видения мира и	1	1
58	в романе достоевского	5	1
59	и в пределах	1	1
60	в известном смысле	1	1
61	отношения к миру	1	1
62	и по отношению	1	1
63	отношению к автору	1	1
64	не могут быть	1	1
65	при условии что	1	1
66	не только к	1	1
67	как более или	1	1
68	как бы в	2	1
69	так же как	1	1
70	тем или иным	1	1
71	авторской позиции и	1	1
72	в то время	1	1
73	а в том	1	1
74	и для автора	1	1
75	может быть это	1	1
76	это и есть	1	1
77	не во внешних	1	1
78	о том что	1	1
79	но в то	5	1
80	именно потому что	2	1
81	мы имеем в	1	1
82	они ни были	1	1
83	в большинстве случаев	2	1
84	та или иная	1	1
85	в том и	1	1
86	а в то	2	1
87	для того чтобы	1	1
88	том что он	4	1
89	к нему как	1	1
90	по себе а	1	1
91	и здесь остается	1	1
92	в плоскости их	2	1
93	себе еще не	2	1
94	он не только	1	1
95	входит в его	1	1
