N	2gram	Losev_Prob_3	OGranits
1	и в	44	13
2	и его	5	12
3	прежде всего	3	9
4	может быть	28	8
5	не может	7	8
6	и не	35	8
7	в его	9	7
8	точки зрения	5	7
9	только в	19	6
10	как бы	9	6
11	не только	14	6
12	то что	23	6
13	мы должны	7	6
14	таким образом	9	6
15	художественного произведения	14	5
16	языка и	4	5
17	все же	6	5
18	но ведь	1	5
19	с точки	2	5
20	в процессе	2	5
21	хотя бы	3	5
22	мы не	7	4
23	произведения как	1	4
24	но мы	1	4
25	еще и	7	4
26	но в	12	4
27	мы можем	6	4
28	то же	13	4
29	лишь в	1	4
30	в своей	5	4
31	было бы	8	4
32	все это	5	4
33	только и	8	4
34	не является	11	4
35	вполне понятно	1	4
36	и то	14	3
37	в ее	4	3
38	самом деле	3	3
39	в пределах	1	3
40	так и	10	3
41	понятно что	1	3
42	говорить о	3	3
43	в их	2	3
44	за пределы	5	3
45	только путем	3	3
46	общего с	3	3
47	с этим	2	3
48	в которой	2	3
49	в себе	8	3
50	языка как	1	3
51	к одному	1	3
52	не как	1	3
53	в одном	1	3
54	так как	9	3
55	одно и	3	3
56	здесь мы	1	3
57	но и	10	3
58	как и	10	3
59	со всей	1	3
60	точку зрения	1	3
61	что же	8	3
62	не в	13	3
63	да и	5	3
64	есть прежде	1	3
65	но для	1	3
66	и для	2	3
67	никогда не	6	3
68	и все	3	3
69	не столько	2	3
70	что в	8	3
71	в искусстве	4	3
72	ничего общего	7	3
73	смысле слова	8	2
74	для себя	2	2
75	произведения но	1	2
76	данном случае	7	2
77	и может	2	2
78	и этот	1	2
79	конечно в	1	2
80	мы уже	4	2
81	есть не	5	2
82	мог бы	1	2
83	не исчерпывается	1	2
84	если бы	3	2
85	что иное	4	2
86	иное как	4	2
87	не что	4	2
88	в ней	5	2
89	ее в	1	2
90	а также	4	2
91	в чем	4	2
92	мы понимаем	1	2
93	нуждается в	1	2
94	в языке	1	2
95	во всей	3	2
96	каждый элемент	1	2
97	что они	5	2
98	чем же	4	2
99	и следовательно	2	2
100	может иметь	3	2
101	его на	1	2
102	как в	5	2
103	в данном	9	2
104	в этом	17	2
105	в том	21	2
106	или иного	3	2
107	от этого	1	2
108	в этот	1	2
109	которое мы	5	2
110	в целом	6	2
111	и тем	9	2
112	все эти	7	2
113	с одной	2	2
114	учение о	1	2
115	уже в	3	2
116	иным как	1	2
117	в нем	9	2
118	связанные с	1	2
119	при этом	4	2
120	для него	3	2
121	в другом	2	2
122	говорить об	1	2
123	вовсе не	37	2
124	тем что	4	2
125	в них	1	2
126	с другой	7	2
127	а как	2	2
128	в самом	3	2
129	входит в	1	2
130	того или	6	2
131	может стать	1	2
132	она является	1	2
133	мы считаем	1	2
134	не чем	1	2
135	одной стороны	1	2
136	он только	2	2
137	не на	1	2
138	а не	18	2
139	другой стороны	5	2
140	между собою	2	2
141	там где	1	2
142	несмотря на	1	2
143	в связи	7	2
144	том что	12	2
145	от своего	1	2
146	и при	2	2
147	языком как	1	2
148	и ее	3	2
149	так же	5	2
150	в отношении	2	2
151	своего рода	1	2
152	который мы	1	2
153	в тех	3	2
154	с этой	3	2
155	слова и	3	2
156	художественное произведение	8	2
157	не менее	10	2
158	символики и	1	2
159	разумеется что	1	2
