N	3gram	Propp_Russ_2	Problema
1	не может быть	3	11
2	в отличие от	3	5
3	между тем как	1	5
4	не входит в	1	4
5	в данном случае	6	4
6	с другой стороны	1	4
7	можно было бы	1	3
8	может быть только	2	3
9	в применении к	1	3
10	все то что	1	3
11	с одной стороны	2	3
12	как мы увидим	1	3
13	в том что	18	3
14	тем не менее	2	3
15	можно сказать что	1	2
16	в том же	1	2
17	но и в	1	2
18	только там где	1	2
19	для того чтобы	6	2
20	в этом отношении	1	2
21	его уже не	1	1
22	а между тем	1	1
23	что иное как	2	1
24	и с природой	1	1
25	иметь в виду	1	1
26	в виду что	1	1
27	в свою очередь	1	1
28	далеко не все	1	1
29	подобно тому как	3	1
30	в настоящее время	1	1
31	о том как	1	1
32	но далеко не	1	1
33	и в других	4	1
34	на самом же	2	1
35	что в некоторых	1	1
36	по аналогии с	1	1
37	на то что	1	1
38	может быть и	1	1
39	а иногда и	1	1
40	и несмотря на	1	1
41	можно найти в	1	1
42	то время как	1	1
43	не что иное	2	1
44	смысле этого слова	1	1
45	в некоторых случаях	1	1
46	и в этом	1	1
47	в нашу задачу	1	1
48	это имеет место	1	1
49	а в других	1	1
50	и в том	1	1
51	самом же деле	2	1
52	таким образом в	1	1
53	то что в	1	1
54	должен быть признан	1	1
55	в то время	2	1
56	это и есть	1	1
57	и т д	5	1
58	на этом основании	1	1
59	она как бы	1	1
60	к выводу что	1	1
61	можно показать что	1	1
62	может быть признана	1	1
63	вопрос о том	1	1
64	оно как бы	1	1
65	в двух направлениях	1	1
66	как мы уже	1	1
67	как одна из	1	1
68	как и в	1	1
69	дело в том	1	1
