N	2gram	Bakhtin_Pr_1	StatiiOP
1	и в	38	29
2	том что	3	27
3	в том	8	27
4	в этом	15	21
5	не только	9	19
6	но и	9	19
7	что в	7	19
8	о том	4	17
9	в его	43	13
10	что он	2	13
11	в которой	1	11
12	то что	8	11
13	все это	3	11
14	таким образом	10	10
15	к тому	1	10
16	и т	14	9
17	в своем	5	9
18	он не	3	9
19	так и	5	9
20	этом отношении	2	9
21	и не	42	9
22	но в	4	8
23	и пр	2	8
24	по поводу	2	8
25	я не	2	7
26	в ней	4	7
27	в самом	7	7
28	так например	1	7
29	в своей	7	7
30	в котором	2	7
31	тому что	1	7
32	для того	2	7
33	в виду	4	7
34	с тем	1	7
35	вместе с	1	7
36	вопрос о	1	6
37	и на	3	6
38	все же	6	6
39	т д	1	6
40	вовсе не	2	6
41	того чтобы	2	6
42	и его	16	6
43	и что	2	6
44	в одном	1	6
45	до сих	1	6
46	было бы	8	5
47	точки зрения	8	5
48	была бы	2	5
49	того что	2	5
50	между тем	7	5
51	прежде всего	13	5
52	а не	5	5
53	о чем	1	5
54	в той	1	5
55	как бы	22	5
56	сих пор	1	5
57	кроме того	3	4
58	хотя и	3	4
59	и к	3	4
60	не приходится	1	4
61	в нем	15	4
62	что у	1	4
63	в другом	2	4
64	и с	17	4
65	не в	7	4
66	дело в	2	4
67	ничего не	6	4
68	и о	5	4
69	но с	3	4
70	связи с	2	4
71	для него	1	4
72	до того	1	4
73	с другой	7	4
74	именно в	1	4
75	в частности	2	4
76	еще более	1	4
77	того времени	1	4
78	а как	3	4
79	в романе	4	4
80	к этому	2	4
81	например в	3	3
82	самом деле	6	3
83	на самом	4	3
84	идет о	1	3
85	в их	10	3
86	его не	2	3
87	хотя бы	4	3
88	подчеркнуть что	1	3
89	и он	2	3
90	но не	12	3
91	в общем	1	3
92	которые не	1	3
93	как в	4	3
94	в полном	1	3
95	не было	2	3
96	что это	2	3
97	вообще не	7	3
98	в начале	2	3
99	в россии	2	3
100	из них	1	3
101	ни в	11	3
102	в этих	2	3
103	в поэме	1	3
104	но он	1	3
105	по себе	1	3
106	не менее	4	3
107	что эта	2	3
108	одной из	3	3
109	иметь в	1	3
110	никогда не	5	3
111	на себя	1	3
112	тем что	2	3
113	у нас	2	3
114	и именно	2	3
115	оно не	3	3
116	материала для	2	3
117	на нее	1	3
118	и здесь	2	3
119	но это	3	3
120	т п	13	3
121	связан с	1	3
122	и даже	3	3
123	пушкина как	1	3
124	до конца	1	3
125	так же	1	3
126	другой стороны	4	3
127	не является	3	3
128	отношении к	1	3
129	также и	3	2
130	такое же	1	2
131	из его	1	2
132	то же	5	2
133	почти все	1	2
134	бы то	3	2
135	с его	2	2
136	отличие от	5	2
137	нет и	3	2
138	на то	2	2
139	и я	1	2
140	там где	6	2
141	в истории	2	2
142	мере в	1	2
143	и положений	1	2
144	и как	8	2
145	в чисто	1	2
146	все эти	5	2
147	в этой	1	2
148	в себе	4	2
149	и те	2	2
150	как он	1	2
151	при этом	5	2
152	если бы	3	2
153	тем не	3	2
154	не к	6	2
155	и более	2	2
156	о мире	1	2
157	значительной степени	1	2
158	том же	2	2
159	то ни	3	2
160	не дает	2	2
161	его в	9	2
162	это было	1	2
163	на почве	3	2
164	истории и	1	2
165	борьбе за	1	2
166	о которых	2	2
167	как и	7	2
168	несмотря на	3	2
169	нигде не	1	2
170	действительно не	1	2
171	в один	1	2
172	которую он	1	2
173	с точки	6	2
174	в отличие	5	2
175	не раз	1	2
176	не могли	2	2
177	и вся	2	2
178	но они	4	2
179	что с	1	2
180	в то	4	2
181	не имеет	9	2
182	в процессе	1	2
183	и всегда	1	2
184	очень мало	1	2
185	и теперь	1	2
186	не может	27	2
187	только с	1	2
188	в области	11	2
189	образом не	1	2
190	языка в	3	2
191	искусства и	3	2
192	поэтического языка	1	2
193	и это	3	2
194	в ее	4	2
195	на произведение	3	2
196	особенно в	2	2
197	даны в	1	2
198	в содержании	1	2
199	а также	1	2
200	от степени	1	2
201	в значительной	2	2
202	в которую	1	2
203	борьба с	1	2
204	что и	2	2
205	отметить что	7	2
206	как например	1	2
207	этот вопрос	1	2
208	в какой	2	2
209	только в	13	2
210	бы ни	1	2
211	ни с	2	2
212	сами по	1	2
213	случае не	2	2
214	может быть	26	2
215	в них	5	2
216	в особенности	2	2
217	ему не	1	2
218	и др	8	2
219	в некоторых	2	2
220	только по	4	2
221	на этот	1	2
222	не на	5	2
223	его как	3	2
224	и вообще	2	2
225	связь с	3	2
226	и потому	4	2
227	как это	2	2
228	к своему	2	2
229	по своему	1	2
230	в данном	4	2
231	в тех	3	2
232	по существу	2	2
233	том смысле	1	2
234	в результате	1	2
235	а к	2	2
236	конечно и	4	2
237	только что	1	2
238	ни было	3	2
239	сказать что	4	2
240	совершенно не	7	2
241	и другие	2	2
242	они не	3	2
243	а между	1	1
244	не иначе	1	1
245	произведения но	2	1
246	зависимость от	1	1
247	культурного творчества	3	1
248	это и	1	1
249	и принципиально	1	1
250	процессе работы	1	1
251	в первом	1	1
252	не имеют	2	1
253	для понимания	2	1
254	высшей степени	5	1
255	действительности и	3	1
256	значение но	2	1
257	решении вопроса	1	1
258	их и	2	1
259	из всех	1	1
260	и значение	2	1
261	им самим	1	1
262	бы уже	1	1
263	на материале	3	1
264	нуждаются в	1	1
265	бы что	1	1
266	нашел бы	4	1
267	психологически и	1	1
268	совпадает с	2	1
269	говорить о	3	1
270	эстетики и	3	1
271	не вполне	2	1
272	при решении	2	1
273	не совсем	1	1
274	которое в	1	1
275	как не	1	1
276	о роли	1	1
277	в каждой	1	1
278	вообще должно	1	1
279	еще не	7	1
280	на них	3	1
281	оценок и	2	1
282	со словами	2	1
283	в чем	2	1
284	этим не	1	1
285	на своих	1	1
286	это имеет	1	1
287	драматический характер	1	1
288	но как	2	1
289	что язык	1	1
290	по отношению	21	1
291	отношение к	10	1
292	себе и	1	1
293	произведение не	3	1
294	не просто	1	1
295	из важнейших	3	1
296	политических оценок	1	1
297	тесно связан	1	1
298	проч все	3	1
299	независимо от	13	1
300	этом его	1	1
301	в творчестве	1	1
302	по внешним	1	1
303	целый ряд	1	1
304	в материал	1	1
305	именно эта	1	1
306	к другому	1	1
307	в литературном	1	1
308	формы в	1	1
309	им в	1	1
310	бы только	1	1
311	только один	1	1
312	и если	1	1
313	к выводу	1	1
314	не следует	2	1
315	но именно	1	1
316	вследствие этого	3	1
317	перестает быть	4	1
318	которой не	1	1
319	именно то	1	1
320	формы но	1	1
321	эта последняя	1	1
322	в понимании	1	1
323	в принципе	1	1
324	к одному	1	1
325	этого вопроса	1	1
326	не как	1	1
327	свое время	1	1
328	теперь еще	1	1
329	его от	1	1
330	на этом	2	1
331	они должны	1	1
332	в совершенно	1	1
333	значение в	1	1
334	зрения на	1	1
335	отношениями между	1	1
336	смысл совершающегося	1	1
337	с другими	3	1
338	только там	2	1
339	действительности в	2	1
340	этом смысле	3	1
341	и тем	3	1
342	для них	1	1
343	нет в	1	1
344	это положение	1	1
345	в высшей	5	1
346	и уже	1	1
347	которому относится	1	1
348	никакого смысла	1	1
349	но я	1	1
350	которую я	1	1
351	но если	1	1
352	совершенно независимо	2	1
353	оценки на	1	1
354	можно найти	1	1
355	работа в	1	1
356	что вся	1	1
357	место в	8	1
358	значение для	3	1
359	вплоть до	1	1
360	сам же	1	1
361	не будем	3	1
362	и эти	1	1
363	время был	1	1
364	иной раз	1	1
365	на один	1	1
366	что есть	1	1
367	какие бы	1	1
368	можно ли	1	1
369	в таких	2	1
370	она не	2	1
371	виду что	1	1
372	и проч	28	1
373	на слова	1	1
374	который был	1	1
375	одна из	2	1
376	на него	3	1
377	в основе	5	1
378	материала в	10	1
379	и снова	1	1
380	чем не	2	1
381	воспоминания и	1	1
382	все свои	1	1
383	и без	1	1
384	вследствие того	1	1
385	же время	3	1
386	всего и	1	1
387	этих двух	1	1
388	и лишь	1	1
389	таким путем	1	1
390	к концу	1	1
391	и социального	1	1
392	в момент	1	1
393	уже о	1	1
394	не могут	2	1
395	сравнительно с	1	1
396	отличается от	2	1
397	все не	1	1
398	что является	1	1
399	служить и	1	1
400	я чувствую	1	1
401	слова с	2	1
402	быть конечно	2	1
403	как мы	7	1
404	в свое	1	1
405	что все	2	1
406	свою очередь	1	1
407	здесь не	4	1
408	без всякого	1	1
409	данном случае	4	1
410	в в	1	1
411	только при	2	1
412	характер и	1	1
413	то время	1	1
414	в пределах	6	1
415	на том	1	1
416	можно было	4	1
417	не с	4	1
418	и которые	2	1
419	с самим	2	1
420	здесь нет	2	1
421	на которую	1	1
422	найти в	1	1
423	не были	1	1
424	произведение для	1	1
425	по сравнению	1	1
426	поэтому в	2	1
427	два направления	1	1
428	их борьбе	1	1
429	опираются на	2	1
430	к языку	1	1
431	выводу что	1	1
432	образом в	1	1
433	со всех	2	1
434	столь же	2	1
435	и ему	1	1
436	настоящее время	1	1
437	этом произведении	1	1
438	входя в	2	1
439	др в	2	1
440	его тело	1	1
441	можно сказать	2	1
442	в форму	2	1
443	и во	2	1
444	или иначе	1	1
445	от них	2	1
446	всем в	1	1
447	во втором	1	1
448	эти два	1	1
449	нуждается в	2	1
450	в форме	4	1
451	положение вещей	2	1
452	но нельзя	2	1
453	все время	1	1
454	и отдельные	1	1
455	следует однако	1	1
456	ни к	2	1
457	исходным пунктом	1	1
458	и всего	1	1
459	сюда относится	1	1
460	не совпадает	2	1
461	есть первый	1	1
462	в двух	2	1
463	сомнению что	1	1
464	места в	1	1
465	с ними	4	1
466	и действительно	1	1
467	который в	1	1
468	или же	1	1
469	конечно не	5	1
470	только на	1	1
471	в поэзии	9	1
472	языка как	2	1
473	поэзии но	1	1
474	чем обычно	1	1
475	речь в	1	1
476	но совершенно	2	1
477	средства для	1	1
478	этом в	1	1
479	чувствует свою	1	1
480	в известной	3	1
481	точка зрения	3	1
482	не для	1	1
483	а в	6	1
484	относится не	1	1
485	было этого	1	1
486	не о	1	1
487	может служить	1	1
488	мы можем	6	1
489	как его	3	1
490	но что	1	1
491	принципиально не	4	1
492	смысле слова	2	1
493	в каждом	2	1
494	форму и	2	1
495	именно как	1	1
496	а на	1	1
497	язык в	2	1
498	за пределы	12	1
499	не входя	2	1
500	в каких	2	1
501	к которому	4	1
502	уходит в	1	1
503	несколько примеров	1	1
504	и быть	1	1
505	конца как	1	1
506	или о	1	1
507	себя и	3	1
508	связано с	1	1
509	нужно сказать	1	1
510	с которым	1	1
511	одну из	1	1
512	не подлежит	1	1
513	на эту	1	1
514	и исторической	1	1
515	этом основании	1	1
516	в связи	2	1
517	было в	1	1
518	именно поэтому	2	1
519	но оно	1	1
520	слова правда	1	1
521	политики в	1	1
522	характера и	2	1
523	если оно	1	1
524	сравнению с	1	1
525	и всей	1	1
526	со всею	1	1
527	да и	3	1
528	говоря уже	1	1
529	слов в	1	1
530	жизни в	1	1
531	выйти за	1	1
532	эти попытки	1	1
533	критики и	1	1
534	быть не	1	1
535	не создает	1	1
536	всем что	1	1
537	в контексте	1	1
538	впрочем не	1	1
539	характера в	1	1
540	силу и	1	1
541	но для	1	1
542	нисколько не	1	1
543	должны быть	4	1
544	в более	4	1
545	за его	3	1
546	и для	11	1
547	составу и	1	1
548	как материал	1	1
549	не существует	1	1
550	и от	3	1
551	только таким	1	1
552	или в	2	1
553	что оно	2	1
554	в настоящее	1	1
555	поэтому она	1	1
556	пр в	1	1
557	для нас	1	1
558	от него	3	1
559	и все	3	1
560	бы в	1	1
561	и смысл	1	1
562	и первое	1	1
563	я должен	2	1
564	в наши	1	1
565	все они	5	1
566	в свою	2	1
567	могли быть	1	1
568	входить в	1	1
569	между ними	4	1
570	лишь что	2	1
571	неотделим от	1	1
572	не говоря	1	1
573	но критика	1	1
574	к его	2	1
575	но этот	1	1
576	едва ли	3	1
577	в характере	1	1
578	отношению к	19	1
579	из этого	1	1
580	занимает в	1	1
581	жизни и	1	1
582	но эти	1	1
583	к этой	1	1
584	при оценке	1	1
585	как слово	1	1
586	в своих	2	1
587	нет что	1	1
588	в таком	3	1
589	все что	3	1
590	которая не	1	1
591	смысле что	1	1
