N	2gram	Tiupa_Anal_3	EvropaiC
1	таким образом	4	32
2	в том	9	31
3	и в	18	24
4	том что	12	20
5	все эти	2	19
6	не может	2	18
7	то что	2	17
8	может быть	9	15
9	все же	4	15
10	точки зрения	3	13
11	самом деле	2	12
12	в своем	4	12
13	до сих	1	12
14	в этом	14	12
15	сих пор	1	12
16	с этим	3	11
17	между тем	5	11
18	все это	3	11
19	во всех	2	10
20	по отношению	7	10
21	культуры и	1	10
22	так и	14	10
23	мы знаем	1	10
24	как бы	10	10
25	отношению к	7	10
26	все что	1	10
27	того же	5	9
28	на то	1	9
29	при этом	11	9
30	как и	14	9
31	в результате	5	9
32	что в	9	9
33	а и	4	8
34	в самом	5	8
35	чем у	1	8
36	с точки	2	8
37	не в	6	8
38	если бы	1	8
39	и все	2	8
40	а между	1	7
41	на самом	1	7
42	из этих	3	7
43	в силу	1	7
44	о которых	2	7
45	не менее	4	7
46	того чтобы	1	7
47	по своей	2	7
48	к тому	6	7
49	для этого	1	7
50	о том	6	7
51	что он	4	7
52	для того	1	7
53	но и	13	7
54	приобщение к	1	7
55	и не	12	7
56	из этого	1	7
57	еще не	6	6
58	и на	4	6
59	в общем	2	6
60	тогда как	20	6
61	что касается	3	6
62	в этой	6	6
63	в мире	5	6
64	несмотря на	2	6
65	от друга	1	6
66	с ним	1	6
67	что и	5	6
68	того что	1	6
69	только в	2	6
70	все они	2	6
71	так что	1	6
72	мы можем	2	6
73	друг от	1	6
74	с другой	7	6
75	вместе с	2	6
76	как на	1	6
77	столь же	4	5
78	как к	2	5
79	и к	4	5
80	но в	2	5
81	в целом	3	5
82	в себе	2	5
83	тому же	3	5
84	не только	22	5
85	не будет	3	5
86	лишь в	5	5
87	его в	3	5
88	и без	3	5
89	так называемого	1	5
90	в то	3	5
91	как будто	1	5
92	что при	1	5
93	в его	7	5
94	потому что	1	5
95	и их	1	5
96	у него	1	5
97	именно в	3	5
98	далеко не	4	5
99	другой стороны	5	5
100	по своему	2	5
101	и для	2	5
102	и от	2	5
103	к этому	3	5
104	то же	3	4
105	мы уже	1	4
106	та же	1	4
107	между собой	1	4
108	отношение к	1	4
109	хотя и	2	4
110	он не	6	4
111	всех этих	1	4
112	в одну	1	4
113	факт что	1	4
114	должно быть	1	4
115	иначе говоря	2	4
116	в их	6	4
117	тем не	2	4
118	из которых	1	4
119	есть культура	1	4
120	связи с	1	4
121	и сейчас	1	4
122	в дальнейшем	2	4
123	никогда не	5	4
124	и т.д	2	4
125	и у	1	4
126	не есть	4	4
127	а потому	1	4
128	в конце	5	4
129	а с	1	4
130	его собственной	1	4
131	тот факт	1	4
132	не могут	1	4
133	в течение	1	4
134	в европейской	1	4
135	этом случае	1	4
136	мы должны	1	4
