N	3gram	Tiupa_Hudo_1	Literetu
1	то же время	8	9
2	в то же	8	9
3	не может быть	2	7
4	с одной стороны	1	6
5	в конечном счете	2	5
6	в том что	6	5
7	состоит в том	1	4
8	с точки зрения	3	3
9	в этом отношении	3	3
10	в данном случае	1	3
11	между я и	1	3
12	по отношению к	8	3
13	речь идет о	2	3
14	на наш взгляд	2	3
15	о том что	9	2
16	и т п	8	2
17	за то что	1	2
18	в русской литературе	3	2
19	в первый раз	1	2
20	это прежде всего	2	2
21	в равной степени	1	2
22	в свое время	1	2
23	тем не менее	3	2
24	при всей своей	1	2
25	себя в другом	1	1
26	том что в	2	1
27	такой же мере	2	1
28	это могло бы	1	1
29	а в конце	1	1
30	есть по сути	1	1
31	я и ты	2	1
32	как было сказано	1	1
33	то же самое	1	1
34	одной стороны и	1	1
35	что же касается	2	1
36	жизни как правило	1	1
37	оставаясь за пределами	1	1
38	что он не	2	1
39	в отличие от	1	1
40	же время не	1	1
41	в себе и	1	1
42	от первого лица	1	1
43	ни с какой	1	1
44	можно было бы	4	1
45	все той же	1	1
46	принципиальное различие между	1	1
47	таком взгляде на	1	1
48	полном соответствии с	1	1
49	с этой точки	1	1
50	положение при котором	1	1
51	и в то	1	1
52	в равной мере	2	1
53	ничего общего с	1	1
54	при таком взгляде	1	1
55	подлинного а не	1	1
56	в конце концов	1	1
57	в себя и	1	1
58	в действительности же	2	1
59	имеет ничего общего	1	1
60	по нашему мнению	1	1
61	на этом свете	1	1
62	приводит к тому	1	1
63	такой же как	1	1
64	в такой же	2	1
65	не в том	2	1
66	прежде всего в	1	1
67	так и от	2	1
68	как нам представляется	1	1
69	не имеет ничего	1	1
70	этой точки зрения	1	1
71	личности с ее	1	1
72	а в том	1	1
73	конечном счете в	1	1
74	но не перед	1	1
75	в полном соответствии	1	1
76	в свою очередь	1	1
77	на самом деле	1	1
78	не случайно в	2	1
79	видения жизни в	1	1
80	речь в данном	1	1
81	никогда не бывает	1	1
82	не только не	1	1
83	оказывается как бы	1	1
84	в художественном мире	1	1
85	к тому что	4	1
86	во многих отношениях	1	1
87	художественного мышления и	1	1
88	для него в	1	1
