N	3gram	Bakhtin_Pr_3	Dialekti
1	с точки зрения	2	12
2	в том что	3	7
3	в нем есть	1	6
4	то же время	5	4
5	можно было бы	1	4
6	по крайней мере	1	4
7	с другой стороны	1	4
8	в то же	5	4
9	ровно ничего не	1	3
10	более или менее	3	3
11	в этом смысле	1	3
12	в нем нет	3	3
13	может быть и	2	3
14	в конце концов	1	3
15	не может быть	1	3
16	можно сказать что	4	3
17	той или иной	1	3
18	то что я	1	2
19	мы находим в	1	2
20	до сих пор	5	2
21	и в то	2	2
22	в этом отношении	1	2
23	или хотя бы	1	2
24	значит ли это	1	2
25	по сравнению с	4	2
26	и в нем	1	2
27	это конечно не	1	2
28	друг к другу	1	2
29	во всяком случае	1	2
30	о том что	2	2
31	мы можем сказать	1	2
32	можем сказать что	1	2
33	и даже не	1	2
34	ли это что	1	2
35	в каждом из	3	2
36	а между тем	2	1
37	хотя и не	1	1
38	в той или	1	1
39	я не могу	1	1
40	сказать что в	1	1
41	мы имеем дело	1	1
42	и той же	1	1
43	это было бы	1	1
44	об этом не	1	1
45	так или иначе	1	1
46	мы уже знаем	1	1
47	и тому же	2	1
48	со всеми ее	1	1
49	что уже на	1	1
50	не отвлеченная мысль	1	1
51	строй и порядок	1	1
52	на самом же	1	1
53	а не об	1	1
54	вместе с ним	1	1
55	может быть еще	1	1
56	каждом из них	2	1
57	также и ранний	1	1
58	и что об	1	1
59	жизни и в	1	1
60	в них нет	1	1
61	теперь мы должны	2	1
62	но в то	1	1
63	относится к самому	1	1
64	но мы уже	1	1
65	было бы дать	1	1
66	в своем знаменитом	1	1
67	ибо не только	1	1
68	с ней и	1	1
69	в связи с	1	1
70	резко проявляется в	1	1
71	в этом и	1	1
72	в разной степени	1	1
73	в новое время	4	1
74	таким образом и	1	1
75	самом же деле	1	1
76	убеждение в том	1	1
77	уже ничего не	2	1
78	есть не что	1	1
79	могла быть только	1	1
80	этом и заключается	1	1
81	же время как	1	1
82	с самого начала	3	1
83	к одному и	2	1
84	что иное как	1	1
85	друг от друга	1	1
86	и может быть	1	1
87	одной и той	1	1
88	уже знаем что	1	1
89	не что иное	1	1
90	тех или иных	1	1
91	тем не менее	2	1
92	друг в друга	1	1
93	одному и тому	2	1
94	между идеей и	1	1
95	то же самое	1	1
