N	3gram	Vygotskiy__2	Mirosoze
1	не может быть	6	17
2	с тем что	1	3
3	и в самом	2	3
4	мы увидим что	2	3
5	не может не	1	2
6	по отношению к	5	2
7	он не может	1	2
8	до сих пор	1	2
9	хотя бы и	2	2
10	что он не	2	2
11	к тому чтобы	2	2
12	в том смысле	1	2
13	не могут быть	1	2
14	никогда не может	1	2
15	уж конечно не	1	2
16	для того чтобы	10	2
17	в высшей степени	7	2
18	но и от	1	1
19	на том что	2	1
20	потому что он	2	1
21	всякий раз когда	1	1
22	в которых он	1	1
23	имеем в виду	1	1
24	в самом деле	4	1
25	в движении все	1	1
26	занимает центральное место	1	1
27	существует не только	1	1
28	в своей книге	1	1
29	как и все	1	1
30	том случае если	1	1
31	в зависимости от	6	1
32	в отличие от	3	1
33	в одном отношении	1	1
34	он знал что	1	1
35	ни у кого	1	1
36	в том случае	1	1
37	идея о том	1	1
38	мир для него	1	1
39	она связана с	1	1
40	в которой не	1	1
41	к чему бы	1	1
42	по сравнению с	5	1
43	трудно было бы	1	1
44	не в том	1	1
45	личности в которой	1	1
46	все более и	1	1
47	друг к другу	1	1
48	во всяком случае	6	1
49	когда мы говорим	1	1
50	том смысле что	1	1
51	на протяжении всего	2	1
52	зависимости от этого	2	1
53	потому что мы	1	1
54	оно не может	1	1
55	порождает из себя	1	1
56	о мире в	1	1
57	мы имеем в	1	1
58	о том что	4	1
59	к которому он	1	1
60	более и более	1	1
61	мира и мира	1	1
62	можно было бы	5	1
63	в том что	21	1
64	все это не	1	1
65	он не видит	1	1
66	она не может	1	1
67	не только от	1	1
