N	2gram	Tiupa_Narr_1	Psycholo
1	в том	8	37
2	и в	11	32
3	то есть	9	21
4	том что	7	21
5	потому что	5	21
6	таким образом	1	21
7	в искусстве	1	21
8	то что	9	21
9	что в	3	20
10	может быть	15	18
11	так же	1	18
12	точки зрения	5	17
13	что и	1	17
14	не может	8	17
15	самом деле	3	16
16	что она	1	16
17	того чтобы	4	14
18	то же	8	13
19	в этом	12	13
20	при этом	19	13
21	для того	3	13
22	что он	3	13
23	в самом	6	12
24	не только	31	12
25	по себе	4	12
26	с и	1	12
27	так как	1	12
28	на то	2	11
29	с тем	1	11
30	и т	1	10
31	когда он	1	10
32	с точки	1	10
33	но и	27	10
34	как и	13	10
35	и не	23	10
36	как в	4	9
37	никогда не	4	9
38	тем что	1	9
39	той же	1	8
40	что это	1	8
41	не в	6	8
42	не менее	3	8
43	дело с	2	8
44	того что	4	8
45	в сущности	2	7
46	и как	3	7
47	ясно что	1	7
48	и его	10	7
49	как будто	3	7
50	к тому	6	7
51	только в	12	7
52	что для	1	7
53	а не	13	7
54	сказать что	2	7
55	в этой	6	6
56	целый ряд	1	6
57	он не	3	6
58	если бы	7	6
59	о том	4	6
60	все время	1	6
61	и мы	1	6
62	тот же	1	6
63	как бы	6	6
64	художественное произведение	1	6
65	же самое	2	6
66	на самом	1	5
67	и на	5	5
68	только на	2	5
69	что у	4	5
70	далеко не	1	5
71	все это	1	5
72	в то	4	5
73	в ней	4	5
74	утверждает что	1	5
75	и даже	2	5
76	до сих	2	5
77	вслед за	1	5
78	отнюдь не	2	5
79	сих пор	2	5
80	как раз	6	5
81	этом отношении	3	5
82	же как	1	4
83	сам по	1	4
84	едва ли	3	4
85	мы имеем	3	4
86	столь же	5	4
87	в чем	2	4
88	с этим	1	4
89	все же	4	4
90	в действительности	1	4
91	с той	1	4
92	в произведении	2	4
93	в целом	3	4
94	в нем	4	4
95	к одному	1	4
96	и по	1	4
97	том случае	1	4
98	и с	3	4
99	и тем	4	4
100	в жизни	3	4
101	в данном	11	4
102	иначе говоря	8	4
103	сущности говоря	1	4
104	тому что	1	4
105	не имеет	2	4
106	того как	1	4
107	ничего не	2	4
108	как она	2	4
109	и до	1	4
110	в сознании	4	4
111	что на	4	4
112	и для	2	4
113	могут быть	1	4
114	тем не	3	4
115	если же	1	4
116	данном случае	8	4
117	и когда	1	4
118	и сам	1	4
119	о ней	3	4
120	никак не	2	4
121	между тем	3	4
122	которые мы	1	4
123	из них	4	4
124	а на	2	4
125	когда она	1	4
126	в творчестве	1	4
127	как это	3	4
128	наряду с	1	4
129	материал для	1	4
130	случае если	1	4
131	при таком	1	4
132	и все	3	4
133	а в	13	4
134	совершенно не	1	4
135	жизни и	6	4
136	например в	1	3
137	отношении к	1	3
