N	3gram	Potebnia_M_3	Problema
1	тем не менее	3	18
2	и т д	3	10
3	то же самое	1	9
4	для того чтобы	3	8
5	в данном случае	1	8
6	на то что	1	8
7	сам по себе	5	7
8	ничего общего с	1	7
9	в таком случае	2	6
10	то что мы	2	6
11	не есть ни	4	5
12	о том что	1	5
13	в том что	16	5
14	на самом деле	1	4
15	только то что	1	4
16	в то же	5	4
17	сама по себе	2	4
18	так же и	1	3
19	более или менее	3	3
20	до сих пор	3	3
21	именно то что	2	3
22	и в других	1	3
23	сами по себе	1	3
24	и не есть	1	3
25	в буквальном смысле	2	3
26	и о том	1	3
27	и тем самым	1	3
28	не только не	2	3
29	можно сказать что	2	3
30	с другой стороны	4	3
31	по этому поводу	1	3
32	в себе не	2	3
33	в других случаях	1	2
34	что он обозначает	1	2
35	не говоря уже	1	2
36	то есть по	1	2
37	в самом деле	1	2
38	так или иначе	1	2
39	по крайней мере	5	2
40	было бы мало	2	2
41	в таких случаях	1	2
42	в сознании и	2	2
43	а может быть	1	2
44	имеющий ничего общего	1	2
45	то и другое	1	2
46	и то что	1	2
47	и что в	1	2
48	тоже не есть	1	2
49	потому что оно	2	2
50	в одно целое	1	2
51	тем что в	1	2
52	не может быть	3	2
53	здесь не только	1	2
54	не имеющий ничего	1	2
55	тем и другим	1	2
56	и в самом	2	2
57	в себе все	1	2
58	только потому что	2	2
59	подобно тому как	2	2
60	таким образом что	1	1
61	что они обозначают	1	1
62	от человека к	1	1
63	тем же словом	3	1
64	и может быть	2	1
65	а между тем	2	1
66	есть нечто совершенно	1	1
67	будет относиться ко	1	1
68	и это будет	1	1
69	сводится к тому	1	1
70	вместе с тем	4	1
71	в чем же	1	1
72	указывает на ее	1	1
73	мы видели выше	1	1
74	бы оно ни	1	1
75	одним и тем	3	1
76	мы уже сказали	1	1
77	в этом последнем	2	1
78	в том же	2	1
79	в языке и	1	1
80	том что это	1	1
81	говоря уже о	1	1
82	и притом не	1	1
83	того что мы	2	1
84	значение не сам	1	1
85	не сам по	1	1
86	что все эти	1	1
87	в этом отношении	2	1
88	того и другого	1	1
89	и т п	2	1
90	имеет значение не	2	1
91	потому что для	1	1
92	опыт показывает что	1	1
93	от нас и	1	1
94	прежде чем говорить	1	1
95	из них не	1	1
96	одно и то	5	1
97	что не есть	1	1
98	что между тем	1	1
99	все это в	1	1
100	то время как	1	1
101	уже на первом	1	1
102	в логике но	1	1
103	одно то что	1	1
104	и тем же	3	1
105	если бы мы	1	1
106	не только в	4	1
107	мы не знаем	2	1
108	оно не было	1	1
109	об этом а	1	1
110	на первый взгляд	1	1
111	и то же	5	1
112	так и в	2	1
113	должно быть существенным	1	1
114	или по крайней	1	1
115	это было бы	1	1
116	не могут быть	2	1
117	только в таком	1	1
118	именно тем что	1	1
119	бы ничего общего	1	1
120	а не в	1	1
121	чем говорить о	1	1
122	только не есть	1	1
123	и в том	2	1
124	нельзя сказать что	2	1
125	таким образом в	1	1
126	мы выше называли	1	1
127	что вовсе не	1	1
128	что оно есть	1	1
129	процесс таким образом	1	1
130	заключается в том	1	1
131	в то время	4	1
132	в том чтобы	2	1
133	должна указывать на	1	1
134	есть одно из	2	1
135	это значит что	1	1
136	если мы не	1	1
137	то есть тот	1	1
138	между тем и	1	1
139	идеи и образа	1	1
140	это только потому	1	1
141	может и не	1	1
142	то или другое	2	1
143	самих по себе	2	1
144	как мы уже	1	1
145	в каждом отдельном	1	1
146	к тому что	2	1
147	не только от	1	1
148	и может стать	1	1
149	или лучше сказать	2	1
150	уже одно то	1	1
151	как и в	2	1
152	в разговоре с	1	1
153	к тому же	1	1
154	говорит нам о	1	1
155	только тогда когда	7	1
156	как мы видели	1	1
157	потому что эта	1	1
158	в себе закон	1	1
