N	3gram	Bakhtin_fo_1	Formalny
1	с точки зрения	2	13
2	то же время	9	8
3	в его целом	2	8
4	в то же	6	8
5	до сих пор	3	6
6	в свою очередь	1	6
7	не может быть	3	5
8	по отношению к	3	4
9	одной стороны и	2	4
10	с одной стороны	2	4
11	во всяком случае	1	4
12	так и в	1	4
13	и т п	8	4
14	прежде всего в	1	3
15	и до конца	2	3
16	может быть и	2	3
17	смысле этого слова	1	3
18	в ее целом	2	3
19	не могло не	1	2
20	а вовсе не	1	2
21	в зависимости от	1	2
22	сами по себе	1	2
23	в строгом смысле	2	2
24	как мы увидим	1	2
25	как если бы	2	2
26	и в частности	2	2
27	но в то	1	2
28	и в этом	1	2
29	в связи с	5	2
30	только на почве	1	2
31	все более и	1	2
32	более и более	1	2
33	связи с этим	2	2
34	сама по себе	1	2
35	оно прежде всего	1	2
36	вполне понятно что	4	1
37	могут быть найдены	1	1
38	или хотя бы	1	1
39	случилось так что	1	1
40	друг другу и	1	1
41	и может быть	1	1
42	все в нем	1	1
43	же как и	2	1
44	как раз и	2	1
45	и во всех	1	1
46	в том что	2	1
47	но и в	2	1
48	в своем дальнейшем	1	1
49	в этом отношении	3	1
50	возможно лишь в	1	1
51	том числе и	2	1
52	своей специфической закономерностью	1	1
53	в нем как	1	1
54	со всех сторон	1	1
55	так сказать в	1	1
56	вместе с тем	2	1
57	не могло быть	3	1
58	в это время	1	1
59	роль в истории	1	1
60	в его основных	1	1
61	формы и разновидности	1	1
62	в данном случае	1	1
63	в высшей степени	1	1
64	и в то	5	1
65	всем этим определяются	1	1
66	а также и	2	1
67	еще не было	1	1
68	в отличие от	2	1
69	по сравнению с	2	1
70	и как бы	1	1
71	совершенно неотделимо от	1	1
72	но вместе с	1	1
73	в точном смысле	2	1
74	и речи о	1	1
75	что касается до	1	1
76	в новое время	1	1
77	как в самом	1	1
78	так же как	2	1
79	и в том	1	1
80	все то что	2	1
81	того что было	1	1
82	в широком смысле	2	1
83	в той же	1	1
84	совершенно независимо от	1	1
85	своем дальнейшем развитии	1	1
86	между этими двумя	3	1
87	мы остановимся здесь	1	1
88	та или иная	1	1
89	всего того что	1	1
90	свою очередь ни	1	1
91	в самом начале	1	1
92	и до сих	1	1
93	определяющего влияния на	1	1
94	с самого начала	2	1
95	но отнюдь не	1	1
96	но все эти	2	1
97	во всех ее	1	1
98	но все же	2	1
99	как своего рода	1	1
100	и вступает в	1	1
101	дело здесь идет	1	1
102	могло не оказать	1	1
103	не только на	1	1
104	в этом романе	2	1
105	в том числе	4	1
106	не подлежит конечно	1	1
107	мы уже знаем	1	1
108	как в свою	1	1
109	громадное влияние на	2	1
110	подлежит конечно сомнению	1	1
111	в последнем счете	1	1
112	все это не	1	1
113	что дело здесь	1	1
114	в жизни и	1	1
115	по своей природе	1	1
