N	2gram	Bakhtin_KF_1	Myslijsy
1	потому что	2	46
2	то есть	1	34
3	в том	6	32
4	и в	24	30
5	может быть	45	28
6	то же	5	23
7	не только	5	21
8	только в	16	21
9	для нас	4	20
10	но и	9	19
11	того что	3	18
12	том что	4	18
13	то что	7	18
14	не есть	20	17
15	что в	4	17
16	в себе	21	16
17	по себе	2	16
18	и не	26	15
19	не в	12	15
20	в сознании	2	15
21	а не	17	15
22	что и	7	13
23	так как	1	13
24	если бы	8	12
25	вместе с	1	12
26	а в	4	12
27	так и	2	11
28	этого слова	2	11
29	как в	2	10
30	в этом	14	10
31	в душе	1	10
32	как и	5	10
33	в то	3	10
34	мы не	3	9
35	только тогда	1	9
36	в нем	28	9
37	было бы	8	9
38	тогда когда	3	9
39	между тем	4	9
40	для него	8	9
41	и то	2	8
42	в ней	3	8
43	в самом	1	8
44	от того	3	8
45	что не	3	8
46	что мы	1	8
47	только что	1	8
48	но не	12	7
49	с тем	2	7
50	тем самым	4	7
51	тем что	3	7
52	слова в	2	7
53	вовсе не	7	7
54	смысле этого	1	7
55	к тому	1	7
56	с этим	1	6
57	же с	1	6
58	с ним	5	6
59	не имеет	5	6
60	и теперь	1	6
61	что он	2	6
62	уже не	7	6
63	зависит от	1	6
64	но оно	1	6
65	не может	27	6
66	что только	2	6
67	но это	6	6
68	слово не	3	5
69	еще не	4	5
70	по отношению	26	5
71	независимо от	3	5
72	в своем	16	5
73	и как	2	5
74	есть для	1	5
75	думать что	2	5
76	не следует	1	5
77	и тем	3	5
78	я как	1	5
79	что я	5	5
80	же время	2	5
81	к ней	1	5
82	в каком	4	5
83	это содержание	1	5
84	не менее	3	5
85	мысль о	1	5
86	слово может	1	5
87	одно из	1	5
88	только по	2	5
89	есть только	1	5
90	отношению к	22	5
91	должно быть	6	5
92	слова и	1	5
93	только как	4	5
94	в действительности	1	5
95	говоря о	1	4
96	тем же	1	4
97	столь же	1	4
98	относится к	1	4
99	что именно	1	4
100	не было	8	4
101	что это	3	4
102	бы не	3	4
103	он не	6	4
104	перестает быть	1	4
105	не к	1	4
106	и по	1	4
107	в один	1	4
108	мысли что	1	4
109	в котором	24	4
110	себе а	2	4
111	для меня	20	4
112	это слово	1	4
113	и его	17	4
114	до того	1	4
115	по поводу	1	4
116	для того	3	4
117	оно не	2	4
118	и это	12	4
119	своей мысли	1	4
120	ли она	1	4
121	в его	40	4
122	один из	2	4
123	все равно	1	4
124	себя и	2	4
125	быть только	8	4
126	если не	2	4
127	и потому	2	4
128	все это	10	4
129	в смысле	6	4
130	и от	1	4
131	мы должны	1	4
132	была бы	1	4
133	все что	1	4
134	я и	2	3
135	и есть	9	3
136	в первом	1	3
137	действительности и	1	3
138	говорить о	2	3
139	бы ни	1	3
140	и на	3	3
141	в чем	4	3
142	а только	1	3
143	мысль в	1	3
144	не можем	1	3
145	в целом	10	3
146	что она	1	3
147	при этом	4	3
148	мысли как	1	3
149	в каждом	3	3
150	не будет	2	3
151	что все	1	3
152	и может	3	3
153	его в	5	3
154	этого не	1	3
155	как бы	9	3
156	место в	5	3
157	образом и	1	3
158	над всеми	1	3
159	тем не	2	3
160	есть еще	1	3
161	тому что	2	3
162	образом в	1	3
163	того чтобы	2	3
164	некоторым образом	1	3
165	ни о	1	3
166	могут быть	3	3
167	для себя	5	3
168	свою очередь	1	3
169	него самого	1	3
170	или в	1	3
171	именно вследствие	1	3
172	здесь как	1	3
173	слово и	1	3
174	со стороны	7	3
175	жизни не	1	3
176	можно сказать	1	3
177	это было	2	3
178	к нему	12	3
179	я а	1	3
180	что конечно	1	3
181	же и	1	3
182	только на	1	3
183	к содержанию	2	3
184	никто не	1	3
185	прежде всего	2	3
186	друг друга	1	3
187	мы можем	1	3
188	само по	1	3
189	именно в	5	3
190	человеческой жизни	1	3
191	только от	1	3
192	там где	5	3
193	его я	1	3
194	связь с	1	3
195	в человеке	1	3
196	самого себя	1	3
197	том смысле	1	3
198	все остальные	1	3
199	не существует	1	3
200	это можно	2	3
201	а к	1	3
202	и все	7	3
203	не я	3	3
204	в свою	3	3
205	не знает	5	3
206	в последнем	1	3
207	в которой	1	3
208	в искусстве	1	3
209	к этому	2	3
210	самом деле	3	2
211	это и	2	2
212	и до	1	2
213	в их	8	2
214	мы уже	1	2
215	той же	1	2
216	предмета в	2	2
217	содержания в	1	2
218	что уже	1	2
219	он как	1	2
220	его только	1	2
221	все в	1	2
222	ему в	2	2
223	оно ни	1	2
224	что язык	1	2
225	вообще как	1	2
226	отношение к	5	2
227	этого единства	1	2
228	нечто вроде	2	2
229	все же	5	2
230	и получает	1	2
231	его к	2	2
232	все возможное	2	2
233	та же	2	2
234	под ним	2	2
235	в этой	2	2
236	и тот	1	2
237	на то	1	2
238	человек не	2	2
239	на его	1	2
240	эта последняя	1	2
241	не как	4	2
242	в понятии	1	2
243	из него	3	2
244	людей и	2	2
245	но все	5	2
246	этом последнем	1	2
247	смысле в	2	2
248	могла бы	4	2
249	не дает	3	2
250	бы быть	5	2
251	на все	1	2
252	входит в	3	2
253	время и	5	2
254	ни в	12	2
255	несмотря на	1	2
256	и видит	1	2
257	точки зрения	12	2
258	в своей	10	2
259	а как	2	2
260	то для	1	2
261	мысли и	1	2
262	единство и	1	2
263	их в	1	2
264	том же	1	2
265	содержание мысли	1	2
266	что есть	2	2
267	что эта	2	2
268	она не	1	2
269	как о	1	2
270	но только	1	2
271	только не	1	2
272	суждения не	1	2
273	такая же	1	2
274	в некотором	3	2
275	в живой	1	2
276	деятельности и	2	2
277	когда мы	1	2
278	от этого	2	2
279	его с	2	2
280	в области	2	2
281	отказаться от	2	2
282	ничего общего	2	2
283	то или	2	2
284	и о	1	2
285	это единство	3	2
286	в ее	16	2
287	только при	1	2
288	произведения не	1	2
289	котором мы	3	2
290	можно только	1	2
291	и с	1	2
292	об этом	1	2
293	каждый раз	1	2
294	о том	3	2
295	и та	2	2
296	но мы	1	2
297	его жизни	3	2
298	этой мысли	1	2
299	мысль не	2	2
300	и содержание	5	2
301	от него	3	2
302	связь между	1	2
303	от них	1	2
304	может стать	1	2
305	и мы	2	2
306	вне себя	1	2
307	мы видим	1	2
308	одной из	1	2
309	в какой	1	2
310	но как	5	2
311	в виде	2	2
312	был бы	3	2
313	в одном	4	2
314	себя от	1	2
315	другой и	1	2
316	и даже	1	2
317	будет ли	2	2
318	на чем	1	2
319	а с	2	2
320	предмет и	2	2
321	притом не	1	2
322	возможное содержание	1	2
323	у меня	1	2
324	понятие о	1	2
325	эти слова	1	2
326	остается только	1	2
327	по своему	3	2
328	быть не	2	2
329	сознании и	1	2
330	не подлежит	1	2
331	из себя	8	2
332	ним то	1	2
333	и наконец	1	2
334	же в	1	2
335	отношении к	2	2
336	но этот	1	2
337	первом случае	1	2
338	жизни и	8	2
339	это в	1	2
340	выражено в	1	1
341	отношения к	1	1
342	мы здесь	2	1
343	не остается	2	1
344	все остальное	2	1
345	сомнения что	1	1
346	на самом	3	1
347	бы для	1	1
