N	2gram	Propp_Isto_3	Myslijsy
1	потому что	3	33
2	то что	7	29
3	может быть	11	26
4	таким образом	10	24
5	в этом	17	23
6	в том	9	23
7	и в	22	23
8	и не	12	18
9	что в	15	17
10	при этом	2	15
11	только в	4	15
12	то же	6	14
13	как и	3	14
14	того что	5	14
15	так как	7	14
16	для нас	4	14
17	если бы	6	13
18	не было	2	12
19	а не	6	12
20	том что	8	12
21	не в	4	11
22	по себе	1	11
23	но и	12	11
24	не может	4	11
25	по отношению	2	10
26	не только	14	10
27	мы можем	6	10
28	тем что	4	10
29	что мы	1	10
30	и потому	2	10
31	между тем	2	9
32	не есть	1	9
33	мы не	1	8
34	то это	2	8
35	в своем	2	8
36	но в	10	8
37	было бы	3	8
38	о том	3	8
39	другими словами	1	8
40	сказать что	3	8
41	отношению к	2	8
42	и т	16	7
43	как в	2	7
44	с этим	8	7
45	что это	1	7
46	на то	1	7
47	в нем	9	7
48	в силу	2	7
49	что такое	1	7
50	это не	6	7
51	по мере	1	7
52	и что	2	7
53	что и	9	7
54	вовсе не	2	7
55	с тем	2	7
56	могут быть	5	7
57	этого слова	1	7
58	независимо от	2	6
59	и к	3	6
60	в лес	12	6
61	известно что	2	6
62	того как	1	6
63	так и	2	6
64	тех пор	1	6
65	что не	2	6
66	заметить что	1	6
67	вместе с	9	6
68	тем и	1	6
69	и то	2	5
70	не то	1	5
71	хотя и	2	5
72	как бы	1	5
73	не менее	5	5
74	с ним	1	5
75	не имеет	2	5
76	образом в	2	5
77	есть только	2	5
78	находится в	4	5
79	к нему	5	5
80	так что	5	5
81	не можем	1	5
82	уже в	1	5
83	в его	3	5
84	что же	1	5
85	этом случае	5	5
86	все это	1	5
87	а в	6	5
88	во всяком	2	5
89	есть не	1	4
90	и о	2	4
91	предположить что	7	4
92	что как	1	4
93	и с	4	4
94	его в	3	4
95	с другими	1	4
96	и тем	1	4
97	мы имеем	19	4
98	точки зрения	2	4
99	в котором	2	4
100	сих пор	5	4
101	тем не	5	4
102	на мысль	1	4
103	видно что	2	4
104	и более	2	4
105	в то	2	4
106	в каком	1	4
107	если же	1	4
108	и та	1	4
109	можно сказать	2	4
110	что он	9	4
111	хотя бы	1	4
112	то и	6	4
113	в одном	2	4
114	тогда как	1	4
115	от того	1	4
116	только на	2	4
117	до сих	5	4
118	а именно	4	4
119	но есть	2	4
120	так же	3	4
121	в данном	4	4
122	да и	2	4
123	и все	3	4
124	в таком	1	4
125	например в	2	3
126	человека и	1	3
127	самом деле	1	3
128	на самом	2	3
129	и есть	2	3
130	и до	1	3
131	мы уже	6	3
132	той же	2	3
133	еще не	10	3
134	и на	4	3
135	мысль что	1	3
136	то мы	2	3
137	там где	7	3
138	для создания	1	3
139	по которому	1	3
140	все эти	4	3
141	бы не	1	3
142	так в	6	3
143	и тот	1	3
144	на его	3	3
145	т д	15	3
146	и по	1	3
147	образа и	1	3
148	в нее	2	3
149	на нее	3	3
150	не будет	1	3
151	но уже	1	3
152	в них	6	3
153	все равно	3	3
154	не всегда	4	3
