N	2gram	Voloshinov_1	Komedia
1	и в	16	22
2	и не	4	21
3	том что	3	13
4	таким образом	9	12
5	в том	3	12
6	так как	4	11
7	со стороны	1	11
8	ни в	5	10
9	в самом	2	9
10	до сих	3	9
11	вместе с	3	9
12	сих пор	3	9
13	в этом	9	8
14	его в	4	8
15	о том	2	8
16	если бы	1	8
17	в его	4	8
18	что и	2	8
19	что он	2	8
20	едва ли	3	7
21	то же	2	7
22	при этом	6	7
23	в конце	1	7
24	только что	1	7
25	а в	3	7
26	в свою	1	7
27	того же	2	6
28	самом деле	6	6
29	еще не	5	6
30	и его	8	6
31	к тому	1	6
32	того чтобы	1	6
33	и что	1	6
34	для того	1	6
35	может быть	17	6
36	как раз	1	6
37	во время	3	6
38	к этому	2	6
39	что его	1	5
40	отношение к	5	5
41	но в	4	5
42	не только	7	5
43	он не	2	5
44	в своей	2	5
45	не менее	2	5
46	связи с	1	5
47	к себе	3	5
48	и сам	1	5
49	хотя и	1	5
50	с ним	2	5
51	любви к	1	5
52	к нему	1	5
53	что в	3	5
54	прежде всего	9	5
55	как это	3	5
56	все это	4	5
57	в ней	1	4
58	он был	1	4
59	с другой	1	4
60	нет и	2	4
61	меньше всего	2	4
62	отнюдь не	4	4
63	все же	1	4
64	когда он	1	4
65	то что	3	4
66	что она	1	4
67	и с	8	4
68	с тем	1	4
69	несмотря на	1	4
70	точки зрения	8	4
71	однако в	1	4
72	самого начала	4	4
73	у него	2	4
74	и здесь	1	4
75	с самого	4	4
76	так и	4	4
77	между собой	2	4
78	с помощью	2	4
79	не дает	1	4
80	вовсе не	1	4
81	но и	4	4
82	а не	1	4
83	в связи	1	4
84	и для	2	4
85	хотя бы	4	4
86	так же	2	4
87	говорить о	2	3
88	из того	1	3
89	на них	2	3
90	столь же	1	3
91	с его	7	3
92	с этим	2	3
93	и к	6	3
94	и этим	2	3
95	в этой	4	3
96	как он	1	3
97	в нем	4	3
98	эдипа и	1	3
99	приводит к	1	3
100	от нее	1	3
101	то ни	1	3
102	было бы	2	3
103	по всему	2	3
104	в них	2	3
105	как и	2	3
106	и еще	1	3
107	но если	1	3
108	с точки	6	3
109	их в	3	3
110	к ним	2	3
111	не имеет	1	3
112	никогда не	2	3
113	ничего не	1	3
114	же самое	1	3
115	на это	1	3
116	не позволяет	1	3
117	и мы	2	3
118	любовь к	1	3
119	с одной	1	3
120	в начале	2	3
121	что не	2	3
122	следует что	1	3
123	всяком случае	3	3
124	мы можем	9	3
125	и даже	4	3
126	даже не	3	3
127	на ее	1	3
128	на которые	1	3
129	на этот	1	3
130	один из	2	3
131	не он	1	3
132	в частности	2	3
133	не может	8	3
134	конечно не	6	3
135	по своему	2	3
136	одной стороны	1	3
137	в течение	1	3
138	как бы	5	3
139	с этой	2	3
140	бы он	1	3
141	не знает	2	3
142	дело с	1	3
143	все что	4	3
144	во всяком	3	3
145	отношения к	3	2
146	человека и	1	2
147	на своей	1	2
148	его не	1	2
149	мы не	2	2
150	не слишком	1	2
151	и дать	1	2
152	в сущности	1	2
153	не совсем	1	2
154	и на	4	2
155	бы то	1	2
156	во всех	3	2
157	конечном счете	2	2
158	за пределы	2	2
159	что они	1	2
160	в известной	1	2
161	правда он	1	2
162	ни было	2	2
163	на его	1	2
