N	3gram	Tiupa_Hudo_2	Istorich
1	с другой стороны	1	8
2	и т д	2	8
3	с одной стороны	3	7
4	в этом случае	1	6
5	в том что	11	5
6	до сих пор	2	4
7	не только в	2	4
8	о том что	7	4
9	о том как	2	3
10	в данном случае	2	3
11	то время как	1	3
12	в то время	1	3
13	не может быть	3	3
14	том что в	3	2
15	точно так же	1	2
16	не могло быть	1	2
17	сих пор мы	1	2
18	по отношению к	7	2
19	но все же	1	2
20	после того как	1	2
21	можно было бы	2	2
22	как и в	3	2
23	что и в	1	2
24	том что она	2	1
25	на том что	1	1
26	что с ним	1	1
27	но то что	1	1
28	долго не может	1	1
29	в том числе	1	1
30	же как и	1	1
31	никогда не будет	1	1
32	то и другое	1	1
33	и то и	1	1
34	в таком случае	1	1
35	тому как он	1	1
36	при этом он	1	1
37	у него в	1	1
38	с ним происходит	1	1
39	амуре и психее	1	1
40	том числе и	1	1
41	если бы она	1	1
42	а иногда и	1	1
43	видит в нем	1	1
44	то или иное	1	1
45	и то что	1	1
46	так же как	2	1
47	в противоречие с	1	1
48	на горах и	1	1
49	который никогда не	1	1
50	чтобы ответить на	1	1
51	но при этом	3	1
52	а также и	1	1
53	она не знает	1	1
54	в нем своего	1	1
55	а с другой	1	1
56	так или иначе	1	1
57	все же не	1	1
58	и сам он	2	1
59	как бы в	1	1
60	и в том	1	1
61	о молодом человеке	1	1
62	и в это	1	1
63	но это только	1	1
64	вообще ничего не	1	1
65	подобно тому как	4	1
66	можно сказать что	1	1
67	не было ни	1	1
68	случае если бы	1	1
69	сказывается и в	1	1
70	из этих двух	1	1
71	и деревья и	1	1
72	тем не менее	3	1
73	для того чтобы	3	1
74	но как только	1	1
75	здесь не в	1	1
