N	3gram	Propp_Isto_3	Problemy
1	с точки зрения	1	8
2	в большинстве случаев	1	8
3	до сих пор	5	7
4	по отношению к	2	5
5	не может быть	1	4
6	друг с другом	1	4
7	и т д	15	4
8	можно было бы	1	3
9	мы уже говорили	1	3
10	к тому же	2	3
11	как мы увидим	1	3
12	с другой стороны	7	3
13	как и в	2	3
14	хотя и не	1	2
15	из этих трех	1	2
16	что он ничего	1	2
17	это вовсе не	1	2
18	на этот вопрос	1	2
19	как если бы	1	2
20	может быть и	1	2
21	то время как	2	2
22	тем не менее	5	2
23	в то время	2	2
24	другой стороны и	3	2
25	но все же	2	2
26	на то что	1	2
27	друг от друга	1	2
28	в этих случаях	7	2
29	но прежде всего	1	1
30	на ту же	1	1
31	иначе обстоит дело	1	1
32	все эти вопросы	1	1
33	и к нему	1	1
34	также и в	1	1
35	в том числе	1	1
36	очень много примеров	1	1
37	и функций в	1	1
38	сих пор не	1	1
39	в таком случае	1	1
40	и в других	2	1
41	сами по себе	1	1
42	и так или	1	1
43	но и в	1	1
44	но здесь мы	1	1
45	так далеко что	1	1
46	что в нем	1	1
47	увидим дальше что	1	1
48	к этому мы	1	1
49	вследствие чего она	1	1
50	то что было	1	1
51	но в таком	1	1
52	мы увидим дальше	1	1
53	что он так	1	1
54	они еще не	1	1
55	нет мы увидим	1	1
56	с одной стороны	2	1
57	мы здесь не	1	1
58	смысле этого слова	1	1
59	в связи с	3	1
60	так или иначе	1	1
61	так может быть	2	1
62	дело конечно не	1	1
63	все же не	1	1
64	во всяком случае	2	1
65	есть у меня	1	1
66	т д как	1	1
67	и в том	1	1
68	о том что	2	1
69	здесь не только	1	1
70	это еще не	2	1
71	может быть разрешен	1	1
72	но тем не	2	1
73	на самом деле	1	1
74	в одном из	2	1
75	этой точки зрения	1	1
76	не только не	2	1
77	но в этом	1	1
78	можно сказать что	1	1
79	после того как	1	1
80	таким образом и	2	1
81	мы будем рассматривать	1	1
82	берет на себя	1	1
83	в том что	5	1
84	и все что	1	1
85	в своей жизни	1	1
