N	3gram	Propp_Isto_3	KulturaY
1	и т д	15	14
2	в том что	5	10
3	можно было бы	1	9
4	с точки зрения	1	8
5	то обстоятельство что	1	7
6	с другой стороны	7	7
7	во всяком случае	2	5
8	тем не менее	5	5
9	не только в	1	4
10	не может быть	1	4
11	точно так же	2	3
12	в связи с	3	3
13	и пр но	1	2
14	на самом деле	1	2
15	в соответствии с	1	2
16	в этом случае	5	2
17	на этот вопрос	1	2
18	с этой точки	1	2
19	вместе с тем	1	2
20	и что на	1	2
21	так же как	1	2
22	и в том	1	2
23	этой точки зрения	1	2
24	в свою очередь	1	2
25	но все же	2	2
26	мы знаем что	1	2
27	можно сказать что	1	2
28	на то что	1	2
29	так или иначе	1	2
30	потому что как	1	1
31	к этому же	2	1
32	том что в	2	1
33	в том смысле	1	1
34	на ту же	1	1
35	хотя и не	1	1
36	здесь можно было	1	1
37	состоит в том	2	1
38	огромном большинстве случаев	1	1
39	а не с	1	1
40	со стороны ее	1	1
41	из всех этих	1	1
42	и к этому	1	1
43	т е не	1	1
44	уже не в	1	1
45	можно утверждать что	2	1
46	мы видели выше	1	1
47	а не сам	1	1
48	все еще фигурирует	1	1
49	до сих пор	5	1
50	а так как	1	1
51	только то что	1	1
52	то же в	1	1
53	но и здесь	1	1
54	это вовсе не	1	1
55	большую роль в	1	1
56	том смысле как	1	1
57	с тех пор	1	1
58	и той же	1	1
59	не могла бы	1	1
60	и то что	2	1
61	и в других	2	1
62	может быть и	1	1
63	что здесь не	1	1
64	то время как	2	1
65	пр но для	1	1
66	на себе внимание	1	1
67	в данном случае	3	1
68	сами по себе	1	1
69	хотелось бы обратить	1	1
70	мы находим и	1	1
71	с одной стороны	2	1
72	смысле этого слова	1	1
73	что в пределах	1	1
74	и здесь мы	2	1
75	том что и	1	1
76	в огромном большинстве	1	1
77	мы имеем здесь	1	1
78	не везде и	1	1
79	в другом отношении	1	1
80	есть не что	1	1
81	заключается в том	1	1
82	в то время	2	1
83	данном случае в	1	1
84	как и в	2	1
85	в силу которых	1	1
86	о том что	2	1
87	ничего общего с	1	1
88	т д или	1	1
89	с самого начала	1	1
90	в связь с	1	1
91	также что на	1	1
92	то и дело	1	1
93	и прежде всего	1	1
94	что иное как	3	1
95	у нас в	1	1
96	в большинстве случаев	1	1
97	после того как	1	1
98	что не все	1	1
99	он все еще	1	1
100	одной и той	1	1
101	не что иное	3	1
102	так но в	1	1
103	бы обратить внимание	1	1
104	в буквальном смысле	1	1
105	мы имеем далее	1	1
106	т д в	1	1
107	к тому же	2	1
108	известно что в	2	1
109	как мы видели	5	1
110	также и в	1	1
