N	2gram	Bakhtin_Pr_5	DiskursI
1	в себе	5	19
2	при этом	2	17
3	в этом	14	16
4	как и	18	16
5	и в	35	16
6	в качестве	1	16
7	может быть	14	16
8	и не	27	15
9	а не	4	14
10	отличие от	2	12
11	то есть	16	12
12	в отличие	2	12
13	и т.п	6	12
14	но в	19	11
15	в мире	4	11
16	но и	14	11
17	не только	10	10
18	том что	3	10
19	своего рода	2	10
20	так и	8	9
21	не может	18	9
22	как в	5	8
23	в том	5	8
24	но не	6	7
25	в данном	1	7
26	в нем	16	7
27	ни в	2	7
28	не менее	2	7
29	при всей	1	7
30	прежде всего	12	7
31	то же	15	6
32	еще не	7	6
33	с его	7	6
34	данном случае	1	6
35	себя в	2	6
36	отнюдь не	1	6
37	все же	8	6
38	в своей	4	6
39	по своей	2	6
40	в своих	1	6
41	и на	6	5
42	в своем	2	5
43	в то	11	5
44	с другой	4	5
45	же время	10	5
46	что в	6	5
47	для него	14	5
48	то что	10	5
49	а с	3	5
50	я в	4	5
51	героя в	5	5
52	я и	2	4
53	в рассказе	2	4
54	и то	5	4
55	разумеется не	1	4
56	по отношению	6	4
57	в этой	1	4
58	роль в	1	4
59	человека в	1	4
60	в основе	1	4
61	потому что	8	4
62	этом отношении	1	4
63	о том	2	4
64	в пределах	11	4
65	с одной	1	4
66	в одном	6	4
67	как бы	31	4
68	не является	1	4
69	точки зрения	7	4
70	к его	1	4
71	к этому	1	4
72	отношению к	7	4
73	например в	2	3
74	в строгом	1	3
75	и ее	1	3
76	проявляется в	1	3
77	столь же	2	3
78	перед нами	1	3
79	и как	2	3
80	и наконец	7	3
81	все эти	3	3
82	всей своей	2	3
83	он не	13	3
84	внутренней речи	5	3
85	из виду	1	3
86	не следует	1	3
87	и может	1	3
88	в другом	12	3
89	его в	4	3
90	это не	3	3
91	одного и	1	3
92	в этих	2	3
93	в котором	3	3
94	не в	10	3
95	мире и	2	3
96	об одном	1	3
97	той или	4	3
98	рассказ с	1	3
99	мысль о	1	3
100	приводит к	2	3
101	еще в	4	3
102	в его	21	3
103	но она	1	3
104	только в	6	3
105	с читателем	1	3
106	и его	14	3
107	уже не	3	3
108	из них	3	3
109	в них	4	3
110	или иной	4	3
111	здесь в	2	3
112	не знает	6	3
113	было в	2	3
114	в творчестве	4	3
115	как будто	4	3
116	можно сказать	1	3
117	но это	6	3
118	и того	2	3
119	и все	15	3
120	как на	1	3
121	того же	1	2
122	и это	5	2
123	по преимуществу	1	2
124	той же	2	2
125	я как	3	2
126	совпадает с	2	2
127	говорить о	3	2
128	в ней	2	2
129	к своему	5	2
130	к которой	1	2
131	уже как	2	2
132	отношение к	6	2
133	тут же	1	2
134	в целом	3	2
135	рассказа в	10	2
136	вследствие этого	1	2
137	в записках	2	2
138	с таким	2	2
139	свое время	1	2
140	подобно тому	2	2
141	заключает в	1	2
142	одно и	3	2
143	же касается	1	2
144	и с	12	2
145	входит в	1	2
146	рассказчика и	5	2
147	но уже	2	2
148	рассказ в	3	2
149	должно быть	3	2
150	такой же	3	2
151	все это	14	2
152	этом случае	1	2
153	как все	2	2
154	с точки	2	2
155	пока еще	2	2
156	речи в	2	2
157	их в	2	2
158	дело в	1	2
159	чем не	1	2
160	никогда не	4	2
161	и другого	2	2
162	со своим	2	2
163	сводится к	3	2
164	что на	2	2
165	для себя	7	2
166	пожалуй и	1	2
167	с ее	3	2
168	ни одно	1	2
169	здесь не	1	2
170	это еще	1	2
171	в себя	1	2
172	времени и	2	2
173	в результате	1	2
174	но здесь	1	2
175	между тем	4	2
176	что и	3	2
177	или напротив	1	2
178	другого в	4	2
179	в утверждении	1	2
180	которая в	1	2
181	который не	1	2
182	есть в	1	2
183	в большинстве	2	2
184	слова не	2	2
185	не о	4	2
186	рассказа не	1	2
187	момент в	1	2
188	далеко не	1	2
189	и прежде	4	2
190	что будет	1	2
191	как рассказ	1	2
192	стремится к	6	2
193	не на	1	2
194	вместе с	2	2
195	о чем	1	2
196	в той	4	2
197	тому как	2	2
198	что же	7	2
199	в свое	1	2
200	в формах	1	2
201	и для	8	2
202	а в	7	2
203	может и	1	2
204	с ней	1	2
205	другой стороны	3	2
206	что он	24	2
207	себе самому	18	2
208	это в	2	2
209	и оценкой	1	1
210	себя как	3	1
211	обращено к	2	1
212	одним из	1	1
213	чтобы не	2	1
214	а между	3	1
215	самом деле	10	1
216	тех же	1	1
217	это и	3	1
218	между рассказом	1	1
219	его жизненного	1	1
220	в первом	2	1
221	к другому	16	1
222	достоевского в	3	1
223	проникает в	2	1
224	к рассказу	1	1
225	слово рассказа	1	1
226	он ничего	2	1
227	к чему	1	1
228	есть не	1	1
229	и само	1	1
230	мы не	1	1
231	вопрос о	2	1
232	героя нашего	1	1
233	он как	4	1
234	в каждый	1	1
235	в сущности	14	1
236	оно разрушает	1	1
237	я не	8	1
238	считал главной	1	1
239	и иван	1	1
240	они были	1	1
241	но даже	1	1
242	ему в	1	1
243	жизни мир	1	1
244	и со	3	1
245	начала в	1	1
246	самого героя	3	1
247	обращен к	4	1
248	а другие	1	1
249	это характеристика	1	1
250	собой в	1	1
251	героев или	1	1
252	и определяется	2	1
253	он был	1	1
254	он сам	6	1
255	как-то вдруг	1	1
256	бы то	3	1
257	я на	1	1
258	в чем	4	1
259	характер и	2	1
260	во всех	3	1
261	в ее	3	1
262	не то	1	1
263	друг на	2	1
264	в сторону	2	1
265	всего он	1	1
266	к богу	1	1
267	эта особенность	2	1
268	ответ на	1	1
269	с совершенно	1	1
270	xix столетия	1	1
271	не просто	2	1
272	друг от	1	1
273	человека с	3	1
274	за пределы	3	1
275	в одной	3	1
276	вот как	4	1
277	чужого слова	6	1
278	некоторое время	1	1
279	ней в	1	1
280	в одних	1	1
281	и точность	1	1
282	хотя и	2	1
283	себе не	1	1
284	диалогическая обращенность	2	1
285	в этот	2	1
286	то в	2	1
287	в самом	6	1
288	себе как	1	1
289	в которой	2	1
290	ни один	1	1
291	другого как	2	1
292	бы не	2	1
293	так в	2	1
294	этому я	1	1
295	раз в	2	1
296	им в	2	1
297	жизнь как	1	1
298	не приводит	1	1
299	но на	4	1
300	внутренним и	1	1
301	человек не	1	1
302	роли в	1	1
303	теми же	2	1
304	к миру	1	1
305	но именно	2	1
306	так сказать	2	1
307	и только	1	1
308	и именно	1	1
309	одному из	1	1
310	говорит как	1	1
311	он должен	1	1
312	же это	1	1
313	к одному	3	1
314	не как	3	1
315	у тебя	1	1
316	ибо она	1	1
317	к собственному	1	1
318	на этом	2	1
319	с этой	2	1
320	зрения именно	1	1
321	не бывает	1	1
322	именно это	1	1
323	таким образом	7	1
324	я бы	4	1
325	значительной степени	1	1
326	то ни	3	1
327	без которого	1	1
328	совпадают с	1	1
329	и тайным	1	1
330	сознание и	2	1
331	об этом	1	1
332	лишь в	7	1
333	того или	1	1
334	мире как	1	1
335	своего героя	2	1
336	и сердце	1	1
337	главного героя	1	1
338	в жизни	2	1
339	словами самого	2	1
340	она и	1	1
341	этого не	3	1
342	на друга	2	1
343	движется в	1	1
344	и было	1	1
345	она была	1	1
346	которую он	1	1
347	рассказа о	1	1
348	я его	1	1
349	о герое	1	1
350	в такой	4	1
351	в рассказ	5	1
352	пределах одного	5	1
353	от времени	1	1
354	в которых	2	1
355	героя с	1	1
356	которая может	1	1
357	прислушаться к	1	1
358	где на	1	1
359	человеком и	1	1
360	границами между	1	1
361	не признающий	1	1
362	другом и	1	1
363	тем не	1	1
364	героя но	2	1
365	по крайней	1	1
366	и более	1	1
367	но им	1	1
368	перед ним	1	1
369	том же	1	1
370	что этот	1	1
371	в повести	3	1
372	для нее	1	1
373	а вот	1	1
374	представить себя	1	1
375	сознании в	1	1
376	любви и	1	1
377	с миром	3	1
378	но они	1	1
379	в таких	1	1
380	она не	1	1
381	с теми	1	1
382	самого начала	8	1
