N	3gram	Ircho_Kome_1	FransuaR
1	то же время	4	10
2	в то же	4	10
3	до сих пор	2	8
4	в большинстве случаев	1	6
5	в том что	9	6
6	как и в	2	4
7	большей или меньшей	1	3
8	в том числе	1	3
9	в той же	1	3
10	более или менее	1	2
11	что одна из	1	2
12	бы то ни	2	2
13	далеко за пределы	1	2
14	что все это	1	2
15	как мы видели	1	2
16	в данном случае	1	2
17	с одной стороны	3	2
18	в то время	5	2
19	о том что	3	2
20	с другой стороны	5	2
21	в его творчестве	1	2
22	как мы уже	1	2
23	для того чтобы	1	2
24	но и все	1	1
25	о том насколько	2	1
26	в чем же	1	1
27	сложнее обстоит дело	1	1
28	по отношению к	3	1
29	как один из	1	1
30	подобно тому как	1	1
31	и все остальные	1	1
32	то время когда	1	1
33	те и другие	1	1
34	здесь мы встречаем	2	1
35	только в условиях	1	1
36	вместе с тем	1	1
37	в отличие от	1	1
38	в котором каждый	1	1
39	котором каждый из	1	1
40	но и в	2	1
41	в этом отношении	3	1
42	но он не	1	1
43	было бы сравнить	1	1
44	в первой половине	2	1
45	в самом начале	1	1
46	то ни было	2	1
47	состоит в том	1	1
48	но при этом	1	1
49	обстоит дело с	1	1
50	потому что они	1	1
51	до наших дней	1	1
52	из самых замечательных	1	1
53	мы можем судить	2	1
54	не мог не	1	1
55	таким образом в	2	1
56	не один раз	1	1
57	в сущности и	1	1
58	более широкие перспективы	1	1
59	на протяжении всего	2	1
60	с самого начала	1	1
61	бы сравнить с	1	1
62	и прежде всего	1	1
63	речь идет о	3	1
64	может и не	1	1
65	после того как	3	1
66	в этой комедии	4	1
67	и его современников	1	1
68	можно было бы	1	1
69	в предисловии к	1	1
70	и те и	1	1
71	в новое время	2	1
72	к тому же	5	1
73	то же самое	2	1
